ID,Temp,Genotype,mg_tissue,BMP 20:5_20:5,BMP 20:5_22:6,BMP 20:5_22:5,BMP 18:3_18:3,BMP 16:1_20:5,BMP 20:4_20:5,BMP 22:6_22:6,BMP 18:3_22:6,BMP 18:2_20:5,BMP 16:1_22:6,BMP 18:2_18:3,BMP 16:1_20:4,BMP 20:4_20:4,PG 22:6_22:6,BMP 18:2_22:6,BMP 18:3_22:5,BMP 18:2_22:5,BMP 18:2_20:4,BMP 18:1_20:5,PG 16:1_22:6,PG 20:5_20:5,BMP 16:0_22:6,BMP 18:1_22:6,BMP 18:2_18:2,BMP 18:1_18:3,PG 16:0_20:5,BMP 16:0_20:4,BMP 16:0_18:2,BMP 16:0_16:1,PG 16:0_18:3,BMP 18:1_20:4,BMP 16:1_16:1,BMP 18:1_18:2,BMP 18:0_20:5,PG 16:0_20:4,PG 18:1_20:4,PG 18:2_20:4,PG 18:1_22:6,PG 16:0_16:1,BMP 16:0_18:0,BMP 18:0_20:4,PG 18:0_18:3,BMP 16:0_16:0,PG 16:0_18:2,PG 18:2_18:2,BMP 16:0_18:1,BMP 18:0_18:1,PG 18:0_20:5,BMP 18:1_18:1,BMP 18:0_18:2,PG 16:0_18:1,PG 18:0_20:4,PG 16:0_18:0,PG 16:0_16:0,PG 18:1_18:1,PG 18:0_18:2,PG 18:0_18:1,PG 18:0_18:0,total_BMP,total_PG
1,RT,Con,30.13,0.04036458679057418,6.9972968801858615,0.10052588781944906,0.022128111516760703,0.03598854961832061,0.29248854961832055,0.09607666777298374,2.8099440756720875,0.2867738134749419,0.5466571523398606,0.061000663790242285,0.019060902754729506,0.2972902422834384,0.48581878526385663,9.735446067042814,0.007105708596083638,0.24480268835048125,0.5159372718221042,0.3173528045137737,0.018051775638898107,0.023979588450049782,0.18570876203119815,9.752886989711252,1.7709538665781612,0.0723718884832393,0.057620809824095585,0.04074244938599402,0.1139805841354132,0.005849651510122801,0.053477265184201796,1.2805977431131763,0.030320610687022898,4.234261035512778,0.019044971788914702,6.582660139395951,1.3672502489213407,0.09950929306339196,0.08053003650846333,4.6015494523730505,0.007184367739794225,0.10927895784931962,0.01711583139727846,0.056112844341188184,17.100264354463988,0.0961189844009293,0.20972021241287753,0.2210740126120146,0.032537504148689014,4.658226352472619,0.05393776966478593,30.9783594424162,0.5083805177563889,0.6103386989711251,0.12521589777630268,0.3801402256886824,11.391253899767674,3.9222978758712244,0.16789495519415865,45.2484936939927,78.70036558247594
2,RT,Con,32.55,0.03488709677419355,6.841353456221198,0.09504009216589862,0.014511059907834101,0.043825345622119816,0.23979262672811058,0.08527741935483871,2.5162175115207375,0.29220138248847927,0.5434359447004609,0.06034009216589862,0.022952534562211982,0.22444239631336407,0.3970299539170507,9.303411059907836,0.007368202764976959,0.30823594470046084,0.43558617511520736,0.30533364055299544,0.012368663594470048,0.012472350230414748,0.1825963133640553,9.315727649769585,1.6616193548387097,0.07140230414746544,0.05206958525345622,0.03042903225806452,0.11367972350230415,0.005454377880184332,0.048118894009216595,1.079035944700461,0.021729953917050692,3.778916589861751,0.015582488479262675,7.2456387096774195,1.2910064516129032,0.07921520737327188,0.08083870967741937,4.700391244239632,0.005674654377880185,0.08709216589861751,0.015103686635944701,0.0535188940092166,13.65421935483871,0.061672350230414744,0.18051797235023043,0.2178861751152074,0.041366359447004605,4.572849308755761,0.0703963133640553,25.982451612903226,0.45859170506912444,0.5514834101382489,0.09755990783410139,0.23630829493087557,11.371520276497698,3.346229953917051,0.16978755760368663,42.838321198156684,69.90544423963134
3,RT,Con,31.81,0.03807246149009746,5.769894530022006,0.0877096824897831,0.014265325369380697,0.032411977365608295,0.21814272241433513,0.08081326626846903,2.163820968248978,0.32410091166299904,0.32453190820496697,0.05249245520276642,0.01936938069789374,0.2738459603898145,0.35868390443256837,8.177166771455516,0.005841559258094938,0.27075495127318455,0.47693115372524364,0.31585444828670234,0.00878780257780572,0.014575605155611444,0.1487362464633763,7.6451095567431615,1.6032198994027038,0.06543555485696322,0.045189563030493554,0.03056161584407419,0.10805045583149954,0.0034281672430053443,0.06014995284501729,1.12615058157812,0.015288588494184218,3.7613539767368747,0.022615058157812007,8.028970449544168,1.3609234517447344,0.07921612700408676,0.06681012260295506,4.178797705124175,0.0022140207481923923,0.10868704809808237,0.01718421879911977,0.050861835900660166,15.121005344231373,0.06984171644137063,0.1796468091795033,0.20085853505187046,0.03975212197422194,4.276464633762967,0.0604399559886828,29.935509902546368,0.5354457717698837,0.612517761710154,0.11411317195850362,0.23992313737818297,12.31933542911034,2.9326211883055646,0.13852294875825213,38.05514297390757,76.27787739704495
4,RT,Con,32.31,0.03175487465181058,5.378535283194057,0.08587558031569173,0.016875116063138348,0.03726090993500464,0.3252683379758588,0.06864670380687093,2.238129990714949,0.2256759517177344,0.5296689879294336,0.05526740947075209,0.027009285051067776,0.41794382544103986,0.5228254410399257,7.888620241411328,0.0119661095636026,0.23732590529247907,0.5591304549675022,0.2952158774373259,0.014443825441039924,0.02110724233983287,0.15763231197771585,8.132080779944289,1.5194939647168058,0.06701160631383472,0.04113463324048282,0.03855849582172702,0.09971169916434541,0.00483426183844011,0.05164020427112349,1.2769531104921077,0.029382544103992568,3.585545496750232,0.013156917363045495,8.115048282265551,1.896631847725162,0.08868570102135562,0.06403946146703807,6.65694382544104,0.0033588672237697304,0.0954995357474466,0.015373723305478178,0.05737790157845867,16.532177808727948,0.09211327762302692,0.18070148560817081,0.2046606313834726,0.027136954503249766,4.0835320334261835,0.039519962859795726,21.35495264623955,0.33584772516248834,0.43890343546889504,0.12172191272051995,0.3107855153203342,9.079000928505106,2.9403124419684303,0.1643727948003714,38.01918245125348,68.88519962859795
5,RT,Con,31.54,0.03300760938490806,6.2449308814204185,0.08951014584654407,0.01591169942929613,0.030464648065948004,0.2763885542168675,0.058691661382371585,2.1812064045656308,0.2545301204819277,0.32768674698795186,0.05052013316423589,0.018612555485098287,0.2965091946734305,0.3781636017755231,7.91151125554851,0.007190393151553583,0.29026236525047555,0.506101616994293,0.32022764743183263,0.01093849080532657,0.013707355738744452,0.18255770450221942,8.058577837666455,1.7531965757767913,0.06490424857324033,0.051791851616994296,0.03272225745085606,0.11244768547875712,0.007183734939759035,0.05111746987951807,1.194248731769182,0.021108433734939758,4.173957831325301,0.02176712111604312,9.07856832593532,1.6050204502219405,0.10731848446417247,0.07926838934686113,4.175841629676601,0.008174857324032973,0.08697526949904882,0.016845275840202917,0.05484749524413443,13.533050412175015,0.10592358909321496,0.16433180088776156,0.2062956563094483,0.04363649334178821,4.3152322447685485,0.06863998097653773,22.69971686746988,0.54810351934052,0.5076796131896004,0.08275348763474953,0.21580168040583386,12.081490329740012,3.4730968611287256,0.14175760938490806,39.44043310082435,69.00159178820546
6,Cold,Con,30.05,0.0315738768718802,5.278506489184692,0.08681780366056571,0.027089850249584026,0.05766039933444259,0.2537465890183028,0.05488901830282862,2.859959400998336,0.3082043261231281,0.6305570715474209,0.08525440931780365,0.030725790349417637,0.28509384359400997,0.27285923460898504,8.262825623960067,0.006315973377703827,0.25658036605657236,0.51854525790349415,0.32865224625623957,0.005685024958402661,0.00914026622296173,0.1915277870216306,7.965077870216305,2.185732612312812,0.09774658901830283,0.032589184692179696,0.032938602329450915,0.13066173044925125,0.009230116472545756,0.0358153078202995,1.2228499168053244,0.01773943427620632,4.302851081530782,0.015620465890183028,5.405899168053245,1.2635405990016637,0.09147803660565723,0.05780415973377703,3.5443886855241264,0.006621963394342762,0.09443710482529118,0.018094342762063228,0.042901497504159725,8.765609650582363,0.08562129783693843,0.13037720465890182,0.23706888519134775,0.02958618968386023,4.887566056572378,0.06503111480865224,18.82322795341098,0.4957038269550748,0.3810484193011646,0.07911364392678867,0.2107657237936772,10.918848419301163,3.1273841930116473,0.14184259567387686,40.99897836938435,53.796045923460895
7,Cold,Con,30.07,0.05432773528433654,6.605219321582972,0.1264718989025607,0.06294512803458596,0.07978932490854673,0.4915156301962088,0.06444512803458596,4.438195211173927,0.43073694712337873,0.8536017625540405,0.1913091120718324,0.0385440638510143,0.39632573994013964,0.3947070169604257,11.422426671100764,0.00903292317924842,0.3480957765214499,0.7777707016960426,0.4197525773195876,0.009996674426338543,0.010504489524442965,0.2722906551380113,9.063572164948452,3.757628200864649,0.14966777519122046,0.036814100432324574,0.04338576654472897,0.18599351513136014,0.006824077153308947,0.04236315264383106,1.3217569005653476,0.017439308280678415,4.94704439640838,0.017730129697372796,6.7066606252078484,1.4509205187894911,0.06363651479880279,0.061929996674426335,3.708043398736282,0.002342135018290655,0.061136847356168936,0.04092301296973727,0.046535417359494506,12.644572996341868,0.09465613568340538,0.17626571333555036,0.2131481543066179,0.0504742268041237,4.469392417692052,0.06851812437645494,14.805912869970069,0.46221749251745925,0.3060683405387429,0.06719371466577985,0.18972730295976056,13.685614898570002,3.6558671433322245,0.12118872630528767,51.63117735284336,58.609993348852676
8,Cold,Con,32.52,0.050993081180811806,6.520571494464945,0.11659409594095939,0.06259778597785977,0.08171125461254611,0.4616249999999999,0.060818265682656816,3.9006166974169734,0.4268025830258302,0.8906637453874537,0.1938865313653136,0.03750968634686346,0.3995290590405904,0.36751107011070105,12.472515682656825,0.012881457564575644,0.3707887453874538,0.747196033210332,0.4174395756457564,0.011164667896678965,0.01087130996309963,0.265135147601476,9.274472324723247,4.0177850553505525,0.15549215867158672,0.03788330258302582,0.04335470479704796,0.19114391143911436,0.013266143911439113,0.0424760147601476,1.258857472324723,0.017155904059040585,5.097033210332103,0.015225553505535054,6.588473247232471,1.352590405904059,0.05760608856088561,0.05709086715867158,3.299916051660516,0.008053505535055348,0.05672878228782287,0.026986162361623614,0.04058763837638376,8.11729012915129,0.07184870848708487,0.12599861623616235,0.212595479704797,0.04186992619926199,4.468088099630996,0.06702029520295202,11.304624077490773,0.3077467712177121,0.23927767527675273,0.052831180811808105,0.13344695571955717,11.102019833948336,3.1466342250922503,0.1492873616236162,52.55273477859778,46.51944603321032
9,Cold,Con,31.79,0.03816200062912865,4.586329506134004,0.13376753696130858,0.03969927650204467,0.040931267694243476,0.5003809374016986,0.05595580371185908,2.4178112614029565,0.30927791758414597,0.39074032714690154,0.10964108210128971,0.023681031770997167,0.37218637936458004,0.2204447939603649,9.068710758100032,0.006430324001258257,0.23727838943063856,0.5904691726958162,0.3064562755583517,0.007106951871657754,0.007569833280905945,0.22732054105064486,7.467629915067631,2.6886058508965087,0.10060097514941804,0.0388900597672224,0.03565083359547028,0.1891528782636049,0.006172223969801825,0.03485152563699276,1.1560904372444165,0.014384712173639508,4.514877791758415,0.017051588549858443,8.399419628814092,1.969223497955332,0.18741270839886756,0.05718354828562441,2.6757395407360804,0.007642497640767536,0.11160160427807486,0.06616844919786097,0.05858398867568418,13.535602233406733,0.12649024850581944,0.1861217363950928,0.17663809374016987,0.05154215162000629,3.6976774142812205,0.0760673167662787,14.039505976722241,0.5967673796791444,0.2876786725385341,0.05784366152878263,0.18488172381251966,14.208174583202267,3.7415841459578485,0.13136300723497957,39.95977964768795,60.62544432211388
10,Cold,Con,30.5,0.042165245901639344,5.9314780327868855,0.11450409836065573,0.0611267213114754,0.0682711475409836,0.44925590163934426,0.04969377049180328,3.5089613114754097,0.3930545901639344,0.6785577049180327,0.17389475409836067,0.04318475409836066,0.42170459016393447,0.3264098360655738,9.930887213114755,0.010970655737704917,0.34823655737704917,0.8763826229508196,0.43163163934426235,0.01539639344262295,0.010450819672131146,0.23915803278688522,8.988410655737704,3.630777049180328,0.16280262295081968,0.03538967213114754,0.04515688524590164,0.1965240983606557,0.009717540983606558,0.046970163934426226,1.5317380327868853,0.018888196721311475,5.530374098360655,0.01802606557377049,6.240349672131148,1.3187193442622949,0.09855836065573768,0.0747172131147541,4.021649016393443,0.007467540983606557,0.07415655737704918,0.03237786885245902,0.04537622950819672,11.044218196721312,0.07838754098360656,0.14520737704918033,0.23127737704918033,0.041254918032786886,4.769832295081967,0.07054819672131146,14.539988852459016,0.3837870491803278,0.29557032786885246,0.08495704918032786,0.17457590163934428,12.702794262295082,3.034459180327869,0.16088803278688527,49.249400163934425,54.76186967213115
