"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 01_pos_032823_066,[Mass] 02_pos_032823_071,[Mass] 03_pos_032823_084,[Mass] 04_pos_032823_085,[Mass] 05_pos_032823_074,[Mass] 06_pos_032823_082,[Mass] 07_pos_032823_080,[Mass] 08_pos_032823_088,[Mass] 09_pos_032823_093,[Mass] 10_pos_032823_090,[Mass] 11_pos_032823_064,[Mass] 12_pos_032823_075,[Mass] 13_pos_032823_072,[Mass] 14_pos_032823_092,[Mass] 15_pos_032823_091,[Mass] 16_pos_032823_077,[Mass] 17_pos_032823_063,[Mass] 18_pos_032823_065,[Mass] 19_pos_032823_089,[Mass] 20_pos_032823_081,[Mass] 21_pos_032823_067,[Mass] 22_pos_032823_068,[Mass] ISB_pos_032823_076,[Mass] PB_pos_032823_073,[RT] 01_pos_032823_066,[RT] 02_pos_032823_071,[RT] 03_pos_032823_084,[RT] 04_pos_032823_085,[RT] 05_pos_032823_074,[RT] 06_pos_032823_082,[RT] 07_pos_032823_080,[RT] 08_pos_032823_088,[RT] 09_pos_032823_093,[RT] 10_pos_032823_090,[RT] 11_pos_032823_064,[RT] 12_pos_032823_075,[RT] 13_pos_032823_072,[RT] 14_pos_032823_092,[RT] 15_pos_032823_091,[RT] 16_pos_032823_077,[RT] 17_pos_032823_063,[RT] 18_pos_032823_065,[RT] 19_pos_032823_089,[RT] 20_pos_032823_081,[RT] 21_pos_032823_067,[RT] 22_pos_032823_068,[RT] ISB_pos_032823_076,[RT] PB_pos_032823_073,[Height] 01_pos_032823_066,[Height] 02_pos_032823_071,[Height] 03_pos_032823_084,[Height] 04_pos_032823_085,[Height] 05_pos_032823_074,[Height] 06_pos_032823_082,[Height] 07_pos_032823_080,[Height] 08_pos_032823_088,[Height] 09_pos_032823_093,[Height] 10_pos_032823_090,[Height] 11_pos_032823_064,[Height] 12_pos_032823_075,[Height] 13_pos_032823_072,[Height] 14_pos_032823_092,[Height] 15_pos_032823_091,[Height] 16_pos_032823_077,[Height] 17_pos_032823_063,[Height] 18_pos_032823_065,[Height] 19_pos_032823_089,[Height] 20_pos_032823_081,[Height] 21_pos_032823_067,[Height] 22_pos_032823_068,[Height] ISB_pos_032823_076,[Height] PB_pos_032823_073,[Score (MFE)] 01_pos_032823_066,[Score (MFE)] 02_pos_032823_071,[Score (MFE)] 03_pos_032823_084,[Score (MFE)] 04_pos_032823_085,[Score (MFE)] 05_pos_032823_074,[Score (MFE)] 06_pos_032823_082,[Score (MFE)] 07_pos_032823_080,[Score (MFE)] 08_pos_032823_088,[Score (MFE)] 09_pos_032823_093,[Score (MFE)] 10_pos_032823_090,[Score (MFE)] 11_pos_032823_064,[Score (MFE)] 12_pos_032823_075,[Score (MFE)] 13_pos_032823_072,[Score (MFE)] 14_pos_032823_092,[Score (MFE)] 15_pos_032823_091,[Score (MFE)] 16_pos_032823_077,[Score (MFE)] 17_pos_032823_063,[Score (MFE)] 18_pos_032823_065,[Score (MFE)] 19_pos_032823_089,[Score (MFE)] 20_pos_032823_081,[Score (MFE)] 21_pos_032823_067,[Score (MFE)] 22_pos_032823_068,[Score (MFE)] ISB_pos_032823_076,[Score (MFE)] PB_pos_032823_073,[Score (Tgt)] 01_pos_032823_066,[Score (Tgt)] 02_pos_032823_071,[Score (Tgt)] 03_pos_032823_084,[Score (Tgt)] 04_pos_032823_085,[Score (Tgt)] 05_pos_032823_074,[Score (Tgt)] 06_pos_032823_082,[Score (Tgt)] 07_pos_032823_080,[Score (Tgt)] 08_pos_032823_088,[Score (Tgt)] 09_pos_032823_093,[Score (Tgt)] 10_pos_032823_090,[Score (Tgt)] 11_pos_032823_064,[Score (Tgt)] 12_pos_032823_075,[Score (Tgt)] 13_pos_032823_072,[Score (Tgt)] 14_pos_032823_092,[Score (Tgt)] 15_pos_032823_091,[Score (Tgt)] 16_pos_032823_077,[Score (Tgt)] 17_pos_032823_063,[Score (Tgt)] 18_pos_032823_065,[Score (Tgt)] 19_pos_032823_089,[Score (Tgt)] 20_pos_032823_081,[Score (Tgt)] 21_pos_032823_067,[Score (Tgt)] 22_pos_032823_068,[Score (Tgt)] ISB_pos_032823_076,[Score (Tgt)] PB_pos_032823_073,[Ions] 01_pos_032823_066,[Ions] 02_pos_032823_071,[Ions] 03_pos_032823_084,[Ions] 04_pos_032823_085,[Ions] 05_pos_032823_074,[Ions] 06_pos_032823_082,[Ions] 07_pos_032823_080,[Ions] 08_pos_032823_088,[Ions] 09_pos_032823_093,[Ions] 10_pos_032823_090,[Ions] 11_pos_032823_064,[Ions] 12_pos_032823_075,[Ions] 13_pos_032823_072,[Ions] 14_pos_032823_092,[Ions] 15_pos_032823_091,[Ions] 16_pos_032823_077,[Ions] 17_pos_032823_063,[Ions] 18_pos_032823_065,[Ions] 19_pos_032823_089,[Ions] 20_pos_032823_081,[Ions] 21_pos_032823_067,[Ions] 22_pos_032823_068,[Ions] ISB_pos_032823_076,[Ions] PB_pos_032823_073,
LPC 0:0/20:5,C28 H48 N O7 P,541.3167,0.55,0,1.15,0.098,10231,23,1,96.9,6.6,3,8,541.3165,541.3164,541.3165,541.3167,541.3169,541.3171,541.3168,541.3160,541.3166,541.3172,541.3167,541.3169,541.3169,541.3167,541.3169,541.3165,541.3163,541.3170,541.3164,541.3168,541.3173,541.3164,,541.3168,1.142,1.141,1.152,1.144,1.143,1.141,1.143,1.146,1.228,1.148,1.147,1.139,1.151,1.147,1.147,1.229,1.146,1.238,1.147,1.146,1.151,1.148,,1.152,13914,9602,8861,17738,7379,6544,9881,8198,13375,5847,14438,9124,12396,11939,11220,13040,10574,7679,12128,13261,10501,6899,,793,,,,,,,,,,,,,,,,,,,,,,,,,93.43,93.16,93.58,95.28,96.36,93.47,92.09,95.96,88.34,94.57,92.86,93.11,95.66,95.13,95.98,90.58,93.26,90.04,89.85,96.94,96.10,91.84,,66.40,5,6,5,7,5,6,6,5,5,5,6,5,5,5,8,6,6,4,5,7,6,5,,3,
PC 40:6,C48 H84 N O8 P,833.5935,2.26,0,7.14,0.113,15102,24,0,97.9,17.7,2,11,833.5924,833.5936,833.5937,833.5933,833.5932,833.5931,833.5929,833.5920,833.5926,833.5937,833.5933,833.5927,833.5938,833.5933,833.5930,833.5929,833.5925,833.5935,833.5931,833.5934,833.5910,833.5947,833.6016,833.5938,7.174,7.135,7.161,7.166,7.137,7.095,7.150,7.105,7.115,7.102,7.141,7.194,7.087,7.118,7.117,7.146,7.115,7.145,7.166,7.151,7.083,7.167,7.196,7.110,26967,20124,8840,5973,17596,15160,23474,16759,18363,14241,23824,2493,22153,16055,18796,15439,28687,14110,19648,17819,2780,11966,739,462,,,,,,,,,,,,,,,,,,,,,,,,,84.56,82.97,89.89,86.58,89.83,96.54,88.67,81.25,97.41,91.28,92.51,77.84,97.86,95.65,95.09,86.60,96.60,94.15,80.45,89.79,85.08,75.65,32.96,49.53,8,11,7,6,8,7,8,9,8,11,10,6,8,10,9,10,8,11,9,11,11,9,2,3,
TG 62:13,C65 H100 O6,976.7515,0.48,0,12.29,0.189,44723,24,0,98.3,15.2,2,16,976.7515,976.7511,976.7517,976.7517,976.7512,976.7522,976.7510,976.7512,976.7514,976.7513,976.7517,976.7517,976.7519,976.7518,976.7518,976.7515,976.7513,976.7509,976.7516,976.7515,976.7512,976.7513,976.7508,976.7531,12.278,12.283,12.340,12.309,12.279,12.314,12.308,12.336,12.275,12.281,12.282,12.274,12.344,12.326,12.288,12.258,12.314,12.309,12.306,12.287,12.297,12.311,12.155,12.238,94689,56978,51961,68350,39464,40519,46416,36052,48956,27288,63799,75006,74625,47749,56728,46498,37145,33499,42211,33773,27913,22245,835,663,,,,,,,,,,,,,,,,,,,,,,,,,78.45,77.43,90.52,71.65,78.40,87.14,71.65,94.77,79.00,91.09,98.31,78.01,97.15,96.65,76.58,97.53,71.79,73.11,69.92,73.76,74.09,72.07,65.27,49.25,16,14,13,15,15,12,13,14,14,12,16,16,16,12,16,13,15,15,13,15,13,15,2,2,
LPC 14:0/0:0,C22 H46 N O7 P,467.3012,0.94,0,1.33,0.062,6814,23,1,98.2,7.5,3,6,467.3013,467.3011,467.3008,467.3012,467.3007,467.3016,467.3013,467.3007,467.3012,467.3011,467.3013,467.3013,467.3010,467.3010,467.3009,467.3012,467.3012,467.3012,467.3013,467.3010,467.3011,467.3016,467.3029,,1.326,1.324,1.325,1.323,1.316,1.331,1.327,1.325,1.323,1.327,1.325,1.318,1.328,1.325,1.326,1.329,1.329,1.327,1.331,1.324,1.340,1.337,1.377,,10623,5512,5836,10276,5526,5839,9239,6031,8592,4788,7516,8849,6474,5211,5429,4365,9772,4357,9794,10367,6104,5728,501,,,,,,,,,,,,,,,,,,,,,,,,,,94.95,89.28,91.47,95.13,94.83,97.96,96.05,91.61,93.48,82.54,90.37,94.80,96.66,93.39,86.57,94.90,93.42,95.90,91.59,97.46,98.15,91.39,65.44,,4,4,4,4,4,6,5,4,6,4,4,4,4,5,4,4,5,5,5,5,5,4,3,,
TG 17:1_18:1_18:2,C56 H100 O6,868.7517,0.76,0,13.47,0.050,15949,23,1,76.4,8.1,2,13,868.7507,868.7517,868.7513,868.7516,868.7519,868.7518,868.7522,868.7521,868.7514,868.7508,868.7516,868.7516,868.7506,868.7511,868.7512,868.7520,868.7514,868.7510,868.7522,868.7514,868.7526,868.7533,,868.7527,13.451,13.489,13.489,13.454,13.462,13.466,13.475,13.453,13.474,13.454,13.488,13.453,13.490,13.466,13.444,13.472,13.459,13.488,13.484,13.460,13.477,13.465,,13.440,14247,23587,17758,12900,18543,20673,16181,14177,13656,12533,22697,10575,27432,18695,13148,15744,18210,20753,25463,8977,11889,8278,,711,,,,,,,,,,,,,,,,,,,,,,,,,66.34,70.14,67.77,76.45,71.67,66.98,70.39,74.33,67.74,61.23,68.02,69.59,67.88,69.19,73.18,71.44,69.75,71.72,66.03,69.28,66.83,63.63,,48.16,10,12,11,12,13,13,11,12,12,11,13,9,10,12,12,12,11,11,13,12,12,9,,2,
PE 16:0_20:4,C41 H74 N O8 P,739.5153,1.85,0,7.29,0.098,3814188,24,0,89.9,16.9,1,10,739.5146,739.5153,739.5154,739.5151,739.5147,739.5154,739.5163,739.5150,739.5147,739.5138,739.5141,739.5151,739.5142,739.5146,739.5156,739.5158,739.5136,739.5147,739.5156,739.5153,739.5166,739.5147,739.5204,739.5171,7.319,7.297,7.295,7.300,7.294,7.290,7.289,7.289,7.310,7.286,7.286,7.295,7.309,7.308,7.290,7.318,7.293,7.323,7.283,7.302,7.317,7.295,7.341,7.243,5669579,4735795,4301998,5004119,4014642,3894452,5392088,4387520,5451590,2477283,4598196,2806022,4858848,3557910,3900443,2951349,7410667,2204172,5527182,2603121,3327649,2463030,1591,1281,,,,,,,,,,,,,,,,,,,,,,,,,76.77,88.48,79.26,80.71,79.80,89.92,86.34,85.13,61.04,84.96,83.41,78.55,79.82,73.39,78.02,57.66,67.78,79.29,83.77,80.44,76.92,86.44,31.02,61.57,8,8,9,9,9,7,7,6,6,10,9,9,9,9,9,5,8,7,8,8,8,7,2,1,
ACar 18:0,C25 H49 N O4,427.3666,1.68,0,3.40,0.160,6732,24,0,95.7,14.0,3,9,427.3660,427.3662,427.3672,427.3665,427.3671,427.3668,427.3661,427.3665,427.3663,427.3666,427.3669,427.3659,427.3683,427.3674,427.3659,427.3670,427.3659,427.3645,427.3663,427.3664,427.3670,427.3672,427.3670,427.3667,3.372,3.400,3.377,3.407,3.404,3.396,3.379,3.378,3.372,3.409,3.417,3.374,3.397,3.407,3.389,3.397,3.396,3.386,3.411,3.397,3.379,3.384,3.259,3.420,7914,5533,4988,7007,4330,7254,10320,8301,15517,6237,4121,6559,4132,3474,4373,5177,11717,5158,12410,9537,7847,7571,999,1096,,,,,,,,,,,,,,,,,,,,,,,,,88.61,87.38,70.36,78.29,64.04,80.51,83.75,85.09,88.76,81.25,69.70,83.98,82.46,71.93,95.74,83.60,83.78,80.63,85.45,93.00,81.12,73.96,40.67,77.69,7,7,6,6,3,6,6,8,8,5,6,7,7,8,9,6,7,7,7,7,7,7,5,6,
PC 20:4_22:6,C50 H80 N O8 P,853.5621,1.42,0,5.94,0.139,12608,23,1,93.6,9.6,3,11,853.5627,853.5618,853.5620,853.5620,853.5610,853.5613,853.5613,853.5628,853.5613,853.5619,853.5613,853.5613,853.5622,853.5620,853.5629,853.5617,853.5624,853.5633,853.5624,853.5611,853.5621,853.5612,853.5669,,5.964,5.925,5.934,5.934,5.972,5.941,5.934,5.945,5.935,5.953,5.937,5.950,5.937,5.925,5.951,5.932,5.938,5.980,5.950,5.924,5.940,5.957,5.841,,14445,16549,17288,18622,12176,13840,15240,13995,14676,10055,16144,11024,13819,12411,9594,10923,17471,8908,13114,9048,11333,8379,947,,,,,,,,,,,,,,,,,,,,,,,,,,84.65,93.49,91.01,91.53,70.13,87.49,91.61,89.96,88.27,85.81,88.96,84.66,91.37,93.57,84.46,93.30,91.54,82.49,85.69,80.32,90.23,81.07,57.67,,11,7,8,9,8,8,7,9,6,10,7,7,8,8,10,8,8,11,10,7,7,7,3,,
LPC 0:0/18:3,C26 H48 N O7 P,517.3167,0.53,0,1.24,0.100,8812,22,2,98.4,4.3,4,6,517.3167,517.3169,517.3166,517.3163,517.3164,517.3169,517.3170,517.3168,517.3163,517.3168,517.3166,517.3164,517.3165,517.3172,517.3162,517.3169,517.3167,517.3167,517.3171,517.3167,517.3167,517.3170,,,1.243,1.241,1.230,1.245,1.243,1.242,1.249,1.247,1.245,1.237,1.241,1.240,1.251,1.331,1.236,1.246,1.246,1.238,1.236,1.235,1.251,1.242,,,12569,7044,7203,11018,5918,4491,9303,8175,6209,6382,8632,7491,9388,8987,8398,9003,15357,6978,14984,11270,8600,6480,,,,,,,,,,,,,,,,,,,,,,,,,,,98.41,85.85,90.62,91.63,97.95,85.54,90.52,97.72,93.77,88.81,93.78,96.56,92.32,85.61,89.65,93.09,91.03,95.94,96.59,94.77,96.91,94.92,,,5,4,5,6,6,4,4,4,5,4,4,4,5,4,4,4,6,4,4,5,4,4,,,
PE 40:7,C45 H76 N O8 P,789.5328,2.96,0,7.12,0.130,158130,23,1,87.5,11.4,2,9,789.5308,789.5347,789.5347,789.5347,789.5304,789.5307,789.5349,789.5351,789.5355,789.5334,789.5350,789.5346,789.5304,789.5305,789.5341,789.5295,789.5351,789.5354,789.5348,789.5305,789.5302,789.5301,,789.5297,7.118,7.118,7.122,7.121,7.115,7.123,7.122,7.121,7.137,7.113,7.124,7.122,7.115,7.124,7.117,7.118,7.115,7.117,7.132,7.123,7.117,7.139,,7.010,272637,169726,166322,323314,143074,140324,183400,147409,137202,94389,220195,160500,190391,169154,146442,122295,238942,87830,179986,144923,116938,80090,,1512,,,,,,,,,,,,,,,,,,,,,,,,,71.88,65.09,73.41,69.81,67.26,58.10,66.81,53.37,55.44,87.51,56.47,61.56,63.89,70.74,70.53,67.95,65.29,70.74,68.29,57.88,71.85,61.30,,61.61,8,9,9,9,8,6,9,8,8,8,9,8,7,8,9,7,8,8,7,7,8,6,,2,
LPC 19:0/0:0,C27 H56 N O7 P,537.3794,2.24,0,3.83,0.042,8711,24,0,97.3,10.6,4,10,537.3825,537.3791,537.3789,537.3795,537.3792,537.3795,537.3792,537.3793,537.3790,537.3789,537.3792,537.3794,537.3794,537.3795,537.3796,537.3802,537.3793,537.3794,537.3788,537.3797,537.3794,537.3815,537.3753,537.3792,3.829,3.834,3.824,3.831,3.840,3.826,3.814,3.835,3.831,3.833,3.830,3.827,3.840,3.832,3.830,3.832,3.836,3.833,3.846,3.827,3.838,3.855,3.824,3.853,14198,9543,11087,11486,10041,7709,9121,8323,6485,7187,14874,11300,8221,10433,6935,10028,10507,7504,8681,7071,8330,5609,2294,2104,,,,,,,,,,,,,,,,,,,,,,,,,97.27,89.59,97.21,94.90,92.68,89.60,95.06,94.04,89.53,88.89,81.75,94.87,88.98,92.73,95.55,94.68,92.06,94.78,94.74,94.80,97.03,71.26,64.75,64.62,10,7,8,6,7,5,8,6,7,7,6,7,7,7,6,6,7,5,7,6,5,7,5,4,
TG 56:3,C59 H108 O6,912.8139,0.67,0,14.37,0.027,44795,24,0,93.1,8.0,5,15,912.8140,912.8139,912.8133,912.8147,912.8141,912.8145,912.8140,912.8128,912.8134,912.8141,912.8136,912.8138,912.8137,912.8135,912.8139,912.8134,912.8148,912.8146,912.8137,912.8147,912.8136,912.8140,912.8128,912.8153,14.373,14.373,14.361,14.372,14.369,14.379,14.376,14.375,14.374,14.372,14.366,14.377,14.374,14.379,14.366,14.368,14.370,14.378,14.378,14.378,14.372,14.375,14.352,14.363,44714,68879,54013,51112,43085,57365,56585,50071,40930,34806,55380,39248,64838,37124,37607,33799,55117,73056,62891,37593,41683,30095,2088,3016,,,,,,,,,,,,,,,,,,,,,,,,,89.09,89.20,93.07,89.78,86.67,80.07,86.05,85.28,91.39,89.53,85.63,87.27,86.32,82.19,86.24,83.87,78.66,86.98,89.06,80.09,85.20,86.87,69.01,63.30,12,12,12,13,10,11,12,12,12,12,11,14,15,13,13,13,11,15,12,12,15,14,6,5,
PE 18:1_18:1,C41 H78 N O8 P,743.5476,1.57,0,8.41,0.243,8662,22,2,81.6,10.9,4,11,743.5488,743.5477,743.5473,743.5464,,743.5475,743.5475,743.5476,743.5481,743.5448,743.5478,743.5474,743.5488,743.5480,743.5492,743.5482,743.5474,,743.5485,743.5481,743.5480,743.5483,743.5443,743.5480,8.410,8.416,8.431,8.447,,8.398,8.414,8.420,8.398,8.455,8.444,8.404,8.399,8.411,8.410,8.414,8.463,,8.442,8.399,8.406,8.405,8.220,8.253,16161,12245,12461,3927,,11194,3805,3659,13234,8569,7905,6703,12705,5114,11717,10565,1103,,14624,12215,10055,6837,3302,2486,,,,,,,,,,,,,,,,,,,,,,,,,70.85,63.85,76.22,67.68,,73.89,71.36,71.07,74.32,68.78,68.92,81.18,81.25,81.46,74.97,75.61,64.14,,73.35,81.57,80.98,72.03,51.85,56.41,9,10,10,11,,11,11,11,9,8,10,10,10,11,11,10,10,,9,10,9,10,6,4,
ACar 14:2,C21 H37 N O4,367.2724,2.04,0,0.85,0.067,5198,24,0,97.1,15.9,2,5,367.2723,367.2721,367.2721,367.2727,367.2720,367.2721,367.2724,367.2725,367.2723,367.2717,367.2731,367.2722,367.2722,367.2727,367.2725,367.2733,367.2724,367.2724,367.2722,367.2725,367.2722,367.2724,367.2749,367.2704,0.853,0.853,0.841,0.849,0.849,0.851,0.848,0.851,0.849,0.842,0.845,0.844,0.862,0.846,0.846,0.833,0.851,0.847,0.852,0.846,0.858,0.854,0.821,0.796,6960,2397,2602,4571,2189,4625,8421,7548,14437,4245,2420,2762,2152,2258,2689,3630,10624,5109,10908,10159,6459,6560,489,547,,,,,,,,,,,,,,,,,,,,,,,,,95.70,85.25,79.92,84.38,82.20,89.91,93.85,95.69,95.90,88.42,67.98,80.70,97.14,81.58,78.54,66.28,94.51,84.71,94.28,91.48,96.04,85.02,53.90,46.57,5,2,4,3,2,3,4,3,5,3,2,4,4,3,2,2,4,3,3,4,3,3,2,2,
TG 18:0_18:1_20:1,C59 H110 O6,914.8297,0.73,0,14.52,0.034,22581,24,0,94.3,8.8,5,15,914.8285,914.8294,914.8296,914.8290,914.8292,914.8298,914.8300,914.8293,914.8309,914.8296,914.8299,914.8293,914.8300,914.8296,914.8292,914.8296,914.8303,914.8298,914.8302,914.8316,914.8303,914.8298,914.8291,914.8288,14.518,14.517,14.510,14.511,14.519,14.518,14.515,14.520,14.524,14.517,14.511,14.522,14.518,14.513,14.527,14.513,14.526,14.517,14.522,14.523,14.517,14.514,14.496,14.531,20269,42753,20153,15967,22758,28415,24977,35360,27710,14325,20487,15466,24312,16131,19029,16474,39624,41256,25041,23900,25240,17377,2576,2365,,,,,,,,,,,,,,,,,,,,,,,,,89.08,87.07,93.86,93.37,90.43,92.40,90.19,88.98,91.36,87.34,92.67,78.82,84.66,89.26,83.85,89.38,81.60,94.28,90.38,83.77,90.00,88.28,68.31,63.06,11,12,11,12,13,13,13,14,15,10,11,11,12,14,11,11,13,13,14,11,13,11,5,5,
SM d38:1,C43 H87 N2 O6 P,758.6299,0.77,0,9.02,0.237,10261,24,0,97.6,17.5,1,8,758.6295,758.6294,758.6297,758.6300,758.6301,758.6300,758.6304,758.6298,758.6301,758.6296,758.6302,758.6300,758.6301,758.6293,758.6306,758.6292,758.6300,758.6302,758.6299,758.6296,758.6303,758.6303,758.6287,758.6318,9.017,9.001,8.988,8.998,9.004,9.027,9.043,8.977,9.056,9.023,9.001,9.005,9.038,8.995,9.045,8.993,9.053,9.016,9.027,9.062,9.063,9.044,8.826,8.998,9210,10564,11302,13477,11032,11480,11297,14262,14150,8688,11120,5943,9973,9388,12753,9734,17394,8515,10012,9634,13411,11414,902,634,,,,,,,,,,,,,,,,,,,,,,,,,71.97,77.71,79.54,94.41,73.23,74.74,69.84,92.74,81.74,76.37,55.47,67.98,73.49,74.24,96.11,79.42,94.48,63.65,73.06,95.60,86.97,97.58,50.93,53.76,8,7,6,7,6,8,7,7,7,5,8,6,8,6,7,7,8,6,8,6,6,5,1,2,
TG 16:0_16:0_16:0,C51 H98 O6,806.7358,0.44,0,14.20,0.070,22621,24,0,97.9,9.2,9,13,806.7359,806.7357,806.7359,806.7352,806.7359,806.7362,806.7358,806.7354,806.7358,806.7352,806.7358,806.7354,806.7362,806.7358,806.7359,806.7357,806.7363,806.7356,806.7362,806.7359,806.7360,806.7362,806.7349,806.7355,14.206,14.217,14.211,14.205,14.180,14.184,14.203,14.225,14.202,14.155,14.205,14.199,14.218,14.201,14.194,14.207,14.215,14.211,14.194,14.172,14.211,14.213,14.180,14.190,19704,26867,32988,20271,26282,36157,24153,25739,19136,23020,26294,20643,29000,23717,17708,15517,16704,29104,19181,27859,20654,19404,12481,10320,,,,,,,,,,,,,,,,,,,,,,,,,73.12,97.94,72.58,74.13,80.26,77.84,75.59,91.38,72.19,84.01,75.47,75.37,72.87,65.25,75.08,72.80,71.12,74.40,77.46,79.73,69.37,69.43,72.93,72.65,10,12,11,11,10,12,12,11,11,11,13,10,12,11,10,11,12,12,10,12,12,12,9,9,
ACar 4:0,C11 H21 N O4,231.1475,2.27,0,0.52,0.054,9679,24,0,96.8,12.3,2,7,231.1472,231.1471,231.1475,231.1472,231.1474,231.1471,231.1472,231.1474,231.1473,231.1473,231.1474,231.1482,231.1473,231.1473,231.1479,231.1474,231.1477,231.1472,231.1469,231.1474,231.1471,231.1470,231.1489,231.1489,0.508,0.506,0.530,0.505,0.521,0.524,0.515,0.523,0.515,0.503,0.523,0.557,0.528,0.513,0.508,0.520,0.534,0.526,0.530,0.535,0.534,0.544,0.544,0.547,15643,10184,7367,16466,10405,18066,13841,10227,9376,5532,7782,4180,9320,9402,4122,11645,14242,7344,11882,10974,14231,7407,1177,1495,,,,,,,,,,,,,,,,,,,,,,,,,91.43,79.93,92.27,91.67,88.98,95.44,89.28,93.96,89.83,81.90,84.62,45.96,88.33,90.75,82.93,91.01,84.04,91.15,88.75,82.35,96.78,87.06,66.69,84.03,7,5,7,6,7,6,6,7,6,6,5,2,5,5,6,7,6,5,6,4,6,4,5,6,
TG 53:3,C56 H102 O6,870.7668,1.54,0,13.96,0.113,16999,24,0,95.9,16.0,3,12,870.7676,870.7670,870.7678,870.7676,870.7665,870.7673,870.7673,870.7667,870.7671,870.7678,870.7670,870.7663,870.7672,870.7671,870.7665,870.7667,870.7679,870.7669,870.7671,870.7669,870.7667,870.7667,870.7610,870.7655,13.967,14.006,13.972,13.977,13.985,13.939,13.953,13.925,13.941,13.938,13.994,13.971,13.963,13.928,13.927,13.978,13.926,13.944,13.945,13.939,13.989,13.973,13.892,13.984,16526,29424,19628,15762,19192,19816,17948,13621,13726,15658,29675,12924,27082,17675,12501,18084,20600,22094,24428,10028,19302,10645,760,891,,,,,,,,,,,,,,,,,,,,,,,,,86.89,92.48,72.39,67.68,68.13,78.39,72.16,77.17,76.61,78.95,87.61,70.08,72.73,81.77,78.26,65.85,68.66,76.70,71.66,64.69,95.89,70.49,57.24,37.77,11,11,11,11,11,12,9,11,11,11,11,11,11,11,12,9,9,10,11,10,10,10,3,5,
TG 16:0_18:1_20:0,C57 H108 O6,888.8138,1.13,0,14.54,0.036,18332,24,0,93.1,7.2,4,15,888.8145,888.8142,888.8139,888.8120,888.8138,888.8134,888.8140,888.8135,888.8135,888.8137,888.8137,888.8122,888.8133,888.8133,888.8144,888.8143,888.8140,888.8137,888.8134,888.8145,888.8128,888.8122,888.8165,888.8158,14.540,14.534,14.533,14.527,14.536,14.541,14.537,14.536,14.535,14.533,14.533,14.544,14.529,14.541,14.538,14.535,14.543,14.534,14.539,14.534,14.544,14.542,14.519,14.508,12737,21653,19075,16446,17089,20223,19777,21591,25105,13418,14501,8954,23470,18191,19732,17701,16845,36198,20764,21492,28637,16836,4405,5131,,,,,,,,,,,,,,,,,,,,,,,,,86.76,92.02,92.40,85.60,86.73,88.66,88.24,88.32,85.09,81.25,90.30,76.05,93.10,82.83,86.94,87.74,90.59,89.51,87.43,86.71,80.84,82.97,68.27,71.89,15,12,13,10,13,13,14,11,9,13,10,11,11,11,13,11,14,11,10,11,11,8,4,5,
ACar 12:1,C19 H35 N O4,341.2566,1.79,0,0.75,0.175,4362,24,0,99.0,16.4,2,6,341.2566,341.2568,341.2564,341.2565,341.2563,341.2568,341.2565,341.2564,341.2564,341.2571,341.2561,341.2563,341.2567,341.2564,341.2563,341.2553,341.2568,341.2563,341.2566,341.2566,341.2567,341.2566,341.2590,341.2571,0.741,0.752,0.746,0.744,0.816,0.735,0.748,0.740,0.744,0.741,0.756,0.727,0.800,0.779,0.746,0.733,0.745,0.736,0.746,0.746,0.760,0.758,0.710,0.885,4790,2499,2040,3844,2029,2905,7979,7268,10186,4673,1710,1416,1388,1975,1669,2718,10039,3804,8489,9193,6679,6229,761,419,,,,,,,,,,,,,,,,,,,,,,,,,96.23,88.00,88.03,85.25,82.19,92.70,94.35,97.25,95.63,87.90,88.68,84.18,80.90,84.75,80.16,81.62,97.46,93.62,97.92,96.65,94.14,98.95,56.60,35.66,4,4,2,3,3,5,5,5,4,5,2,3,3,3,3,6,5,4,5,6,6,5,4,2,
PC 38:1,C46 H90 N O8 P,815.6393,2.00,0,9.78,0.089,8806,23,1,96.4,21.3,3,9,815.6397,815.6397,815.6385,815.6390,815.6418,815.6394,815.6399,815.6402,815.6397,815.6382,815.6397,815.6391,815.6402,815.6402,815.6396,815.6398,815.6397,815.6387,815.6403,815.6398,815.6385,815.6395,,815.6326,9.780,9.753,9.767,9.767,9.800,9.778,9.733,9.751,9.785,9.752,9.791,9.823,9.801,9.768,9.819,9.772,9.738,9.779,9.785,9.796,9.758,9.800,,9.791,10647,8975,10763,10079,8416,8395,11488,8766,7693,6248,10817,8599,7903,13834,9261,5654,15817,7087,9625,7121,8065,5991,,1301,,,,,,,,,,,,,,,,,,,,,,,,,72.30,74.86,88.23,68.85,60.03,60.37,96.40,64.92,69.07,77.03,74.03,80.78,62.28,84.63,88.60,50.88,96.35,69.04,49.73,66.22,74.63,64.64,,32.71,8,8,6,8,5,8,9,4,8,7,8,7,7,7,8,4,7,6,7,6,8,8,,3,
