Compound Name, RT, Mass,COLD,RT, Liver 07 45x pos 080921 052, Liver 08 45x pos 080921 050, Liver 09 45x pos 080921 065, Liver 10 45x pos 080921 057, Liver 11 45x pos 080921 056, Liver 12 45x pos 080921 062, Liver 01 45x pos 080921 064, Liver 02 45x pos 080921 063, Liver 03 45x pos 080921 059, Liver 04 45x pos 080921 058, Liver 05 5x pos 080921 068, Liver 06 45x pos 080921 051,FC,P_VAL,log_FC
,8.476,662.4466,32063.245,14287.5405,32721.11,29951.4,32963.97,31405.38,29885.25,37409.89,28575.08,0.001,0.001,31322.02,33424.97,0.001,2.24414027,0.03866304,
,6.91,831.5792,34748.905,14140.3605,27918.57,29968.14,35286.48,34211.33,36211.9,36178.65,28280.72,0.001,33429.61,33859.04,0.001,0.001,2.457427093,0.03888765,
,9.038,1180.9792,2233.504,572.5885,3745.267,2334.406,1048.986,2132.602,3438.769,1267.627,2531.078,0.001,1471.454,1145.176,0.001,0.001,3.900714038,0.039044313,
,10.977,691.6592,8441.018,7081.293,8415.521,9907.718,7336.744,8466.515,10043.94,7866.886,7517.472,3660.009,6870.216,8970.219,7292.37,4681.465,1.192016486,0.039194952,
,10.206,645.6062,21329.72,17049.205,20915.25,25342.24,17527.65,21744.19,23377.46,20817.79,18621.87,10110.48,22572.8,19159.01,15476.54,14140.11,1.251068305,0.039382507,
,10.228,1454.2514,2995.4595,2247.2205,4119.379,2171.75,2891.175,3099.744,4166.437,2116.646,2158.336,0.001,2472.468,2336.105,2451.928,1519.075,1.332961986,0.039520183,
,10.895,186.1408,9997.14,15497.77,9825.21,8028.087,10767.01,10908.07,10169.07,8660.241,15396.18,6136.162,15599.36,15786.73,15729.53,12807.77,0.645069581,0.039704721,
,7.484,879.5005,12114.4,9974.5175,13987.34,9745.1,12251.84,12100.03,12128.77,10674.45,8617.541,10057.89,11314.87,9863.027,11020.12,9891.145,1.214534939,0.03974277,
,7.858,1493.0459,1896.221,1301.03,1890.281,1232.159,1902.161,2118.108,2293.009,1358.775,1399.598,841.5081,1202.462,1681.378,1578.978,1016.101,1.457476768,0.039847334,
,7.72,1055.4282,1034.737,1370.0975,1324.087,1240.025,1005.76,0.001,0.001,1063.714,1176.28,1669.001,1111.052,1282.636,1457.559,1817.048,0.755228734,0.039877223,
,8.383,810.3375,3179.5105,13302.615,14877.42,0.001,13012.94,0.001,0.001,6359.02,13108.16,6907.86,15224.48,13070.8,16475.49,13497.07,0.239013946,0.039919438,
,9.172,262.23,3075.237,2231.649,4484.048,3227.035,2923.439,2882.715,3919.742,2915.904,3186.024,2070.604,3430.008,2392.694,2029.901,1762.124,1.378011058,0.039994583,
,8.308,829.499,8087.447,6045.276,9059.213,7529.118,7562.155,8617.027,7627.841,8547.053,6986.455,5763.388,6327.164,5311.893,9406.111,5597.746,1.337812699,0.040044663,
,10.311,646.4521,9845.724,9169.9035,9892.285,9799.163,9692.973,11782.52,9301.381,11067.29,8338.676,10146.64,8958.127,9428.184,8628.82,9381.68,1.073699849,0.040258894,
,8.483,612.4731,13617.19,7748.7345,14477.85,14867.26,9108.761,12756.53,16284.03,9850.461,11817.21,5361.969,12993.37,7849.583,7647.886,0.001,1.757343731,0.040541164,
,7.47,1182.3276,5823.6805,3844.5175,5968.537,6004.439,5678.824,5982.022,4896.015,3641.442,4312.794,0.001,5123.354,4414.116,3376.241,3175.012,1.514801402,0.040571162,
,10.896,122.1113,13805.535,21802.305,11299.32,12485.17,15645.59,14068.41,14671.83,13542.66,22369.57,8255.999,21235.04,23336.74,22637.72,18027.31,0.63321447,0.040782714,
,8.301,893.4688,2901.9095,2459.195,2854.587,3094.783,2858.021,2945.798,2681.457,3735.926,2208.153,3081.175,2758.01,2189.517,2015.153,2710.237,1.180024154,0.040804967,
,10.538,577.6513,0.001,1105.6195,0.001,0.001,0.001,777,0.001,0.001,1046.99,1164.249,0.001,1683.05,1359.389,0.001,9.0447E-07,0.04093948,
,7.838,702.4625,43466.275,31010.035,49635.84,31956.15,53738.95,37983.64,47645,39287.55,20460.56,22599.19,32156.88,29863.19,45122.22,38403.29,1.401684164,0.041052783,
,9.02,837.6249,41950.185,34439.52,51010.62,40355.43,37505.2,43544.94,51382.57,31723.89,33671.78,20401.83,35207.26,37131.97,39817.97,11325.13,1.218082743,0.041397346,
,8.806,991.4747,5474.337,4724.6515,8383.241,4752.46,5512.645,5362.607,5436.029,5692.811,2608.772,4917.594,4298.256,4702.798,4960.282,4746.505,1.158675301,0.042070507,
,10.959,802.693,6654.204,4712.407,8629.829,6358.112,5694.453,6575.711,7151.484,6732.697,4407.275,4072.023,4401.886,5785.757,7772.622,5017.539,1.412060546,0.042325481,
,10.251,631.5302,2740.649,2198.5715,2839.515,2641.783,2929.183,2382.916,2869.116,2220.273,2284.009,1399.185,2113.134,2527.635,2035.888,2576.539,1.246558959,0.042408011,
,8.622,1429.9895,1791.7425,1394.6305,1883.164,1766.609,1541.167,2048.354,1592.441,1816.876,1258.727,1605.148,1906.203,1530.534,1236.758,1242.811,1.284743522,0.042513586,
,6.914,782.4206,0.001,5149.1645,0.001,0.001,0.001,0.001,7742.715,0.001,5006.251,2393.701,5776.09,6588.577,5292.078,2951.049,1.94206E-07,0.042661554,
,7.768,899.563,2500.9325,5718.2065,0.001,5001.864,5798.924,0.001,0.001,6128.318,5737.672,4557.502,5698.741,6579.543,7351.049,5502.271,0.437363096,0.04286131,
,10.468,814.6929,14380.08,11324.615,15638.21,12340.33,12854.97,14251.75,17507.63,14508.41,9761.693,11187.35,11461.88,11619.1,16141.9,10009.33,1.269807406,0.04299942,
,6.938,884.5414,18268.645,14026.06,20630.96,22787.18,18239.86,18297.43,17551.52,12069.05,13306.96,7855.108,16723.38,15518.34,14745.16,0.001,1.302478743,0.04337098,
,6.262,1005.4918,1878.7875,1480.217,1862.613,1963.379,1894.962,2366.993,1846.354,1520.754,1266.017,1227.481,2025.095,1387.537,1572.897,1685.939,1.269264912,0.043866251,
,8.671,710.563,2584.0005,1578.717,2887.044,3180.486,2509.07,2142.444,2658.931,1867.059,2717.402,0.001,2166.346,1766.394,1334.479,1391.04,1.636772455,0.044136632,
,8.94,1326.9498,0.001,1884.959,2415.239,0.001,0.001,0.001,0.001,0.001,2245.911,1435.036,2339.85,0.001,1946.991,1822.927,5.30516E-07,0.044332387,
,7.066,821.5935,6013.7065,5471.377,5977.011,6040.73,5590.513,6050.952,7157.832,5986.683,5571.416,4384.042,5642.203,6122.095,5371.338,5312.018,1.099121208,0.044399969,
,7.504,655.5178,12730.375,9049.4565,15525.04,12940.46,12284.15,12520.29,15681.71,8136.038,11214.76,4039.688,12762.8,8415.146,9683.767,8004.83,1.406755754,0.044469934,
,7.644,610.4538,0.001,928.9672,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3294.93,932.1359,1956.533,925.7985,1.07646E-06,0.044521288,
,9.219,741.6041,4858.7195,3477.0425,5089.823,3782.689,5888.538,5307.185,4627.616,3720.38,3122.812,2538.2,4628.259,3831.273,0.001,3895.416,1.397371329,0.044583948,
,8.305,835.5106,43896.72,37709.675,49812.74,36588.32,41923.86,46935.76,44993.83,42799.61,31115.08,40884.04,36065.68,34567.46,44216.24,39353.67,1.164070494,0.04472951,
,10.895,200.1565,8640.697,13281.995,7943.768,7605.376,9692.852,8781.519,8623.362,8658.032,13136.18,5246.228,13427.81,14623.06,14885.44,10714.63,0.650557164,0.045218891,
,10.471,1147.3132,3396.9005,2952.9705,3326.357,4442.03,3467.444,3613.186,3321.451,3189.507,3040.463,2888.24,2941.676,3648.703,2818.554,2964.265,1.150333368,0.045568929,
,6.502,767.5474,10577.24,8298.481,10359.42,9620.61,10795.06,11646.32,11726.66,8023.195,7642.777,4519.014,9615.342,10246.29,7270.517,8954.185,1.274599532,0.045715717,
,5.513,278.1519,14075.185,12948.925,16062.25,14140.23,14010.14,13329.01,15796.56,12547.02,12659.45,13593.3,11544.64,12913.95,12983.9,13474.84,1.086977104,0.045770603,
,6.65,741.5313,5475.7055,3422.086,6052.412,4876.601,4630.687,5600.465,6041.987,5350.946,4655.072,2467.883,3500.624,6570.543,3256.123,3343.548,1.600107508,0.046172051,
,5.674,777.5313,7070.9525,4603.5005,6595.113,11531.57,4484.65,9457.814,7546.792,4604.586,4140.817,6029.957,5401.69,4873.808,2830.576,4333.193,1.535994728,0.046243137,
,9.981,1483.9137,6247.2695,5825.606,7436.477,5979.921,5913.178,6445.812,7076.333,6048.727,5780.694,4587.297,5870.518,6246.368,6218.465,4241.979,1.072381054,0.04654226,
,8.652,765.6269,3446.3655,2457.556,3488.497,3180.08,3955.928,3404.234,3976.864,2794.204,4041.518,1689.413,2885.853,1679.278,2739.865,2175.247,1.402354819,0.04654825,
,8.324,427.3121,2670.024,2128.3875,3069.36,1776.614,2814.98,2613.631,2726.417,2248.107,1438.225,2102.61,2317.793,2154.165,2285.033,1761.365,1.25448209,0.04694386,
,8.445,927.2569,2135.178,976.5345,2379.558,1863.091,2095.341,2175.015,1868.818,2492.417,0.001,2316.174,1953.068,2032.778,0.001,0.001,2.186484963,0.047104917,
,6.886,743.2535,2117.1055,1609.2805,2634.522,2275.417,1491.416,1958.794,2953.538,1694.712,1247.511,1649.897,1628.691,1589.87,1462.078,2019.2,1.315560277,0.047164033,
,7.709,919.4533,2399.9535,3185.621,2441.51,2358.397,2910.923,2559.399,2028.027,1850.535,2222.34,3650.761,2842.975,2454.452,4259.489,3528.267,0.753370693,0.047573965,
,6.512,703.5145,7490.0095,4256.8005,7445.028,8473.955,5131.582,7894.323,7534.991,3680.744,4504.145,1500.706,6256.15,6361.028,4009.456,0.001,1.759539706,0.047588938,
,8.569,785.5584,33515.14,26696.825,33519.61,31189.71,33510.67,33660.51,29826.16,35894.84,25634.53,22318.99,26845.01,28380.99,37398.08,26548.64,1.255397973,0.047844905,
,10.895,146.1097,6702.6045,10367.76,6126.78,5804.823,7785.749,7497.095,7278.429,5599.047,10352.51,4130.02,10383.01,12653.98,11449.76,8490.635,0.646485306,0.048014598,
,7.275,734.4896,15729.13,10427.6065,18585.26,15637.29,15820.97,11990.97,17634.09,10172.68,11339.33,5054.307,12362.38,9515.883,15711,9228.705,1.508412309,0.048223281,
,7.622,769.055,21349.24,23233.28,21400.48,21115.33,19913.56,22203.42,23434.97,21298,24347.4,22080.25,21423.61,22800.07,23666.49,24440.75,0.918907705,0.048305996,
,8.082,985.5363,3539.216,2809.141,3599.135,3479.297,3226.25,4712.922,3923.794,3177.094,2751.558,2629.689,2720.2,3454.377,2866.724,3704.787,1.259892615,0.048355614,
,7.743,784.38,0.001,4459.8415,0.001,0.001,0.001,4525.506,0.001,5320.592,6782.316,2530.524,5088.609,5700.417,3831.074,2745.844,2.24223E-07,0.048917824,
,8.515,838.5852,4019.7185,5880.7185,4978.338,0.001,3992.977,4713.664,4046.46,3667.733,6126.556,5718.866,6042.571,4867.75,6443.295,3664.318,0.683542071,0.049068026,
,6.273,863.5831,3185.499,2758.5065,3069.05,3511.451,3301.948,2898.198,4006.308,2937.344,2447.399,2000.587,2794.45,2722.563,3050.306,3300.056,1.154791189,0.04909575,
,9.309,825.5655,10927.215,6738.6995,13253.37,8277.252,11028.59,10825.84,12377.03,4894.713,6440.903,3964.177,7036.496,7924.002,9957.866,4794.595,1.621561401,0.049377807,
,8.305,1107.4608,3831.1275,3537.7155,3740.731,4531.212,3568.514,4308.959,3921.524,3685.837,3643.001,3904.18,3630.227,3445.204,3329.672,3432.404,1.082938269,0.049424769,
,8.557,810.1811,0.001,535.5025,0.001,0.001,0.001,0.001,0.001,0.001,1095.407,1131.152,0.001,0.001,0.001,1071.004,1.8674E-06,0.049426694,
,7.45,781.6245,199647.1,214405.65,198205.1,208923.6,201089.1,209614.6,190775.9,171564.2,219341.8,213236.8,215574.5,221065.1,198007.5,204688,0.931165293,0.049434503,
,7.832,695.5485,1472.0225,590.9335,1778.914,1219.484,1260.248,1527.498,1783.237,1416.547,1698.309,0.001,1181.866,0.001,1472.407,0.001,2.491012102,0.049736184,
,7.143,1366.7945,0.001,900.2825,0.001,0.001,0.001,0.001,0.001,0.001,1800.564,0.001,2063.2,1927.103,0.001,0.001,1.11076E-06,0.049910333,
,8.666,704.4784,14622.71,10728.199,18160.26,13428.29,15817.13,12024.73,18967.61,13293.74,16744.16,9331.116,12809.03,11780.56,9675.838,9056.352,1.36301629,0.049989791,
,7.433,789.2984,0.001,1150.049,0.001,0.001,0.001,0.001,0.001,0.001,2678.167,0.001,0.001,2442.141,2300.097,0.001,8.69528E-07,0.050076735,
,8.305,662.4788,0.001,35097.8155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79765.75,70195.63,0.001,85401.63,0.001,2.84918E-08,0.050532306,
,8.377,1199.3618,0.001,2682.125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6561.098,5364.249,0.001,6006.433,3.72839E-07,0.050587444,
,5.873,466.3324,0.001,513.3985,0.001,0.001,0.001,0.001,0.001,0.001,1058.821,0.001,1026.796,1246.233,0.001,0.001,1.9478E-06,0.050756565,
,8.402,778.5465,31495.875,18616.645,33240.58,28462.88,29751.17,34752.28,37877.97,24137.56,0.001,16198.77,30616.69,35141.38,0.001,21034.52,1.691812623,0.05082188,
,8.374,816.9724,0.001,453.53045,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1114.854,907.0599,0.001,956.6447,2.20492E-06,0.050826419,
,10.896,148.1267,5353.2125,8810.4405,5030.941,4732.753,6080.957,6764.588,5675.484,4962.525,8328.309,3195.588,9991.925,9467.888,9292.572,7253.439,0.607598735,0.050878784,
,7.81,674.4966,0.001,838.3705,0.001,0.001,0.001,0.001,0.001,0.001,2052.917,0.001,1676.74,1727.049,0.001,0.001,1.19279E-06,0.050908893,
,7.868,913.4644,6286.0185,4415.2975,5966.125,5323.778,6183.781,6388.256,7676.901,6683.296,4594.469,4096.38,0.001,5812.033,6475.634,4236.126,1.423690816,0.05094392,
,7.535,785.1191,0.001,2208.1075,0.001,0.001,1740.193,0.001,0.001,0.001,2735.512,0.001,0.001,2317.725,2390.29,2098.49,4.52877E-07,0.05095815,
,8.342,789.5283,12051.345,14338.635,7714.563,13401.23,10946.08,13551.1,12823.05,11279.64,14976.38,11569.56,15844.08,15521.95,13016.95,13700.89,0.840480632,0.051019811,
,7.854,806.3172,0.001,601.051,0.001,0.001,0.001,0.001,0.001,0.001,1513.831,0.001,1321.952,1202.101,0.001,0.001,1.66375E-06,0.05103972,
,8.083,839.2929,0.001,415.4856,0.001,0.001,0.001,0.001,0.001,0.001,1054.316,0.001,928.9262,0.001,0.001,830.9702,2.40682E-06,0.051114294,
,8.31,1249.7891,0.001,639.5635,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1279.126,1569.063,0.001,1608.457,0.001,1.56357E-06,0.051166236,
,9.897,743.5844,0.001,499.88845,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,999.7759,1251.522,0.001,1234.837,2.00045E-06,0.05116866,
,8.447,927.2648,0.001,759.4095,0.001,0.001,0.001,0.001,0.001,0.001,1884.959,0.001,0.001,0.001,1518.818,1904.612,1.31681E-06,0.051219273,
,7.88,1457.0468,9051.9495,6743.486,13860.28,7669.168,8394.118,9709.781,10559.58,6659.76,6153.487,3434.517,7333.485,9235.293,7897.714,4715.811,1.342324949,0.051301967,
,8.459,660.5504,0.001,521.109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1042.217,0.001,1065.731,0.001,1312.087,1.91898E-06,0.051484829,
,7.878,523.4966,2572.875,1869.346,2568.485,3244.351,2208.746,2074.099,2577.265,2898.845,1610.286,1670.644,1796.366,2730.665,1942.326,2435.437,1.376350339,0.051666475,
,5.613,565.4475,1932.711,1435.331,1685.84,1915.125,2408.486,2026.346,1950.297,1394.383,1236.335,1089.928,1805.623,1839.302,1625.088,1245.574,1.346526341,0.051697327,
,8.655,688.5045,43503.565,30444.455,48514.42,41956.92,45050.21,34295.16,54933.02,35280.05,45463.16,19765.12,40285.53,32456.65,28432.26,27670.91,1.42894872,0.051704001,
,9.017,795.516,2561.981,1915.799,3198.281,2558.726,2245.521,2133.731,2565.236,2711.965,1130.767,1298.809,2334.859,2472.017,2604.922,1496.739,1.337291125,0.05173918,
,7.446,782.0325,0.001,8082.9605,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18838,21460.89,16165.92,0.001,1.23717E-07,0.051810717,
,9.304,788.3695,0.001,747.91,0.001,0.001,0.001,0.001,0.001,0.001,1495.819,0.001,0.001,1818.039,2010.661,0.001,1.33706E-06,0.05202388,
,7.47,841.5569,0.001,4458.962,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8917.923,11991.85,0.001,0.001,10955.91,2.24267E-07,0.052048851,
,6.751,793.5032,15930.755,10520.668,17242.7,16440.14,11949.72,18240.03,15421.37,8409.444,12664.52,0.001,13129.24,12780.84,6384.094,8376.816,1.514234172,0.052059624,
,8.399,764.3924,0.001,448.65595,0.001,0.001,0.001,0.001,0.001,0.001,0.001,900.7634,0.001,0.001,1156.789,897.3109,2.22888E-06,0.052193768,
,6.974,717.5309,7760.4565,5229.344,8212.732,8392.936,7308.181,7183.214,8594.696,4343.77,5747.521,2445.255,6814.4,7278.591,4128.014,4711.167,1.484021036,0.052274755,
,8.09,1241.3658,3645.4505,2667.9615,3574.021,3494.588,4599.27,3951.632,3716.88,3083.32,2932.187,1238.331,2482.887,2457.215,4363.175,2853.036,1.366380474,0.052352945,
,7.506,780.4929,0.001,1126.9365,0.001,0.001,0.001,0.001,0.001,0.001,2253.872,0.001,0.001,0.001,3091.135,2646.125,8.87361E-07,0.05243337,
,9.397,591.5593,2490.734,2007.224,1948.235,2626.472,2576.857,2527.172,2226.043,2454.296,2404.758,1103.163,2314.159,1143.956,2056.928,1957.52,1.240884924,0.052533162,
,8.85,773.5937,118475.35,89604.59,127481.9,101419.2,123597.7,113353,124597.5,69723.5,87409.38,48151.89,91799.8,99117.76,100471,74359.4,1.322201798,0.052766254,
,10.896,174.1409,10013.348,14956.95,9335.166,9219.428,10812.83,10793.89,10691.53,8947.842,14817.57,5626.238,15096.33,15929.21,17336.79,13848.05,0.669477935,0.053053647,
,7.575,835.5386,0.001,78468.0505,0.001,3119.663,0.001,0.001,0.001,0.001,208400.4,156936.1,0.001,0.001,0.001,202532.6,1.2744E-08,0.053201293,
,7.066,763.5152,18926.645,26037,18207.47,22777.16,18373.46,21558.56,19479.83,11250.88,25139,14982.31,27964.4,33489.61,26935,22668.8,0.726913431,0.053277323,
,6.37,851.2432,15848.09,11432.205,18361.42,15655.78,9889.333,16040.4,22434.75,13970.85,10654.08,10990.91,9915.837,12663.55,11873.5,15373.58,1.386267129,0.053280129,
,8.378,817.1509,0.001,553.6215,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1244.748,1561.072,1107.242,1.80629E-06,0.053329063,
,7.365,865.4402,2911.4735,2651.3245,3134.657,2792.096,2505.157,2708.405,3030.851,3129.123,2542.061,2748.678,2660.98,2740.116,2482.265,2641.669,1.098120392,0.053598014,
,7.866,1474.997,4770.006,2558.283,5168.623,2836.433,4720.08,4819.932,5207.83,2973.573,2082.303,1699.975,2916.273,3644.083,4734.511,2200.293,1.864534143,0.053635649,
,8.098,772.2051,0.001,412.58795,0.001,0.001,0.001,0.001,0.001,0.001,1163.933,825.1749,0.001,0.001,1181.9,0.001,2.42373E-06,0.053875188,
,8.168,767.5447,13448.17,22566.625,8307.78,19036.55,13566.74,21452.9,13329.6,0.001,28798.23,11522.96,26514.17,27061.95,17893.98,18619.08,0.595931824,0.05487821,
,7.459,1182.8176,0.001,904.034,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1808.067,0.001,0.001,2781.137,2355.014,1.10615E-06,0.054921482,
,6.688,882.5259,3225.8045,4612.776,2910.004,3731.465,3541.605,4138.911,0.001,2497.506,4577.486,5462.91,10235.22,4648.066,4081.461,3255.14,0.699319564,0.05498301,
,10.989,1464.2246,4902.7145,4039.468,6177.748,6010.025,3939.596,5109.039,4696.39,3887.321,4536.32,3415.984,4444.084,4360.003,3386.672,3718.933,1.213703017,0.05506786,
,7.094,761.1941,4246.6615,3913.9555,4032.083,4793.192,3785.159,4461.24,5024.402,3861.42,4000.662,4099.108,3546.631,3850.888,3244.363,3977.023,1.085005054,0.055068138,
,7.23,769.5623,90923.75,72034.22,100144.6,83104.97,99014.84,89686.16,92161.34,69705.91,85010.69,39589.56,78282.47,89121.36,61813.43,65785.97,1.262229951,0.055279831,
,7.156,806.3828,33680.64,20756.26,35380.64,41375.57,28808.88,38089.11,31980.64,29873.46,0.001,20208.87,37966.03,35102.46,0.001,21303.65,1.622673834,0.055534045,
,7.215,1125.5102,645.362,1554.9925,0.001,1545.416,0.001,1688.279,0.001,1290.723,2033.308,1030.341,1791.521,1699.327,1375.177,1410.658,0.415025796,0.055720752,
,6.649,855.5811,0.001,3247.9685,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6495.936,10230.61,0.001,8175.738,0.001,3.07885E-07,0.055730666,
,10.897,160.1255,4562.1995,6809.8635,4157.836,4511.949,4612.45,4878.912,5812.663,4230.598,6945.19,2923.519,6461.225,7374.82,9362.708,6674.537,0.669939933,0.055856651,
,6.265,779.547,693324.1,534070.4,668259.8,718388.4,602036.3,848772.9,720091.7,491400.6,551770.6,282164.4,645049.7,616361.6,501850.3,516370.2,1.298188591,0.055945344,
,10.242,663.5801,0.001,1237.547,0.001,0.001,0.001,0.001,0.001,0.001,3851.759,2475.093,0.001,2898.062,0.001,0.001,8.0805E-07,0.055961445,
,7.655,1171.8345,16517.665,13432.2,17023.75,16614.21,15615.89,13339.12,16421.12,17563.49,12951.65,16860.59,15449.02,12924.71,11267.53,13912.75,1.229706601,0.056075155,
,5.854,446.3389,5313.323,4543.202,6113.234,4732.184,5883.579,5364.009,5262.637,4955.124,0.001,0.001,4756.258,5019.433,4888.26,4330.146,1.169510623,0.056316188,
,7.493,853.56,0.001,1380.1005,0.001,0.001,0.001,0.001,0.001,0.001,4535.355,2760.2,0.001,3774.232,0.001,0.001,7.24585E-07,0.056682186,
,8.57,786.1329,0.001,17762.155,0.001,0.001,0.001,24577.67,0.001,0.001,16730.17,18354.78,0.001,17672.6,19963.31,17851.71,5.62995E-08,0.056711353,
,8.087,833.6567,201829.4,181081.05,196908.3,198661.7,205998.7,200011.8,203647,207201.4,187108.1,146521.3,187731.5,175054,207535.7,95606.18,1.11458046,0.0567498,
,8.57,785.5942,9087941,8514904,9224510,8951372,8599682,9227223,8725175,9524760,8516269,8233669,8513539,8708171,9277081,8304796,1.067298116,0.056834368,
,5.416,492.3432,4014.7205,4504.566,4560.544,3762.835,3675.384,4266.606,4364.591,3293.613,5337.847,4133.159,4370.682,4091.463,4638.45,5747.796,0.891255784,0.057079554,
,7.542,765.8374,0.001,1109.9985,0.001,0.001,0.001,0.001,0.001,0.001,3644.073,2219.996,3556.831,0.001,0.001,0.001,9.00902E-07,0.057493028,
,9.311,963.5774,10440.315,6385.3725,11797.07,7414.289,11793.29,10083.03,10797.6,9503.521,7009.064,4872.244,0.001,11095.95,10010.67,5761.681,1.635036171,0.057559876,
,8.084,1273.3783,0.001,8162.215,0.001,0.001,0.001,5107.547,0.001,0.001,9411.257,0.001,0.001,10124.07,20956.26,6913.173,1.22516E-07,0.057932587,
,7.783,818.047,0.001,1259.1865,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2518.372,0.001,0.001,4354.407,3521.7,7.94164E-07,0.058233632,
,6.807,781.26,0.001,466.5945,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1602.293,1233.163,0.001,933.188,2.14319E-06,0.058332826,
,7.819,992.495,2659.603,4343.57,2483.319,4195.837,2511.86,3225.917,2807.346,2351.706,4757.893,2301.268,4652.656,4034.484,3351.299,4881.135,0.612308078,0.058573706,
,10.896,130.0782,4123.629,5996.817,4223.369,4714.622,4259.509,4023.889,3835.999,3628.496,5938.658,2840.604,6989.744,6782.46,6054.976,4530.52,0.687636291,0.058780174,
,7.724,753.3192,0.001,668.3095,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2335.325,2193.362,1336.618,1.49631E-06,0.05899789,
,9.02,799.6095,191533.45,160953.15,227663.8,188618.1,221811.6,194448.8,178440,187640.3,136931.3,126259.9,170323,151583.3,227245.2,172048.2,1.189995039,0.059078719,
,7.37,1178.2531,3474.987,4261.918,3560.346,3608.834,3389.628,3777.08,3371.88,3308.779,3707.243,3009.676,5209.103,4368,4634.598,4155.836,0.815357546,0.059462923,
,5.613,796.1537,1541.523,448.1798,1860.029,1223.017,0.001,2339.531,2404.496,1075.432,896.3586,0.001,0.001,918.6411,0.001,1381.587,3.439519139,0.059569114,
,7.467,731.5471,578400.9,405314.35,677701.4,517134.1,478672.3,658590.5,639667.7,412125.5,452521.9,263261.7,555900.9,564245.2,358106.8,327420.3,1.427042739,0.059662281,
,7.155,809.8442,0.001,722.3375,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1444.674,2622.849,0.001,0.001,2256.994,1.38439E-06,0.059696017,
,8.629,683.5489,39058.92,31315.48,49121.95,35649.81,41603.03,36514.81,53186.19,26822.44,39545.41,11950.86,34013.45,31088.93,31542.03,24074.54,1.247271956,0.059814154,
,10.239,877.1331,2663.588,2012.463,2414.007,3001.121,2590.051,3475.221,2737.125,2552.562,1889.408,946.2518,0.001,3090.719,2548.294,2135.518,1.323546321,0.060455143,
,7.393,739.5155,6594.711,4640.9895,5884.89,4806.089,6479.077,6892.541,12310.31,6710.345,4336.21,4945.769,2034.808,6230.28,5658.593,4324.042,1.420970894,0.060491688,
,7.477,927.5893,8433.9105,1476.683,28906.16,8923.459,8080.651,6736.191,0.001,8787.17,0.001,3513.857,2953.365,3619.436,0.001,0.001,5.711388632,0.060555915,
,7.65,886.5574,434080,390890.65,451523,437148.8,402507.4,440118.5,431011.2,404614.3,390759.6,254441.4,397369.1,391021.7,439161,349383.1,1.110489596,0.060659894,
,7.897,742.0988,0.001,366.9084,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,770.2816,1243.14,733.8158,0.001,2.72548E-06,0.061551819,
,6.936,756.439,0.001,454.9281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,909.8552,931.3306,0.001,0.001,1531.377,2.19815E-06,0.061838565,
,7.869,827.4675,8958.621,7435.055,8831.895,6446.464,11365.81,11045.43,9085.347,8658.797,5612.664,7524.715,8876.829,5251.543,8713.266,7345.395,1.204916574,0.061854373,
,7.451,782.0392,15507.82,4797.5805,15506.97,18129.87,14962.07,21302.77,15508.67,13510.72,24291.39,9595.16,0.001,0.001,0.001,12584.1,3.232425178,0.062018223,
,6.954,386.355,12197.9,13612.43,12508.99,11042.5,11883.96,11886.81,13492.55,14250.91,13591.96,12703.25,14615.95,13140.78,16044.3,13632.9,0.896085416,0.062190995,
,8.562,789.6696,6498.7785,5353.092,6669.32,7647.416,4698.785,5428.352,6328.237,8922.435,6123.312,5676.034,2742.571,5313.459,5392.725,4457.861,1.214023316,0.062361124,
,8.459,899.5648,5281.492,3586.96,3809.034,6286.434,3426.109,6768.89,5181.831,5381.153,5035.409,3369.794,0.001,0.001,3804.126,4972.338,1.472414524,0.062450565,
,7.577,1119.4789,1192.1015,2632.809,0.001,0.001,3000.94,2641.192,0.001,2384.202,2412.547,2532.49,2733.128,3030.289,2063.831,3099.653,0.452786928,0.062688826,
,8.083,913.5347,9835.613,7513.393,10468.65,8373.139,9454.441,9785.728,9885.498,10498.29,7817.415,5708.746,9307.764,7209.371,11134.98,5569.479,1.309077404,0.063026651,
