Compound Name, RT, Mass,COLD,RT, Liver 07 45x pos 080921 052, Liver 08 45x pos 080921 050, Liver 09 45x pos 080921 065, Liver 10 45x pos 080921 057, Liver 11 45x pos 080921 056, Liver 12 45x pos 080921 062, Liver 01 45x pos 080921 064, Liver 02 45x pos 080921 063, Liver 03 45x pos 080921 059, Liver 04 45x pos 080921 058, Liver 05 5x pos 080921 068, Liver 06 45x pos 080921 051,FC,P_VAL,log_FC
,8.468,863.5686,5115.3275,4584.7745,4303.305,4693.644,4781.974,11822.31,5448.681,13629.01,4582.372,4063.726,4232.141,5080.893,4677.891,4587.177,1.115720631,0.117553285,
,8.075,871.5496,0.001,44603.365,0.001,0.001,53619.49,0.001,0.001,0.001,53161.84,40611.07,0.001,52293.95,0.001,48595.66,2.24198E-08,0.117559316,
,7.786,859.4723,1706.0265,1576.028,1864.595,1767.391,1458.267,1644.662,2374.054,1538.355,1510.662,0.001,1912.466,1653.664,1641.394,0.001,1.082484892,0.117564162,
,8.303,1101.4431,1681.5755,2111.652,1797.462,0.001,2627.721,0.001,1753.556,1609.595,1693.325,2360.734,2192.634,1895.622,2124.463,2098.841,0.796331735,0.117950371,
,8.089,842.5784,6699.021,6317.734,6870.028,8173.858,7642.432,6313.044,5831.491,6528.014,6315.76,3436.447,6319.708,5193.896,6809.466,6740.597,1.06035186,0.11795244,
,7.373,801.4687,11747.185,12735.41,12763.15,12007.09,11198.95,12423.33,11487.28,9531.982,11818.67,11201.3,14007.53,13362.46,12903.51,12567.31,0.922403362,0.118050203,
,6.941,624.5118,14492.39,12892.24,14789.56,15848.34,15815.47,13550.45,14195.22,8761.609,12988.91,0.001,12831.46,13707.26,12953.02,0.001,1.124117298,0.118097211,
,5.643,777.2233,13172.07,4117.89,15866.93,939.1487,0.001,15274.18,22236.79,11069.96,7338.516,7536.683,897.264,0.001,8745.529,0.001,3.19874256,0.118783427,
,8.407,771.071,12872.85,9098.6175,13921.12,8908.741,12106.47,13639.23,16907.35,8083.597,11958.64,5911.938,12592.58,9922.885,8274.35,7133.516,1.414813844,0.118886844,
,8.57,786.195,23949.52,18707.17,24575.35,23488.01,23685.31,24213.73,21009.85,27199.9,18508.03,18059.54,0.001,19139.99,29177.51,18906.31,1.280232125,0.119305308,
,8.194,834.3328,0.001,367.3969,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6263.678,734.7928,0.001,0.001,7155.576,2.72185E-06,0.11945624,
,7.277,791.5824,7415.6535,6086.1525,7875.672,6955.635,6081.638,10437.76,9976.168,5988.858,7899.976,0.001,8782.228,7612.656,4559.649,0.001,1.218446876,0.119706755,
,8.086,852.57,25817.48,8696.521,0.001,25105.08,25466.44,28092.94,26168.52,26644.59,0.001,10519.41,21535.32,6873.632,27424.51,0.001,2.968713581,0.11979785,
,7.635,776.5355,0.001,80695.39,0.001,0.001,81268.98,88236.4,0.001,0.001,84600.5,62671.25,0.001,90344.32,86376.65,76790.28,1.23923E-08,0.120091161,
,7.089,806.1613,0.001,18901.67,24401.03,1807.168,0.001,0.001,0.001,0.001,26375.17,15362.41,30609.07,22440.93,0.001,0.001,5.29054E-08,0.120302839,
,7.866,963.4415,3621.1745,3101.4295,3543.48,2528.655,3744.779,3905.701,3564.888,3677.461,2140.414,3084.308,0.001,3118.551,3498.349,3280.922,1.1675824,0.121136753,
,9.916,616.5044,75241.52,59758.955,90948.13,78641.79,60851.73,71841.25,101360.4,55946.35,84671.16,28035.29,72944.63,69347.27,50170.64,37911.99,1.259083597,0.121152999,
,10.893,198.1505,1375.1975,1908.1985,1308,1244.266,1241.887,1643.002,1442.395,1542.754,1840.344,860.0144,2268.889,2353.772,1976.053,1515.3,0.72067843,0.12122389,
,7.455,766.0118,2695.4415,3489.155,0.001,0.001,3134.789,2386.312,3004.571,3411.269,1873.639,3251.888,3726.422,3976.79,3973.133,2570.519,0.772519851,0.121271401,
,7.739,833.5939,3273.8775,24275.285,0.001,0.001,27850.93,0.001,6547.754,18358.41,0.001,12783.8,31345.06,24310.54,24240.03,29126.1,0.134864637,0.121992151,
,8.556,1200.8739,54318.23,44274.7,56190.27,52351.82,60120.52,52446.19,49751.19,62025.89,41551.42,43514.4,49094.68,45035,66953.41,42052.02,1.226845806,0.122022313,
,6.37,854.2419,2127.3245,1874.294,2220.411,2450.003,2023.735,2034.238,3834.497,1927.594,1869.542,2158.234,1342.484,1879.046,2517.412,0.001,1.135000432,0.122025406,
,7.658,1171.3328,11804.02,10749.965,10983.07,12152.92,11696.43,11911.61,10719.75,15251.69,10794.94,12545.81,10261.99,10704.99,9507.544,10979.41,1.098051947,0.122163802,
,10.648,890.6461,5436.9675,5228.8675,5457.952,5069.482,6480.905,6016.087,5295.568,5415.983,3648.954,2895.403,5619.776,5373.464,5775.136,5084.271,1.039798293,0.122212227,
,5.879,466.3262,1565.735,698.5015,1375.301,2325.827,1617.324,1686.838,1514.146,1505.684,0.001,2524.235,0.001,0.001,1487.347,1397.002,2.241562831,0.122255548,
,7.123,600.5121,6015.7525,7373.247,6152.471,6360.39,4268.208,7458.843,5879.034,3881.022,8102.508,4777.598,8317.451,8877.229,6643.986,5906.331,0.815889187,0.12255285,
,10.847,623.5655,2601.4335,3417.756,2638.008,2451.281,3076.03,2564.859,2671.043,1826.016,3510.286,1421.423,3325.226,5614.853,4037.28,3174.806,0.761152493,0.122593182,
,7.736,787.5914,0.001,850.7075,0.001,0.001,0.001,0.001,0.001,0.001,1701.414,0.001,5766.882,1780.156,0.001,0.001,1.17549E-06,0.122627596,
,10.567,671.5617,2279.468,1762.0105,2564.797,2565.612,1690.279,1994.139,2829.885,1304.064,1831.774,844.1988,2064.72,1819.305,1681.325,1704.716,1.29367447,0.122773009,
,10.124,815.6407,45647.92,40507.4,47927,43368.84,41795.21,49014.49,51633.15,32101.36,41470.32,21264.18,43186.63,39544.48,42903.01,31406.92,1.126903232,0.122877395,
,7.5,767.2238,0.001,474.0664,0.001,0.001,0.001,0.001,0.001,736.6021,948.1318,0.001,2559.403,2873.669,0.001,0.001,2.10941E-06,0.123269774,
,9.933,563.6375,4194.7345,6290.7755,2945.022,2367.447,4745.325,8848.368,4007.703,4381.766,7126.723,3732.451,5454.828,10479.51,13809.65,5058.084,0.666807216,0.123347371,
,7.712,941.5367,0.001,1527.9275,0.001,0.001,0.001,0.001,0.001,2173.14,6464.46,0.001,0.001,0.001,9072.366,3055.854,6.54481E-07,0.124201226,
,10.253,1428.238,2189.3715,1465.31,1990.103,1083.787,2388.64,2392.411,2823.5,1415.801,1438.495,0.001,2017.626,1492.125,1847.37,1311.554,1.494135371,0.124375018,
,7.445,781.9777,0.001,14137.71,13203.62,0.001,0.001,18616.3,0.001,0.001,17842.26,0.001,14401.09,17685.76,13874.33,11870.79,7.07328E-08,0.124410973,
,6.462,735.4843,2743.6175,2529.5975,2594.511,2402.79,3297.212,4061.189,2640.983,2846.252,2109.408,1722.543,2500.889,2847.071,2558.306,2949.45,1.084606345,0.12450482,
,7.293,609.5694,1965.752,2071.1445,1872.515,2091.308,2099.391,2058.989,1858.455,1810.475,1978.543,2116.924,2597.924,2025.365,2339.958,1921.895,0.949113884,0.124906089,
,7.605,780.0455,0.001,24107.43,0.001,0.001,0.001,38333.14,0.001,0.001,10458.58,0.001,67242.19,71201.1,37756.28,0.001,4.1481E-08,0.125105731,
,7.895,600.5121,6291.2815,5677.62,8101.553,5873.024,7100.319,6117.532,6391.174,6191.389,6008.982,3795.522,6648.637,7247.224,5346.258,4180.681,1.108084285,0.125264479,
,9.695,775.6099,2543.6025,3849.428,4845.801,0.001,2951.184,4017.827,0.001,2136.021,3803.509,2421.141,4375.152,4489.251,3771.252,3895.347,0.660774146,0.125956373,
,7.708,1186.8092,3007.23,2444.8125,2912.891,3681.062,3453.122,3098.477,2915.983,2317.204,3361.792,2150.457,2383.521,2942.261,2506.104,2357.224,1.230045249,0.126372624,
,8.604,1180.3219,1919.0355,1704.2665,1761.77,2479.576,1537.753,2229.051,1820.606,2017.465,1860.048,1518.171,1831.589,0.001,1742.24,1666.293,1.126018437,0.126958732,
,7.746,845.5339,0.001,6224.078,0.001,0.001,0.001,7677.678,6547.513,0.001,7882.103,5244.978,7959.508,7033.12,5415.036,0.001,1.60666E-07,0.12742244,
,6.914,1075.4947,2853.56,2498.644,4235.951,2871,2417.932,3057.711,2836.12,2620.045,2197.134,1910.892,3024.055,2785.395,2715.66,2281.628,1.142043444,0.127545266,
,5.191,866.5098,10278.062,14040.37,10999.94,9969.904,9845.481,11433.84,8834.658,10586.22,15281.73,5542.727,14604.98,13475.76,18615.86,12283.82,0.732036406,0.127882596,
,7.674,785.646,14369.115,9698.6855,12171.09,17794.87,16576.56,13870.23,0.001,14868,0.001,9546.134,11854.68,0.001,9888.045,9851.237,1.481552835,0.128089646,
,8.325,585.5151,2188.6155,1652.951,2235.325,2172.61,2230.104,2204.621,2042.266,1040.689,1759.4,1809.749,2058.621,1546.502,1272.917,1039.234,1.324065565,0.128254935,
,8.089,1241.8666,4884.2985,3920.114,6341.767,4149.437,5763.581,4094.454,5619.16,3713.113,4699.477,1608.434,4665.317,3174.911,5290.616,3123.616,1.245958281,0.128386383,
,9.168,691.6116,23884.67,18232.33,28890.48,25097.84,17669.66,22671.5,29653.47,16360.28,26352.14,6127.459,21219.21,21971.65,15245.45,11492.4,1.310017425,0.128463096,
,8.613,1193.3258,0.001,4797.8175,6055.391,0.001,0.001,0.001,0.001,0.001,5846.008,0.001,5124.344,5657.188,0.001,4471.291,2.08428E-07,0.128781552,
,9.372,758.6917,2012.9725,1778.0225,1999.477,2357.066,2026.468,2499.862,1835.074,1887.95,0.001,1823.946,1817.976,0.001,2668.472,1738.069,1.132141185,0.12931681,
,8.163,1362.8484,46614.445,49072.35,42416.13,46399.21,47150.02,46829.68,44765.66,51602.45,46504.93,60404.17,48044.02,50100.68,45448.54,54941.7,0.949912629,0.129423076,
,6.483,937.5053,0.001,1983.131,0.001,0.001,0.001,2569.116,1871.037,0.001,2049.155,1458.76,1917.107,2540.246,2585.773,0.001,5.04253E-07,0.129542008,
,8.485,700.4023,10940.71,12349.595,10223.99,12033.49,13258.31,10660.59,6526.008,11220.83,11175.46,12875.16,12153.1,12068.49,12546.09,12697.45,0.885916502,0.12960544,
,10.898,226.172,4424.828,6125.6875,4407.77,4501.504,5037.798,4441.886,3850.152,3553.303,6392.247,2301.613,5859.128,7241.692,6736.075,4826.541,0.722339819,0.130036198,
,7.345,831.5783,108040.3,48791.215,127041.8,43493.84,104718.9,111361.7,112584,86752.99,0.001,53893.41,38023.37,108680.7,121249.9,43689.02,2.2143392,0.130049108,
,7.377,910.5573,25449.96,21888.93,27168.02,26075.8,21800.13,25902.89,24997.03,18966.94,24163.19,11974.84,23408.49,24017,20369.37,17983.62,1.162686344,0.130199783,
,10.138,1038.6222,4424.2865,3727.9195,4489.65,6610.405,3880.186,3648.509,4701.92,4358.923,4530.29,2187.678,3788.891,4614.298,3666.948,3352.498,1.186797757,0.131064135,
,7.451,865.5155,5135.6725,5797.169,5115.7,5353.276,5207.31,5155.645,0.001,0.001,5933.35,3635.616,5686.906,6649.811,5907.432,4687.751,0.885893183,0.131277377,
,8.084,861.5471,10655.51,9889.439,11978.16,9693.599,11849.53,10885.17,10091.51,10425.85,11202.38,7422.226,10318.61,5604.073,9460.268,11136.36,1.077463545,0.13142708,
,8.211,700.4603,1697.6345,1824.7865,1666.84,1760.9,1811.081,1216.186,1728.429,1606.961,1550.9,1776.295,1855.694,1888.6,1960.003,1793.879,0.93031952,0.132007061,
,8.789,810.5524,6161.0365,5018.388,7551.072,6054.406,6267.667,6311.006,5154.417,5990.819,4895.089,3224.23,5141.687,4314.086,7550.514,5622.375,1.227692339,0.132443273,
,6.944,664.6485,1957.858,1769.0455,2244.446,2291.773,1965.6,1762.92,1950.116,1883.139,2177.898,1338.848,1736.796,1801.295,1408.475,2051.546,1.106731285,0.132651413,
,8.425,730.6579,1955.928,1821.386,1980.837,1860.719,1837.593,1931.019,1985.206,2558.007,2089.656,1396.945,1323.284,1761.368,1881.404,2025.12,1.073867923,0.132786159,
,9.912,1006.7812,6509.6585,5699.7155,6885.217,6986.914,6134.1,5816.753,6975.259,5656.805,6580.865,3897.332,6575.042,6555.326,4844.105,4585.562,1.142102356,0.133077429,
,7.903,847.4654,1921.789,1711.963,1978.89,2366.18,1864.688,1772.774,2304.838,1716.892,0.001,1204.032,1828.332,2231,1699.667,1724.259,1.122564565,0.133164402,
,8.097,923.5627,0.001,113766.35,0.001,130298.7,131646.1,0.001,0.001,0.001,115370.4,98338.88,127200.6,3696.311,138674.3,112162.3,8.78995E-09,0.133567023,
,5.619,780.1804,1478.1315,1262.665,2224.471,1537.571,1024.303,1328.736,2268.397,1418.692,1131.987,0.001,1086.62,1474.572,1393.343,1632,1.170644233,0.134590649,
,7.166,1093.4811,2438.875,2287.3765,2839.93,2476.299,2401.451,2278.625,3051.143,2148.936,2735.86,2242.653,2570.627,2332.1,0.001,0.001,1.066232428,0.134599804,
,8.157,813.5517,12818.02,11236.225,14051.41,12239.73,13573.48,12100.47,13396.31,11667.42,9199.713,0.001,11248.33,12945.06,12664.71,11224.12,1.140776373,0.134911665,
,8.46,1212.8685,8407.958,3648.294,3506.126,10471.5,10807.41,8125.021,8690.895,0.001,3572.399,7040.55,3724.189,3217.995,4706.612,0.001,2.304627313,0.135128348,
,7.7,784.5458,4871.6635,5955.447,4144.892,5442.672,0.001,6627.285,4454.704,5288.623,6773.657,4976.333,7047.934,6913.912,5080.454,5137.237,0.81801811,0.135360158,
,7.11,851.4697,1595.647,1213.697,1635.253,1556.041,1907.448,2004.419,1264.795,1491.765,1121.024,1306.37,1954.705,1078.175,0.001,1564.998,1.314699633,0.135827378,
,7.866,715.5157,538570.75,429795.15,661632.9,425516.4,492083.7,585057.8,599126.4,417065.1,367087.8,308983.3,492502.5,515847.1,569145.2,349773.9,1.253087081,0.136405875,
,5.166,749.5926,5721.151,3532.674,7390.582,6655.438,4320.294,5983.959,2358.451,5458.343,3142.245,2247.898,3556.687,6551.551,3966.4,3508.661,1.619495883,0.136505089,
,8.942,654.4627,15571.545,21342.35,16145.04,19750.61,13243.04,14998.05,17509.72,8182.458,28891.22,8616.183,25066.24,26587.53,17111.45,17618.46,0.729607799,0.136550648,
,8.092,825.07,6351.624,5878.262,7410.252,6593.15,6107.286,6372.264,6330.984,5368.267,5911.771,5008.095,4482.841,6078.323,6726.668,5844.753,1.080527544,0.136616221,
,8.856,799.6093,43888.78,37913.28,48175.23,48378.3,47545.01,39925.51,40232.55,33407.35,36363.44,26009.41,39571.96,39463.12,46028.11,34501.94,1.157609682,0.137086705,
,9.845,889.6618,0.001,2791.759,0.001,0.001,0.001,0.001,3710.669,0.001,2748.056,0.001,0.001,2835.462,3648.048,3339.308,3.58197E-07,0.138121486,
,9.85,1075.2943,2865.105,2542.603,2887.045,2843.165,3013.888,2112.221,4187.986,2835.039,2680.322,2319.263,2162.665,2656.043,2429.163,2806.515,1.126839306,0.138286105,
,7.111,761.4977,0.001,4240.2645,6239.513,0.001,0.001,0.001,0.001,0.001,8266.866,6574.618,0.001,0.001,1905.911,7868.481,2.35834E-07,0.13847703,
,7.42,817.0534,0.001,16025.005,0.001,22845.3,0.001,0.001,0.001,0.001,25065.81,0.001,11827.19,23383.51,20222.82,0.001,6.24025E-08,0.140155958,
,10.237,787.3749,0.001,2288.706,0.001,0.001,0.001,3326.951,0.001,0.001,2391.845,0.001,3345.412,3564.623,0.001,2185.567,4.36928E-07,0.140259955,
,10.984,816.6035,37300.725,42058.33,39477.12,37065.06,34940.78,40898.38,37536.39,30343.54,43970.26,30912.84,41265.27,45215.87,42851.39,40935.05,0.886880792,0.140456694,
,8.312,650.5277,16479.435,12242.995,16778.79,12550.44,16356.35,17281.77,16602.52,14009.16,10271.67,9698.507,12134.92,12351.07,20196.2,12369.72,1.346029709,0.140534361,
,7.158,1332.3088,3107.2395,3768.1325,2811.816,3171.375,3043.104,3971.041,3988.46,0.001,3721.259,3026.571,3810.593,4505.579,4302.697,3725.672,0.824609936,0.14101473,
,8.828,774.5979,0.001,2067.6685,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8630.959,0.001,0.001,4135.336,23920.61,4.83637E-07,0.141225269,
,7.378,777.5321,7002.1325,8714.395,7639.909,7429.978,7166.608,5641.748,5971.912,6837.657,8731.229,5551.073,8800.011,9077.793,8697.561,6460.656,0.803513325,0.141482632,
,8.083,834.4112,0.001,4252.1415,0.001,0.001,6494.058,0.001,0.001,0.001,0.001,0.001,11212.92,0.001,17696.35,8504.282,2.35176E-07,0.141742033,
,9.323,661.5646,3140.307,2742.068,3272.146,2958.764,3351.187,3008.468,3523.17,2443.774,3037.568,1575.658,3418.48,2885.935,2598.201,1938.901,1.145233087,0.141959893,
,8.346,1347.3442,0.001,1098.8875,0.001,0.001,0.001,0.001,1482.213,0.001,0.001,1136.771,0.001,1221.45,1061.004,1590.199,9.10011E-07,0.142310711,
,7.447,782.4965,12814.3355,34449.165,0.001,34953.91,0.001,0.001,27351.62,25628.67,36057.34,0.001,36770.07,35030.36,33867.97,30783.32,0.371978116,0.14248042,
,8.761,909.2303,5889.757,5505.519,6597.151,6012.84,5766.674,5476.823,6256.885,5570.78,4991.281,6383.32,5722.485,4875.7,5544.363,5466.675,1.069791422,0.143014599,
,10.893,141.0704,2346.538,3082.056,1740.573,1932.008,2948.135,2458.028,2437.939,2255.137,2540.763,1537.468,3829.305,3875.063,3623.349,2420.364,0.761354758,0.143530054,
,7.847,791.582,14706.3,11391.385,14482.58,15185.53,12990.86,14930.02,17869.92,6169.768,13922.17,0.001,14493.32,12238.37,0.001,10544.4,1.291001928,0.143858136,
,7.883,899.5634,6888.238,9363.52,6983.827,8822.682,0.001,8199.006,6792.649,6033.965,11800.56,4436.219,10364.3,10823.85,7272.952,8362.74,0.73564621,0.144100793,
,8.12,900.5715,5534.578,4748.404,6022.973,4703.003,5046.183,6768.561,7496.054,4276.325,3962.532,4330.778,4953.645,5395.022,5645.149,4543.163,1.165565946,0.144513706,
,7.515,731.6058,2282.1295,1835.617,20463.44,1945.209,0.001,2094.09,21978.13,2470.169,1953.044,1840.604,1830.63,0.001,2076.306,1828.758,1.243249273,0.145534502,
,5.207,369.3975,2366.6005,6597.096,2946.2,4195.426,1721.499,1301.17,6039.332,1787.001,11301.02,17532.58,1696.803,11063.5,1306.7,2130.692,0.358733676,0.146103235,
,10.887,270.2257,3676.1425,3363.7055,3592.08,3760.205,4190.211,4123.252,3558.523,3586.74,3756.216,2971.195,4250.971,0.001,4071.221,0.001,1.092884767,0.146360785,
,7.003,737.4997,53778.54,67975.35,53889.38,53667.7,46601.02,58439.42,58029.89,35407.87,49340.4,36371.32,81324.7,78513.5,94989.84,57437.2,0.791147673,0.14651523,
,6.998,737.5586,1498.787,1745.6965,1570.104,1492.971,1352.785,1595.352,1504.603,1018.068,1549.502,1120.62,1968.559,1941.891,2180.938,1488.984,0.858561039,0.147474989,
,8.536,1187.8659,3690.194,2625.093,3419.485,2987.789,11825.5,4170.377,3598.905,3781.483,2965.125,2250.208,3941.362,0.001,4120.178,2285.061,1.405738387,0.147779206,
,7.577,851.6049,8345.959,5871.672,10459.63,4050.51,8676.989,8113.565,8578.353,5471.429,5479.178,4801.926,6551.803,7404.007,5040.486,6264.166,1.42139394,0.147974834,
,8.556,1200.3719,45121.325,35783.84,45582.54,45883.34,44363.34,44660.11,35580.93,49920.63,33616.7,35753.34,38565.66,35814.34,54283.65,31850.52,1.260941391,0.148674701,
,7.848,336.2663,8008.2375,6024.5645,9817.407,7140.51,9026.976,6801.733,8875.965,5056.609,6763.758,2522.192,6622.203,5426.926,9238.534,5303.507,1.329264132,0.148917064,
,5.56,801.5309,7325.271,9492.244,6682.248,8826.49,7466.17,8180.997,7184.372,4731.723,7382.518,5004.814,12651.21,10690.46,8786.048,10198.44,0.771711199,0.149003489,
,7.367,751.5176,2789.842,3350.4925,2771.35,3132.114,3310.93,2808.334,2492.444,2260.867,4643.184,2623.592,4949.45,3160.672,3540.313,2253.924,0.832666242,0.149355379,
,7.432,782.1936,16938.235,22079.37,18719.51,23072.54,0.001,22548.98,0.001,15156.96,22074.67,11492.16,22253,25019.93,22084.07,21011.95,0.767152097,0.150140134,
,7.26,467.3285,1599.421,1402.222,1723.381,1978.463,1227.181,1354.579,1651.222,1547.62,1663.868,0.001,1496.063,1417.628,972.0066,1386.816,1.140633224,0.150353421,
,9.68,802.6275,925.732,4224.4645,1851.463,6495.022,0.001,0.001,0.001,2461.02,5717.21,5162.318,3286.611,2767.861,9223.373,0.001,0.21913594,0.150626231,
,8.441,811.2758,2773.195,764.1085,0.001,0.001,5546.389,6509.544,0.001,6066.298,0.001,0.001,1747.656,1709.958,1528.216,0.001,3.629320967,0.150688093,
,7.419,790.446,0.001,1094.5275,0.001,0.001,888.3566,0.001,1256.256,0.001,0.001,1175.974,1814.275,2350.947,0.001,1013.081,9.13636E-07,0.150750809,
,7.163,1167.48,2452.4455,2738.4035,2635.336,2106.254,2511.451,2458.841,2446.05,0.001,2294.74,3330.043,2294.792,2582.257,2894.55,2901.061,0.895574922,0.150759312,
,9.532,690.52,19132.705,16732.53,30665.27,20297.25,17329.87,17968.16,32700.29,16882.48,21759.41,13324.73,16520.01,13593.82,22654.23,16945.05,1.143443639,0.151418468,
,6.002,877.562,13078.63,16767.925,15383.21,13121.24,13036.02,13475.32,12574.4,8232.001,19568.42,7026.653,18655.61,16398.46,17003.63,16532.22,0.779979037,0.151684261,
,8.384,761.0262,0.001,811.293,0.001,0.001,0.001,0.001,1157.715,0.001,1622.585,0.001,3151.027,0.001,6835.884,0.001,1.2326E-06,0.152446305,
,9.354,568.4259,4619.287,4129.133,4255.711,5059.418,4982.863,4161.043,3788.63,5572.598,4047.489,3788.782,4633.823,4513.048,3701.05,4210.777,1.118706276,0.152742201,
,9.261,666.5205,4500.24,1217.351,0.001,5029.875,0.001,5089.338,5657.952,3970.605,2502.609,0.001,0.001,0.001,3331.134,2434.701,3.696748103,0.152865357,
,6.553,935.5056,0.001,771.35765,0.001,0.001,0.001,1213.528,0.001,0.001,0.001,757.2845,0.001,785.4308,1150.965,1435.455,1.29642E-06,0.152975285,
,9.309,799.1016,1735.059,1189.5845,1341.16,0.001,1954.05,2202.642,2077.069,1516.068,1488.308,0.001,1155.805,1239.549,1223.364,0.001,1.458542037,0.153481051,
,8.255,769.5989,11923.45,10971.57,12489.35,5226.161,11357.55,92494.47,78752.59,11240.12,11122.9,7258.421,10820.24,13274.98,15054.04,4538.906,1.086758777,0.153601096,
,7.448,1223.8184,0.001,1811.3165,0.001,0.001,2416.927,0.001,0.001,0.001,2028.431,2104.041,1925.069,0.001,0.001,1697.564,5.52085E-07,0.153848934,
,7.748,849.4854,2692.8295,2219.341,2868.929,3104.877,2416.17,3246.674,2516.73,2384.05,3156.092,1488.434,2207.039,2916.587,0.001,2231.643,1.213346439,0.15422953,
,5.992,893.5938,3211.494,2625.6535,3709.252,3486.113,2964.088,3219.312,3203.676,1954.443,2959.008,1878.203,2409.323,2841.984,3185.135,2325.959,1.223121787,0.154955707,
,8.643,976.4392,1185.718,1434.6705,1147.95,1489.07,1506.919,1223.486,0.001,1128.002,1511.141,1756.288,1317.541,1404.869,1464.472,1241.208,0.826474093,0.154973854,
,10.896,120.0947,8842.76,11991.24,8122.382,8183.088,9502.432,9933.438,10098.96,7917.421,12430.35,4983.452,15028.11,14010,11552.13,9812.503,0.737434994,0.155054523,
,8.442,761.1913,0.001,988.453,0.001,901.7657,0.001,0.001,0.001,0.001,2077.692,0.001,6613.519,0.001,0.001,1976.905,1.01168E-06,0.155457963,
,8.93,581.5764,762.21485,4827.555,737.8188,0.001,0.001,4447.805,786.6109,6194.166,5823.901,6100.089,3690.002,5556.664,4098.446,0.001,0.157888382,0.155555237,
,7.22,763.5171,4410.135,3813.6595,6896.374,4001.601,4088.624,5310.048,4731.646,2944.706,3845.04,3782.279,3189.85,4445.817,4560.047,0.001,1.156405023,0.155570958,
,5.741,605.4682,0.001,906.94305,908.9746,0.001,0.001,0.001,843.6128,0.001,1037.431,0.001,1537.656,0.001,776.4551,1491,1.10261E-06,0.156204244,
,8.307,809.5287,0.001,1879.977,0.001,0.001,5141.204,0.001,0.001,0.001,1230.338,0.001,0.001,14719.11,2529.616,17572.51,5.31921E-07,0.156262129,
,8.793,654.4624,3579.8705,3160.467,6708.286,5056.215,3513.979,3645.762,3303.549,3243.582,0.001,2400.018,0.001,3920.916,4876.985,4528.253,1.132703015,0.156490767,
,7.318,733.5066,1078.256,1310.7155,1144.442,1455.195,1543.668,0.001,1012.07,0.001,1435.2,1330.313,930.2589,1291.118,2078.669,1086.834,0.822646867,0.156686437,
,6.931,804.0454,19955.03,17119.825,24286.27,20066.92,22172,18522.11,16546.29,19843.14,0.001,8083.696,17231.53,20121,17008.12,24259.8,1.165609462,0.156771733,
,8.371,1176.37,5759.6335,4215.4745,7582.209,4834.335,4139.253,5549.203,5970.064,5995.188,4447.081,3983.868,4716.63,3881.016,7055.102,3451.476,1.36630728,0.156819192,
,7.635,841.0315,2669.7795,2508.968,2720.277,3754.91,2619.282,3028.94,2388.333,2466.017,0.001,1501.154,2553.159,2947.997,2464.777,2865.005,1.06409468,0.15690179,
,7.197,833.1506,0.001,971.9155,0.001,0.001,1491.564,0.001,0.001,0.001,2739.624,1943.83,0.001,2049.283,0.001,0.001,1.0289E-06,0.157083008,
,10.983,196.0734,2287.858,3008.3985,3486.81,0.001,0.001,3277.454,2003.516,2572.2,3339.091,2136.382,2428.45,3626.016,3220.242,2796.555,0.760490341,0.157263719,
,6.921,858.5238,2976.115,3415.9215,4324.51,0.001,0.001,3035.215,2917.015,3275.413,0.001,14935.57,16484.66,4002.855,2828.988,2537.945,0.871248066,0.157304939,
,7.719,817.5983,30960.185,27909.445,30740.45,28684.97,26781.48,31179.92,33546.07,32315.47,9927.349,0.001,31740.04,33653.79,25721.6,30097.29,1.109308515,0.157656464,
,5.502,336.2667,3948.072,3216.4065,4663.003,3954.928,3350.932,3745.224,3941.216,4036.022,4367.453,3243.508,3135.18,4178.206,3189.305,2461.912,1.227479176,0.157890779,
,6.808,756.5149,2494.7295,1276.015,0.001,2482.955,2506.504,4633.922,3513.44,0.001,1333.422,0.001,1727.818,1279.982,1272.048,0.001,1.95509418,0.158131658,
,8.404,957.5238,3413.805,2838.8745,3402.476,3180.322,3425.134,3894.025,4072.306,2217.359,3058.866,2572.399,2905.58,3436.199,2772.169,2757.377,1.202520576,0.158267869,
,9.178,1060.7401,7937.512,8852.485,8416.26,7501.67,9381.579,7562.903,8151.215,7723.809,7630.657,8254.54,9115.782,9697.75,8589.188,9339.341,0.896642242,0.158557252,
,10.894,136.1268,8224.965,10634.08,7037.116,8165.373,9910.59,8862.982,7872.647,8284.557,10522.08,4509.752,10728.97,13137.78,12843.03,10539.19,0.773453369,0.158638145,
,8.32,808.5381,0.001,3558.2765,0.001,0.001,0.001,3204.878,2579.896,0.001,19083.78,3451.516,6772.926,0.001,0.001,3665.037,2.81035E-07,0.158718337,
,8.3,1029.4429,1730.37,807.618,1950.726,0.001,1475.775,2633.694,2203.281,1510.014,0.001,0.001,1707.276,0.001,1654.232,1615.235,2.142559973,0.158733401,
,7.369,869.4506,5737.0795,5231.4945,6116.266,5174.619,5016.71,6324.981,7387.465,5357.893,5040.474,5063.875,4189.3,5757.076,5875.605,5399.114,1.096642556,0.15903005,
,9.838,985.7155,3155.551,2109.7365,3020.76,3290.342,4003.258,2522.011,4702.626,2171.813,2114.778,2190.818,1518.15,4905.972,2104.695,0.001,1.495708587,0.159290209,
