ID,Cell line,BMP 16:0_16:0,BMP 16:0_16:1,BMP 16:0_18:0,BMP 16:0_18:1,BMP 16:0_18:2,BMP 16:0_20:4,BMP 16:0_22:6,BMP 16:1_16:1,BMP 16:1_20:4,BMP 16:1_20:5,BMP 16:1_22:6,BMP 18:0_18:0,BMP 18:0_18:1,BMP 18:0_18:2,BMP 18:0_20:4,BMP 18:0_20:5,BMP 18:1_18:1,BMP 18:1_18:2,BMP 18:1_18:3,BMP 18:1_20:4,BMP 18:1_20:5,BMP 18:1_22:6,BMP 18:2_18:2,BMP 18:2_20:4,BMP 18:2_20:5,BMP 18:2_22:6,BMP 18:3_22:6,BMP 20:4_20:4,BMP 20:4_20:5,BMP 20:5_22:5,BMP 20:5_22:6,BMP 22:5_22:6,PG 16:0_16:0,PG 16:0_16:1,PG 16:0_18:0,PG 16:0_18:1,PG 16:0_18:2,PG 16:0_20:4,PG 16:0_20:5,PG 16:0_22:6,PG 16:1_16:1,PG 16:1_20:4,PG 18:0_18:0,PG 18:0_18:1,PG 18:0_18:2,PG 18:0_18:3,PG 18:0_20:4,PG 18:1_18:1,PG 18:1_20:4,PG 18:1_20:5,PG 18:1_22:6,PG 18:2_22:5,PG 22:5_22:5,Total_BMP,Total_PG
1,LacZ,0.17613815312433356,0.5321274898699084,0.31993567924930694,2.468383919812327,0.174017551716784,0.06872734058434635,0.8927682661548305,1.4805737470676057,0.1151520153550864,0.04604668372787374,1.8632695244188529,0.06034943484751547,0.4929906376626147,0.04524263169119216,0.09633770526764768,0.02547468543399446,84.65393704414588,4.205857368308808,0.25407641288121136,1.1648043292812968,0.42268863297078274,23.90618249093624,0.1732832160375347,0.04825043719343144,0.02024103220302836,0.936703007037748,0.04398191512049478,0.01942115589677969,0.00656572830027724,0.02392062273405843,0.11028650031989765,1.2988306675197272,0.11238441032203028,6.398301407549585,0.03012239283429303,23.40277739390062,0.34633250159948825,3.7553775858391982,0.03010134357005758,0.05430635529963745,0.4147061846875667,0.07464322883343998,0.22720620601407548,5.817601322243549,0.6189325655790148,0.0523044359138409,1.348039816592024,31.556563403710815,1.793699018980593,0.03783911281723182,0.01369739816592023,0.16983024098955002,0.00302362977180635,126.17935301770102,77.80077268074217
2,LacZ,0.2368620518534471,0.36708062658589335,0.2664219623411766,2.213926030655144,0.1577416878119119,0.03563425436091422,0.4662180503927866,0.6445715302291177,0.06211314500800554,0.02410297656388985,0.9224437598898888,0.08477169689422384,0.9312850441475268,0.05592423291916743,0.03770513384706136,0.01373389762268143,38.01940141009916,2.5761360661417028,0.12714987687381205,0.6076331120495126,0.20371342964953512,12.137457701706914,0.0870032864860816,0.02870812071048024,0.00941320774150054,0.474068594863344,0.01993985075046114,0.00790284735161655,0.00359985393395192,0.01091203265887023,0.04865347702736866,0.7386931208509284,0.20412660930141105,10.220863325249764,0.0761687250119381,23.69415155288808,0.23587222966077095,5.607324369622007,0.01256186739824533,0.04848070710948399,0.25801050551961124,0.04780129399537457,0.37827462289678937,9.664846078220242,0.8060834823643975,0.08267145438713121,0.9959173790507582,24.592959129596164,2.4095322515706785,0.02874561099615172,0.03113188078763307,0.13024518497017817,0.0065681407477458,61.67767620153369,83.40266898250016
3,LacZ,0.14711080230439347,0.3189186652187518,0.2649305000828257,1.7820709539673485,0.12359417275588525,0.03307745117888499,0.5013604571975484,0.7150773591503929,0.0797746958458339,0.02902079843919678,1.0656193885626992,0.04984235519316781,0.4935615210469162,0.01798050836538992,0.05421196002282307,0.01234479394820636,44.08452117575603,2.13848627855184,0.1180870405477536,0.7599847600817214,0.22489389114869968,12.489985165007088,0.05125753253207194,0.03274324050726106,0.01155539194934751,0.5102426791334598,0.02935178811359997,0.01136870295043345,0.0062661279932267,0.01712642874233863,0.06258681047652354,0.8017569711582707,0.1761246433895935,5.486419263403952,0.03277377556091367,25.260741952108376,0.593745872522133,2.9635894240856975,0.0245862583055714,0.04173729546667649,0.29456470523274014,0.05188652886933796,0.26500406765934736,6.905477130919734,0.5886695809022474,0.05279369052658704,1.2878425576558503,24.97778572085918,1.5544309694281353,0.03605957924573448,0.0186955697483941,0.1409228801236863,0.00553328670556404,67.08973663286156,71.33035430969429
4,hAlg12,0.35767195314431327,0.2796318101431913,0.18977764466503128,1.7128795139483146,0.10504153117690684,0.02662161751003099,0.3123920550706448,0.7107387377108411,0.06897769410690856,0.02860646167303706,0.8657665012265389,0.05513423469678818,0.5717441382851275,0.00933932340692566,0.03283292448704052,0.00857964896267138,30.80830703405785,1.678871869473444,0.08679723125487288,0.6773639112328141,0.14839488847053456,7.926019719702589,0.07408642820468937,0.02500376518911518,0.00797691444653621,0.2774918896305171,0.02003213722022553,0.00719367904615209,0.00319390723943179,0.00876227965086428,0.04266423260501645,0.49191283016715154,0.46871820031566735,8.117566033430316,0.09980953467587048,24.619937379960827,0.4718451518436116,3.5422108505904504,0.02132239907201399,0.04023585677068477,0.3361864909578413,0.05331618080514196,0.34396373628463306,8.746876775628957,0.46160385646642704,0.07862983246810047,0.8687889592484835,21.35676372487497,1.8329834179550075,0.03580400098883755,0.07695593968090975,0.12136621218171792,0.0060115047445186,47.704745222203215,72.85954625667941
5,hAlg12,0.2983876228001051,0.4437157867086945,0.3124268978198056,2.3214306488048333,0.16790306277909112,0.03802130811662727,0.6434417651694248,0.9561591804570528,0.08656199632256369,0.02968117677961649,1.100730233779879,0.11702587864460204,1.2289290464933018,0.03987444181770423,0.04572597846073023,0.00997600210139217,60.90526358812713,3.317073286052009,0.13832485421591803,0.753041134751773,0.2403406146572104,14.373614289466772,0.07897603362227475,0.03227891778303125,0.01023298135014447,0.5513761176779617,0.03012026267402154,0.00855106908326766,0.00441439453638035,0.01238678224323614,0.04947299185710534,0.7437873811400053,0.2003554084581035,11.080348578933544,0.05643717362752823,30.593399127922247,0.6734405253480431,5.648114841082217,0.03064378250591016,0.06181991069083267,0.3888475545048594,0.05688861570790649,0.5203372314158129,13.535357541371155,1.1143845547675335,0.11090162332545311,1.5637388810086683,32.33003341213554,2.5922222012083003,0.04878413448909902,0.04574142369319674,0.15967472550564746,0.00522137115839243,89.13868973995271,102.8005307906488
6,hAlg12,0.47902043555787066,0.2909265522008294,0.2518504998697734,2.064479834912748,0.12720020836255086,0.02795245727565964,0.4141533668583335,0.6060167291086491,0.0493147075912087,0.01780327770320357,0.806203714463166,0.1155540640714844,1.324032476509126,0.05892927694187887,0.04847170075932121,0.0092420812213251,45.441133552381146,2.195349668423056,0.10054234367799972,0.5743570612866388,0.15197613848095687,9.891953519123277,0.06369701280227597,0.02110097569771402,0.00664153627311522,0.35144998297036845,0.016945825736782,0.00718119527978682,0.00364844830004207,0.0081784705387374,0.03535523811431892,0.5128350930619278,0.262473003025264,13.471009216035904,0.09871440306132671,22.788437100554965,0.5760894957225573,6.895667000581011,0.01587646504918558,0.04281495802696692,0.1925034359786028,0.04180716446617114,0.4987564161641256,12.752987297898342,0.8372719732334262,0.11429733736701862,1.0572544026606296,21.94849908841384,3.048270210165689,0.02696850519904634,0.09443948470338388,0.10095466111033198,0.00812798268988039,66.08234810570393,89.30149690461403
7,scramble_1,0.3676413683932811,0.37575024184328554,0.2123725266027614,1.668576026734676,0.13669510157417994,0.04316630023744614,0.5085313516841087,0.7424530824026031,0.08145492920587459,0.03639310526778647,1.245001143259168,0.03183783308416146,0.34594653064814,0.00765966053997009,0.03347849793333919,0.00755131474804326,20.08154990765984,1.2566752264532584,0.0630945387388972,0.4792706006507784,0.18223410430041337,8.069162078972825,0.06282560900536452,0.03098179579632398,0.01246732917069738,0.4926360038694925,0.04276211415003077,0.02118969307888488,0.00886131386861313,0.02264374285463019,0.09417518248175184,1.1400058042388532,0.5774262597836601,6.80435177205171,0.11173142203851905,29.261859291179313,0.280078972825609,6.34870653416586,0.03513710315715417,0.06508275437516489,0.33567584205434875,0.11844393632925866,0.22042458886641456,5.483681646293202,0.45495945827104034,0.05809708908627209,1.6736951895171923,12.618013367337964,1.7765547445255474,0.05249582270688593,0.0211601442265412,0.22271726321343768,0.00787388971946178,37.92989675490282,68.92191240875911
8,scramble_1,0.449186686741582,0.4405983188920242,0.27215106041419473,1.7463806124178642,0.1511603832846417,0.03949247689224357,0.619478397862221,0.9415098064631924,0.08856625220608033,0.04522349961611711,1.573535591428942,0.03878054860356363,0.3583468706065351,0.01938315501889502,0.04197947971403217,0.0114158399058739,24.082891266414737,1.4681279077883362,0.09242643906232864,0.5982496734502598,0.23253657855640092,10.035529190056936,0.07993949606644665,0.03629242903151828,0.0159065718758413,0.5982253841321755,0.05492526747165748,0.02163913013131787,0.01241840244887378,0.03033847503764046,0.10269160742240084,1.2361208084474182,0.43524196587929137,6.393348735180625,0.06953515270562664,28.347519837273538,0.4585375158289378,5.597417933812606,0.03235393006351517,0.05926244628132136,0.3198383902842728,0.099864554147431,0.1977869400045867,5.182116939705457,0.44723055907309733,0.06610044769720115,1.5327178111694972,13.10937268548524,1.8575046614352235,0.04643573201982232,0.04218454297992841,0.1994705806104237,0.01307770388170424,45.56478226361289,65.82071069188662
9,scramble_1,0.33096983394344526,0.3158632924823598,0.1891380762905194,1.5055311369303412,0.13404734468672078,0.04079794153535997,0.5013008647673617,0.6603096397686881,0.06987388190354926,0.03598569685394451,1.0976216881532177,0.03040070030240331,0.3544711761897183,0.01568023767839143,0.0235255557323996,0.00898780837179691,19.55404012944984,1.2668570215926576,0.0688894477160592,0.4122008806833254,0.16542638866783385,8.031651673828852,0.05470643535466073,0.02278890126797177,0.00873884025677754,0.44180773515836386,0.04422288715581728,0.01666838559074752,0.00724220913576317,0.01824597591384158,0.07595012998037032,0.9352047535678284,0.5131729004191204,6.818451291845721,0.11184179532070668,23.76227835959467,0.29604180593134916,6.196920664226219,0.03698231205899517,0.07328590376147276,0.209365398694891,0.09003940792614994,0.18746378057191365,4.8893702795904295,0.4519405591808584,0.05128847153695156,1.4282593665446444,11.773394217199852,1.7858563106796117,0.04697668841848374,0.1122901161865351,0.20749308716642795,0.00447058199373972,36.45832122659027,61.7031510849382
10,scramble_1,0.9971075558681044,0.5198952180028129,0.23118678699796844,4.842868065322707,0.1871899710892327,0.0415342631661197,0.6685240662603532,0.6474808563838099,0.06792537896546334,0.02525726676043131,0.9130659868729488,0.11200054696046256,1.2906585013283325,0.02661550632911392,0.02811171667448038,0.00896030629785904,14.3452552547273,1.5111275980621972,0.08138087982497265,0.4614307508985779,0.1496189834349117,8.826878027816845,0.05561603375527426,0.02180334817940303,0.00686421706516643,0.38576875293014534,0.02359710501640881,0.01465156665103922,0.00523331770589154,0.0164345210189092,0.05063869354586654,0.7803342709798404,0.34635396155649323,16.276004356149397,0.18927334349117045,19.178492850445384,3.3516892092514454,12.117893049695269,0.02143414986716674,0.08011370917330833,0.18375341850289104,0.05561316221284575,0.33809595249257696,9.335108083294264,0.922711224410064,0.1386119510861072,1.4865432294108454,12.08965156665104,3.780913560712611,0.03795399671823722,0.03750316455696202,0.1607292545710267,0.01047511329895295,37.43446208391936,83.00503010235974
