ID,Cell line,BMP 16:0_16:0,BMP 16:0_16:1,BMP 16:0_18:0,BMP 16:0_18:1,BMP 16:0_18:2,BMP 16:0_20:4,BMP 16:0_22:6,BMP 16:1_16:1,BMP 16:1_20:4,BMP 16:1_20:5,BMP 16:1_22:6,BMP 18:0_18:0,BMP 18:0_18:1,BMP 18:0_18:2,BMP 18:0_20:4,BMP 18:0_20:5,BMP 18:1_18:1,BMP 18:1_18:2,BMP 18:1_18:3,BMP 18:1_20:4,BMP 18:1_20:5,BMP 18:1_22:6,BMP 18:2_18:2,BMP 18:2_20:4,BMP 18:2_20:5,BMP 18:2_22:6,BMP 18:3_22:6,BMP 20:4_20:4,BMP 20:4_20:5,BMP 20:5_22:5,BMP 20:5_22:6,BMP 22:5_22:6,PG 16:0_16:0,PG 16:0_16:1,PG 16:0_18:0,PG 16:0_18:1,PG 16:0_18:2,PG 16:0_20:4,PG 16:0_20:5,PG 16:0_22:6,PG 16:1_16:1,PG 16:1_20:4,PG 18:0_18:0,PG 18:0_18:1,PG 18:0_18:2,PG 18:0_18:3,PG 18:0_20:4,PG 18:1_18:1,PG 18:1_20:4,PG 18:1_20:5,PG 18:1_22:6,PG 18:2_22:5,PG 22:5_22:5,Total_BMP,Total_PG
11,scramble_1,0.3713245326722282,0.35259144785653534,0.1970376938528076,1.5993380503429182,0.13708515951575254,0.04090201045945604,0.5053936410850328,0.6086872477877708,0.05975327988997665,0.02840788259351079,1.0531675503519662,0.02775831056260292,0.3396124210564413,0.00422753840864262,0.02968093230307088,0.00831586471471743,17.566099907710683,1.1294347550713886,0.06978009808002027,0.4331192522755651,0.14376936718481387,7.1420762744069055,0.03965176164021643,0.02426432746421527,0.01045699498742332,0.4102698467273484,0.03548261884511682,0.01388244874323664,0.00727627078771647,0.02036474186134887,0.07469039648214836,0.9379155100342014,0.4036046398002208,5.505099021009393,0.06204945621686179,23.807542787861237,0.2995358028265866,4.986098315267549,0.02452273755451403,0.06594422829843832,0.1898142451276669,0.07991661388682796,0.16835772063480575,4.253303414704765,0.4006686451566204,0.0441798917862507,1.2120963428095763,10.116404534843742,1.421058522285156,0.03189857222996326,0.0893988708130508,0.2006872296918261,0.00852892636760102,33.44500828794267,55.0599631204647
12,scramble_1,0.04732093722812865,0.15063361693970542,0.07927525546691834,0.4877513750239616,0.04992246781780381,0.01757901411150596,0.19116295324181257,0.6128308683663389,0.06128862969461935,0.03846051874898625,0.935903106890603,0.01082766857867496,0.12764149107156025,0.00128837902000973,0.01583337511243494,0.0094853060442072,6.607944055325363,0.49597204240824583,0.04110519486264507,0.24350838285385673,0.0881396994853798,3.276476768361916,0.03038508043705856,0.01858570859813911,0.01042841765339074,0.2825242195909581,0.03577424539569725,0.01356947373077547,0.00612212277157644,0.01834066679446156,0.0817476591415132,0.5848421192326408,0.3370591297167378,1.2210080068419429,0.0713070616512084,16.118869044634828,0.259864252326113,0.9702321836707613,0.05887361576006017,0.03324868395829954,0.4300234896854772,0.09141194685698278,0.1281219753159238,3.336109249893095,0.3257222820236814,0.01302612914166064,0.7324446082840588,8.00865771119336,0.3097852750785202,0.03614387248035154,0.10422069687541474,0.18568646504563757,0.00409159945146497,14.69344446082841,35.884403556630346
13,siTFEB_siM6PR,0.1033302735765697,0.4258267777329776,0.2122167337239528,1.4968657510273062,0.13343278972608028,0.05272540255818542,0.6593088781559103,0.6566433210085187,0.07521065138504036,0.03139758250619815,1.1339912325100583,0.02694141566652654,0.2469896797549907,0.00488685477021798,0.03131615294208481,0.00667181964020692,20.15612597047192,1.437805776935153,0.08198756080194224,0.6237434951572917,0.1852748376470185,8.69701205315398,0.05961905170417013,0.02692424099444954,0.01175672360101915,0.33772407285080686,0.02536759117074301,0.02582986608559883,0.00928621307917335,0.02418325941304142,0.07722369109610781,1.1219168375269155,0.09036964149373322,2.5013806137242964,0.01217371983494471,16.104352157986394,0.3410903085778994,2.467369478497345,0.02451137972153353,0.0396409446927518,0.11796273387837038,0.04952466821656215,0.09913400876748994,2.511858004409482,0.23008728027657915,0.03336041932965591,0.8622640198340868,6.399093774395842,0.7631597965118773,0.0177332692786123,0.07574522806626233,0.15278984618288194,0.00398908782073828,38.22962201995419,33.209486389801576
14,siTFEB_siM6PR,0.06615899776032222,0.3030583929827732,0.18480563856634807,1.5310852820251335,0.11845127893992888,0.04463883097855203,0.42012433761690543,0.6430794859713554,0.08246855092201145,0.03343904784648848,1.107315575119568,0.02767117399133819,0.35084244157151806,0.00137873790606262,0.02931259318544145,0.00761947422434213,17.313056766473252,1.1520169363531334,0.05547283019111488,0.5034440048278934,0.1561549443953193,7.570998095951154,0.07761866096958041,0.03239482873241983,NA,0.46333861733781706,0.02991684147341109,0.02046528499415876,0.00866170538232655,0.02175799861875779,0.09299016994442762,1.1056203003879097,0.1329241414030581,0.5626762406975919,0.0189441371431522,14.072837716948618,0.13747782589893698,0.6645291706737753,0.0192414269393867,0.03842466098248921,0.09664294888758368,0.03642098197285278,0.0964226472087935,2.471189533540305,0.22820226807716887,0.01090791503424061,0.6546348421575778,5.358381648841759,0.18411753467627945,0.01608039604216016,0.03824475095686523,0.168554730109144,0.00279904216661395,33.69228796963849,25.21882070314265
15,siTFEB_siM6PR,0.5132296092830316,0.5235821327802381,0.224701870433694,2.7074379916662004,0.17630878038754044,0.05804505110525628,0.732921071808958,0.7121830633256723,0.07370175831978625,0.02484145224881813,1.1480034007885347,0.03576504662069997,0.49016873143113415,0.02204587327391297,0.03546996281555394,0.0094370573836351,25.73944929648523,1.7581362557691953,0.0371687874880879,0.6219286208120784,0.1939754844255097,9.634039426724222,0.03378042491171031,0.03541306500738084,0.01314326288842798,0.4999143449744942,0.02990300278416204,0.02962243773006708,0.00720692490236747,0.02379243978548873,0.07413823644823142,1.094836519236878,0.13955763589139902,8.21968495991928,0.02919367677560402,18.23790218061551,0.74234256404507,7.756560214511277,0.02552736513631183,0.04630631388157036,0.15123463572322815,0.04896455331950596,0.1502569090195639,3.927376179531738,0.20224829493431995,0.0724819216323785,1.050777603378366,7.290992787338603,2.2598144327970555,0.02364424388512061,0.04149890688939964,0.13233828503092476,0.00770409402619728,47.36941515780033,52.35860332230881
16,siTFEB_siM6PR,0.12814572124199708,0.5612740088370556,0.1837917130061018,2.0096491027683427,0.1791823469295741,0.06021622230905648,0.7011487120141875,0.7066752382097449,0.07053264300099193,0.02996624485256545,0.9946143857645257,0.03925293817066939,0.48631652589497737,0.03783227629324597,0.03937812979049566,0.00918548799182422,26.769379632691095,1.913236511467132,0.08400357690342362,0.6204398839760739,0.1914005230094082,9.914092593705853,0.08623693227929906,0.04261280771889748,0.01092154858877634,0.4583743875680063,0.03256581201719319,0.02036594126664463,0.00442715440800745,0.01773397156512068,0.07372881661606903,1.1559033785205448,0.08138865009468275,4.259717980702757,0.01351396194655685,15.425943806546634,0.13567194685743486,4.157207715891672,0.02860923081547387,0.03855123388139109,0.1211373049986474,0.03731962187020951,0.11972758423757857,3.0436870660374526,0.3664718506717966,0.04187449277104813,0.8539407706874269,6.188452899095255,1.0817896239742704,0.01581422645706213,0.06503283837806968,0.13086553548348315,0.00500009017403588,47.67974232769245,39.03549642309658
17,siTFEB_siM6PR,1.7309627934094884,0.6082501025718544,0.4300550648901942,13.360735343021876,0.3048846228594874,0.07911032412705954,0.8641611781727095,0.9440791422833577,0.11372864885875318,0.03520421516335918,1.615869787730247,0.10553631043641624,1.3132201947785531,0.02005737545617483,0.07252555658727246,0.01554106113282515,44.15914606232051,3.484939320650414,0.14374661512880868,1.2736813578354105,0.27437584486816824,16.69926387959144,0.10542989483685676,0.02343728001036516,0.01636472391975642,0.5654303699064978,0.03790859228227775,0.03447699151352869,0.01071381372951262,0.02692329784707076,0.09775890215724808,1.5308316310004535,0.2573469304022976,6.1811284847437875,0.05916148048975362,22.031953335204825,1.0011720183981516,5.917234576432228,0.01981385907706925,0.05005705154505604,0.15368770649333824,0.04638919000626229,0.2560173400418926,6.715466302446611,0.4663598652529747,0.08153505798009028,1.0687105530242502,10.049583731024208,2.049076356647736,0.01861653242350299,0.08216448206612106,0.1723078667213717,0.01077609104061845,90.20213619382842,57.69623321600554
18,siTFEB_siM6PR,0.05053215382985485,0.33293940036020764,0.11406409577285728,0.9650479923720732,0.08602871066850303,0.04536275029134443,0.4693375357559063,0.7973568174594765,0.09850789278525268,0.02884807712681428,1.2502208920436486,0.01608602606208285,0.14099141858247694,0.01312448352579722,0.03027831338065472,0.0077118338807077,15.114392202563833,1.0588944803474944,0.06778779531730057,0.5244401949359042,0.18570018010382455,7.57320214005721,0.06978493484479288,0.02227810149380231,0.01589755270685454,0.4752024578874881,0.02937419218137514,0.02100879330437546,0.00768428858989299,0.02061881555249497,0.08871162199385528,1.0036450895221951,0.09941911219408836,1.83553564996292,0.01377921389977751,11.246044496239008,0.1421758660875093,1.8897947875834304,0.02396906451954656,0.029949147155419,0.18972136878906665,0.06176554719779637,0.06109799766924462,1.450711092276724,0.156498993537451,0.02097044178408729,0.5216711516050428,5.112619980930183,0.6498972348765758,0.02896715753787477,0.02289405657378959,0.18115870325246317,0.00429515838542218,30.72506123530035,28.13954232439877
19,scramble_2,0.946727075408614,0.5708859388531401,0.3032296898808414,3.106615393047806,0.23205625774201677,0.05701581837913684,0.700710412944104,0.7877193470944828,0.0687696304660009,0.0263937822698223,0.963481709656556,0.11673700711443386,1.475551472764544,0.0288732446860989,0.04689370005371452,0.011032809708078,28.40591267553139,2.4252544862589476,0.1013775692533681,0.6843070716814837,0.1792424498207689,9.67414809861548,0.04878890192166449,0.02976644048101904,0.01059004856231432,0.4337846814947985,0.02299135086546155,0.01192416386218388,0.00616796202712035,0.01643817896802341,0.05528298784297819,0.7117690056235817,0.3482736152066913,15.269088957828618,0.1970162787893404,23.30003396073359,2.0693116648213716,11.189803755631804,0.02466923911732786,0.08461203863060851,0.24670973329094636,0.06039323416243709,0.4217762625653617,10.867199543974657,1.02745371233132,0.1289997259463074,1.5579458689146377,14.390899159203272,3.3061080648520655,0.0396864387270754,0.08487247733575963,0.12101483178584348,0.01045699001348344,52.28806167304298,85.30349326376025
20,scramble_2,1.191154790043138,0.5383764636134578,0.23087140483489735,3.440658382282964,0.2058080706434829,0.04754777561957361,0.604521448128993,0.753769815824577,0.07960908941985913,0.02337865562082173,0.9455014392361516,0.09834139149563548,1.142978072125623,0.02403009524701036,0.02941951588620283,0.00838789949529225,23.751061212390695,2.043618309892116,0.09786348708587832,0.4718684639566903,0.1562305118064169,8.290676526799436,0.05900437621398984,0.0199259709968563,0.00675859056266722,0.3888550700896305,0.0259421497273642,0.01473127237836699,0.00461784964857675,0.01083617670231604,0.04187047654708135,0.589453371088905,0.2953807462185923,18.77431059418221,0.16286088944014104,19.750738433455805,2.756109241534249,12.667982448339613,0.01629003143697394,0.07734111846980724,0.2112737200939209,0.05838438916321484,0.33353162809201753,9.015283471016357,0.8747038761866873,0.12274826238562168,1.203252892123595,13.47325443666971,3.708180555880586,0.0437580679132246,0.01558431427613052,0.11443429828461772,0.00657544483708158,45.346956900922834,84.68298404749089
21,scramble_2,0.5837880633373935,0.399327161997564,0.18616297198538367,1.7256769792935445,0.13509926918392204,0.03245140073081608,0.435480024360536,0.815595736906212,0.07800889159561511,0.03564482338611449,1.056234591961023,0.03132606577344701,0.28460073081607795,0.00436686967113276,0.0296177831912302,0.00669890377588306,16.72171181485993,1.4741551766138854,0.07423836784409257,0.3966684531059683,0.14647990255785626,6.9031264311814855,0.02603130328867235,0.02633325213154689,0.01018038976857491,0.3879248477466504,0.02939634591961023,0.01847247259439707,0.00672618757612667,0.01490243605359317,0.05387978075517662,0.6074693057247259,0.6049758830694276,9.294674786845311,0.12876272838002437,31.17398879415347,0.6154080389768576,6.049405359317905,0.04356358099878197,0.07536455542021923,0.3631192448233861,0.1053246041412911,0.23299183922046285,5.825268940316686,0.48305992691839217,0.0910623629719854,1.1949127892813642,16.11183897685749,1.9650339829476249,0.06718063337393422,0.02817235079171742,0.21550682095006088,0.0071225334957369,32.75398282582217,75.57266991473813
22,scramble_2,0.06469261560010706,0.1024570709515052,0.10449194030530612,0.3846491370916773,0.03466053625012099,0.0099683647730702,0.09620164325530813,0.33534586367699726,0.0309126842683642,0.01609322029072979,0.39169254157959765,0.01017952820466101,0.12135408564742324,2.506220569730167e-4,0.00929772757036218,0.00272726858626521,4.520871483314069,0.29319663833009735,0.01786574957153513,0.13322690702454634,0.04853020321476766,1.5399386199160725,0.02562785904217461,0.00825801272013984,0.00454531478645083,0.12386166136186352,0.01468012321567868,0.00432889020480905,0.00323823785636604,0.00672351062194309,0.02354930620007174,0.1976107887739357,0.36985326857487744,1.04340140183457,0.1148094541272128,15.398204194115936,0.14126052372357328,0.6786844505685344,0.01978160533403178,0.01911495385105935,0.15220244039925523,0.04886149623918873,0.13561387485978807,3.69334742380158,0.20896251715282957,0.01142052190152994,0.6354314997124588,6.561796659966862,0.24740231285622372,0.02305475809528148,0.02213238283407449,0.07107710090134205,0.00129854748985064,8.693553200817643,29.79813195009879
23,scramble_2,0.26315335896602365,0.27964297324261006,0.13323312670246276,1.319672275218868,0.09701805871604884,0.01954670492887489,0.2897109708661682,0.35331367911309397,0.03243898037193557,0.00918335593942315,0.4082025019897096,0.05453705343631248,0.6713991749711352,0.03412453900391216,0.0137616944478696,0.0045395756033584,14.626635003194746,1.028638736001973,0.05187936194778553,0.231252586622426,0.07324635406741473,4.007283939961215,0.03933391249761795,0.01322615431178468,0.00460132946227398,0.1795594278604177,0.0107253976616709,0.0079548700243249,0.00201692654328599,0.00452301897790581,0.02121500072862603,0.2951005840217915,0.27965717584548644,14.204983185553028,0.15373603560178906,11.958261352554114,0.12730836574785054,10.11457682520822,0.01643625643152596,0.05201997556300374,0.108459550045399,0.03752202132071877,0.2303182750619332,6.752838693405374,0.5784359986100058,0.08655270208162855,0.7610620901478551,7.976590119830959,2.4238768622000024,0.02334586196459998,0.03802790077234359,0.0549282919884765,0.0050390207266083,24.59050377204094,60.41879721776951
24,siPla2g15,0.11452144641809872,0.26258528355546984,0.22294622930274033,1.0755143203746995,0.07840024744322062,0.02350350678460389,0.2588806086460517,0.8205228443116177,0.07602085592859496,0.03343970178271593,0.9856866951065693,0.04229681939055056,0.38796341375238,0.00690242863914262,0.02630501393876583,0.01416275015465201,11.495417737179952,0.8421745760124686,0.06369604653217967,0.2432481582351192,0.13640577474633053,4.105465554778948,0.0412455231254971,0.01837929510817607,0.01143131442160147,0.2950642307970403,0.03450280783784435,0.01663515782539185,0.00500543893053111,0.00830734376129763,0.05904580109742675,0.48423131120805313,0.6389150418162975,1.8609837956825976,0.1835169394165803,27.317560932893077,0.35322306042274226,0.992296803322809,0.05502237433017602,0.06045150353892008,0.37589729499570185,0.09994299165280825,0.3369443333092317,8.160680902685723,0.594228595759723,0.02111388011857993,1.1006488154057503,15.994682204172792,0.34564229993653245,0.06046173869031839,0.03648707751881933,0.12535934700698145,0.00122934290970732,22.296874213684895,59.15017084829642
25,siPla2g15,0.25235210481721054,0.3447059868978487,0.15503239717015577,1.3250851915380215,0.1150983487982806,0.03262635447450178,0.33137557433852055,0.4128958923171245,0.04842391177058147,0.0132335861456116,0.6419511183671219,0.05610068403976111,0.6532651497929971,0.03011735449516763,0.01753165664372757,0.00718733596478538,15.094419310173802,1.1807714976544257,0.02159335110596761,0.2775015120516371,0.09685708184366972,5.04764648990473,0.04411774025777209,0.01940318391921029,0.00490622524402929,0.2599619472745184,0.01793834686946758,0.00994177740119999,0.0028629371689158,0.00667832220821536,0.03371401213774481,0.4699935798080831,0.3873041118160464,12.778746285312778,0.20974308210543724,15.490493734801989,0.24717112015816267,8.073064553238686,0.01494617922806147,0.06673992022980431,0.21256782877651256,0.05386171788354103,0.25453031336322995,6.917908078282254,0.5817417732680293,0.07463773447133303,0.8864207430063308,9.394976075829907,2.067504322607755,0.02323419234399002,0.02229659633387753,0.09541249733066055,0.00276765380561697,27.055534232986837,61.526981793382795
