Exp_ID,Experiment,ID,Temp,Sex,Genotype,Age,Batch,BMP 16:0_16:0,BMP 16:0_16:1,BMP 16:0_18:0,BMP 16:0_18:1,BMP 16:0_18:2,BMP 16:0_18:3,BMP 16:0_20:4,BMP 16:0_22:6,BMP 16:1_16:1,BMP 16:1_20:4,BMP 16:1_20:5,BMP 16:1_22:6,BMP 18:0_18:0,BMP 18:0_18:1,BMP 18:0_18:2,BMP 18:0_18:3,BMP 18:0_20:4,BMP 18:0_20:5,BMP 18:1_18:1,BMP 18:1_18:2,BMP 18:1_18:3,BMP 18:1_20:4,BMP 18:1_20:5,BMP 18:1_22:6,BMP 18:2_18:2,BMP 18:2_18:3,BMP 18:2_20:4,BMP 18:2_20:5,BMP 18:2_22:5,BMP 18:2_22:6,BMP 18:3_22:5,BMP 18:3_22:6,BMP 20:4_20:4,BMP 20:4_20:5,BMP 20:5_22:5,BMP 20:5_22:6,BMP 22:5_22:6,BMP 22:6_22:6,PG 16:0_16:0,PG 16:0_16:1,PG 16:0_18:0,PG 16:0_18:1,PG 16:0_18:2,PG 16:0_18:3,PG 16:0_20:4,PG 16:0_22:6,PG 16:1_16:1,PG 16:1_20:4,PG 16:1_22:6,PG 18:0_18:0,PG 18:0_18:1,PG 18:0_18:2,PG 18:0_18:3,PG 18:0_20:4,PG 18:1_18:1,PG 18:1_18:2,PG 18:1_18:3,PG 18:1_20:4,PG 18:1_20:5,PG 18:1_22:6,PG 18:2_18:2,PG 18:2_18:3,PG 18:2_20:4,PG 18:2_20:5,PG 18:2_22:5,PG 18:2_22:6,PG 18:3_18:3,PG 18:3_22:6,PG 20:4_20:4,PG 20:4_20:5,PG 20:5_20:5,PG 20:5_22:6,PG 22:5_22:5,PG 22:5_22:6,PG 22:6_22:6,Total_BMP,Total_PG
1,51,1,RT,Female,WT,Young,1,0.061249390243902434,0.004469512195121951,0.04186524390243902,0.6666536585365853,0.12217560975609755,0.002629878048780488,0.05244573170731707,0.2257310975609756,0.001419512195121951,0.0220390243902439,0.01617560975609756,0.3285524390243902,0.0021365853658536584,0.12566768292682926,0.014672560975609754,0.0013999999999999998,0.07957439024390243,0.019515853658536586,1.7469554878048779,3.783540243902438,0.07639329268292681,1.6458591463414634,0.44865243902439017,8.544726829268292,0.20824085365853656,0.06159999999999999,0.6933219512195122,0.22699268292682925,0.3447628048780487,8.157595731707318,0.008005487804878048,0.5499634146341463,0.5312664634146341,0.3660073170731707,0.13627134146341463,0.9638371951219511,1.0276542682926828,0.07639146341463414,0.030031097560975602,1.835466463414634,0.1570164634146341,4.754825609756097,43.39729512195121,0.15958109756097558,5.828396341463414,0.49749085365853657,0.03724512195121951,0.015777439024390244,0.009311585365853657,0.09883658536585364,1.079275,6.610322560975609,0.06265487804878048,0.14019207317073168,0.04567439024390243,0.9289536585365852,0.015037804878048781,0.4943591463414634,0.005445121951219511,0.08189817073170731,0.07567743902439024,0.0043859756097560975,0.21904329268292677,0.0032749999999999997,0.4299048780487805,0.026264634146341465,0.024831097560975606,0.1523591463414634,0.006643902439024389,0.015206097560975608,0.014097560975609753,0.02822073170731707,0.08044451219512194,0.009860975609756097,0.504485975609756,31.38641219512195,67.87978780487803
10,51,10,Cold,Female,WT,Young,1,0.0669493006993007,0.012705710955710955,0.03539627039627039,0.6911585081585082,0.2046748251748252,0.004472610722610722,0.06138811188811189,0.3329667832167832,0.018584498834498833,0.05303554778554778,0.05674883449883449,0.748675407925408,0.0066148018648018655,0.2249172494172494,0.04537937062937063,0.007184731934731936,0.0873986013986014,0.027011072261072265,2.309404428904429,4.876805944055945,0.1540885780885781,1.8479737762237765,0.6066882284382284,10.032661421911422,0.13985081585081585,0.12482167832167833,0.794822843822844,0.355513986013986,0.32248076923076924,9.070745337995337,0.014395687645687645,0.8875099067599067,0.6575571095571096,0.6496013986013986,0.22393764568764568,0.8988088578088579,0.08401107226107227,0.06347144522144522,0.03132051282051282,2.0060740093240095,0.10224883449883451,4.06612703962704,29.65275582750583,0.08448251748251748,5.279234848484849,0.4766078088578089,0.04583041958041958,0.02443240093240093,0.010167832167832166,0.12248543123543124,1.6381713286713289,7.061236013986014,0.053596736596736604,0.19018298368298367,0.08896853146853147,1.124988344988345,0.013782634032634033,0.5357884615384616,0.005456876456876457,0.07212354312354313,0.060083916083916084,0.00396037296037296,0.07731060606060607,0.004150932400932401,0.3826923076923077,0.042975524475524475,0.01649825174825175,0.11347960372960372,0.008304195804195804,0.01232983682983683,0.019945221445221446,0.020053030303030305,0.03914685314685314,0.005986013986013985,0.3885,36.80041317016317,53.88147960372961
11,51,11,Cold,Female,WT,Young,1,0.060203007518796994,0.006365057380292837,0.03797487138899881,0.5758426988523941,0.18181638306292047,0.002852789869410368,0.043486941036802534,0.28803264740799367,0.007232291254451919,0.03286525524337158,0.03617570241392956,0.4809996042738425,0.0026111990502572222,0.15869845666798574,0.019245943806885636,0.0037051840126632366,0.07144618124258013,0.01995587653343886,1.6713650573802927,4.521280767708745,0.10902334784329244,1.5299412346656114,0.42558330035615355,8.992789671547289,0.16767174515235456,0.0931970716264345,0.7077168579343094,0.28583518005540165,0.29843055005935887,8.567487732489118,0.009426790660862683,0.8659362880886426,0.5283692125049466,0.5725310645033637,0.20680589631974672,0.8106654135338346,0.6301994459833795,0.06703047091412744,0.02382429758607044,1.4613644637910566,0.1520223585278987,4.018861495844876,28.200730114760585,0.07791571032845271,6.33770716264345,0.41523407202216067,0.0288793035219628,0.01912425801345469,0.0080431341511673915,0.09415037593984962,1.5938612979817965,8.937232093391373,0.08880807281361298,0.22239592402057776,0.06517847249703206,0.9483876137712703,0.01158804907004353,0.6371325682627621,0.004267313019390582,0.07496675900277008,0.06394202611792639,0.0048775227542540555,0.12470775623268697,0.00270795409576573,0.32101068460625243,0.05443272655322516,0.024872576177285315,0.1390690542144836,0.004959438068856351,0.012242184408389393,0.012265927977839333,0.022429362880886428,0.048762168579343096,0.0062398100514444,0.3471992481203008,33.09079719034428,54.61139335180055
12,51,12,Cold,Female,WT,Young,1,0.07237137891077637,0.016737543453070682,0.03690382387022016,0.8560446118192352,0.2448342989571263,0.008794901506373116,0.06419003476245655,0.387518539976825,0.024095017381228274,0.05643105446118193,0.05985863267670915,0.9203650057937426,0.010187717265353419,0.2983117033603708,0.07201506373117032,0.009552723059096175,0.1025417149478563,0.032965816917728846,2.769519119351101,6.169228852838933,0.1846367323290846,2.2246917728852837,0.705362108922364,11.175793163383544,0.12314484356894553,0.16590672074159907,1.0279362688296638,0.41228099652375433,0.5143250289687137,11.100849942062572,0.011826187717265351,1.0354391657010429,0.7956210892236383,0.7586558516801852,0.2583534183082271,1.0334965237543452,0.8974953650057937,0.06939860950173812,0.03299768250289687,1.9728482039397448,0.10359907300115874,4.208570683661645,35.06996234067207,0.0874872537659328,5.793009849362687,0.44965063731170335,0.04041946697566628,0.02651680185399768,0.01018887601390498,0.11383024333719582,1.5514287369640787,6.989459443800694,0.06491309385863268,0.19731807647740437,0.09277230590961762,1.337315758980301,0.011731749710312864,0.6540480880648899,0.006095596755504056,0.10195249130938587,0.06405561993047508,0.0037491309385863265,0.08199130938586326,0.004454808806488991,0.4409165701042873,0.03649594438006952,0.01756778679026651,0.11882676709154114,0.007168597914252607,0.011565469293163383,0.013611239860950171,0.019509269988412514,0.04561008111239861,0.008305909617612977,0.461148899188876,44.70768134414831,60.25109385863267
2,51,2,RT,Female,WT,Young,1,0.05459595753368723,0.002972437729685586,0.04025806451612903,0.4568666802776643,0.0978834218048183,0.001207839934667211,0.0536827276439363,0.15991016741527156,0.0017413229889750917,0.01975479787668436,0.010343813801551653,0.27132850142915477,1.5312372396896693e-4,0.1283048182931809,0.007947121273989385,2.1131073907717436e-4,0.07290281747652103,0.01581400571661903,1.6850359330338915,3.517854022049816,0.05938383013474887,1.4889028174765209,0.3665837076357697,8.274018374846877,0.12792139648836262,0.03578256431196407,0.562026541445488,0.18181543487137608,0.2986292364230298,7.705341363821969,0.00471498570845243,0.2556817068191099,0.43094528378930175,0.18692670477746018,0.06979318089015925,1.0842004899959168,0.8530681910984075,0.07207839934667212,0.03198509595753369,1.9312784810126584,0.19741077991016745,5.336640465496121,26.086070641077995,0.15098856676194367,5.680460187831768,0.4902697019191507,0.04150081665986117,0.010887096774193548,0.01011902817476521,0.11188321763985301,0.9978227848101267,6.14706247447938,0.05514352797060025,0.13813842384646796,0.05405757452021233,0.5119599836668027,0.015277460187831769,0.4618278889342589,0.004760310330747244,0.07718170681910984,0.05439505920783994,0.00578072682727644,0.12912862392813396,0.003336259697835851,0.385850347080441,0.02215761535320539,0.017495304205798284,0.16689015924867293,0.0033325847284605965,0.011827276439363007,0.015568395263372803,0.04178011433238056,0.11236647611269907,0.00858962841976317,0.48656594528378927,28.656583095140874,50.00779073091058
3,51,3,RT,Female,WT,Young,1,0.049849464422341234,0.0036754016832440703,0.052897092578423864,0.4132580336648814,0.0929569625095639,0.0014208110175975516,0.043629112471308344,0.18340570007651108,0.003288638102524866,0.02323909716908952,0.013932096403978578,0.38178844682478963,0.003735080336648814,0.1900942999234889,0.013869548584544759,0.004516641162968631,0.0676050114766641,0.022400153022188216,1.9973263198163733,3.531469969395562,0.06910099464422341,1.446005738332058,0.4760353863810252,8.704114957918899,0.1069487375669472,0.03813236419280796,0.5158829380260137,0.21318706962509562,0.34196557000765115,6.998609219586839,0.008474942616679419,0.2688706962509564,0.3861082631981637,0.2105107115531752,0.1252201606732976,1.2816513006885997,1.0461042463657229,0.0708092960979342,0.05007096403978576,3.086421002295333,0.15341086457536343,7.6461306426931905,27.49929915837796,0.19478997704667175,6.074502486610559,0.5562274292272379,0.04660788064269319,0.011520275439938792,0.015557765876052027,0.15655489671002296,1.051862662586075,4.792779456771232,0.058675592960979336,0.15915321346595254,0.072468247895944915,0.5370045906656464,0.01599674827850038,0.4628096786534047,0.005675784238714614,0.08949846977811783,0.08142693190512623,0.005608645753634276,0.15487127008416218,0.0013157995409334353,0.44585979342004584,0.025452371843917368,0.018259946442234123,0.15439613618974748,0.004928653404743688,0.015461361897475132,0.02994663351185922,0.04478538638102525,0.1257991583779648,0.010524674827850038,0.7375736419280795,29.40209047436878,54.593228194338174
4,51,4,RT,Female,WT,Young,1,0.06215110851808634,0.0072012835472578755,0.04373512252042007,0.7051254375729288,0.14067211201866975,0.0021820303383897313,0.06503033838973162,0.2693045507584597,0.005577012835472578,0.03609159859976662,0.015582847141190199,0.5633792298716451,0.0026487747957992997,0.19941598599766627,0.024072928821470243,0.005218203033838973,0.0975058343057176,0.024966744457409568,3.0835694282380395,4.87915227537923,0.09740431738623102,2.2170105017502917,0.5495641773628939,10.727485997666276,0.09288156359393232,0.04666336056009334,0.7139072345390898,0.18012952158693113,0.3630198366394399,8.593882730455075,0.007426487747957992,0.3285910151691948,0.6162123687281212,0.23933488914819134,0.09100233372228704,0.9486155192532089,1.7500472578763127,0.07225962660443408,0.03836756126021003,3.3862053675612596,0.1698623103850642,6.816735705950991,37.30072345390898,0.1335215869311552,6.1575618436406065,0.46775787631271876,0.06161726954492415,0.01785414235705951,0.011246791131855309,0.1503296382730455,1.5429935822637106,5.048769544924154,0.054691948658109675,0.08954959159859976,0.09714294049008168,1.1568074679113185,0.01879229871645274,0.6530997666277712,0.007341890315052508,0.10075670945157526,0.4025151691948658,0.002237456242707118,0.18947607934655772,9.095682613768961e-4,0.7746085180863476,0.03350933488914819,0.03393057176196032,0.210696032672112,0.003346557759626604,0.016765460910151693,0.03549474912485414,0.027712952158693117,0.11915519253208869,0.010371061843640606,0.8198442240373395,37.86802158693115,66.16230221703617
5,51,5,RT,Female,WT,Young,1,0.07089331465172137,0.004235188150520416,0.045963170536429135,0.6156635308246596,0.1369761809447558,0.0019701761409127304,0.072742193755004,0.22123318654923937,0.003790232185748599,0.03483927141713371,0.013911329063250601,0.39953442754203355,9.091273018414732e-4,0.16630004003202564,0.011817453963170535,0.0017702161729383507,0.12315552441953563,0.02882185748598879,2.437466973578863,5.111675740592474,0.08935928742994395,2.4268042433947157,0.5700192153722978,11.881269415532426,0.18668214571657324,0.04627301841473178,0.8228712970376301,0.25971497197758203,0.46452742193755003,9.88625200160128,0.009569255404323457,0.32257746196957565,0.7145536429143314,0.2984603682946357,0.11659467574059246,1.4046785428342674,1.0335630504403523,0.09971577261809449,0.026762209767814252,2.3400852682145716,0.17988590872698157,4.680520616493195,27.77252101681345,0.15311649319455561,7.628644515612491,0.4944913931144916,0.036559647718174534,0.015720576461168933,0.00792994395516413,0.10502101681345075,0.9541651321056844,7.1247514011208954,0.06795816653322657,0.13494535628502802,0.042805244195356286,0.5209833867093675,0.016396717373899118,0.5544007205764612,0.004983987189751801,0.08638931144915932,0.03383767013610889,0.0031074859887910322,0.1745914731785428,0.0024733787029623698,0.30327682145716567,0.010830264211369095,0.028418935148118496,0.20429543634907926,0.004881905524419535,0.014671537229783826,0.019880104083266615,0.03813710968775019,0.11926501200960768,0.009657526020816652,0.49547918334667734,40.13715492393915,54.411841873498794
6,51,6,RT,Female,WT,Young,1,0.0749639855942377,0.003022208883553421,0.04622148859543817,0.5425606242497,0.10726950780312125,0.0024633853541416568,0.059485594237695075,0.20018667466986798,0.005364945978391357,0.029932773109243697,0.016684273709483794,0.46218307322929175,0.004675870348139256,0.1812472989195678,0.026451380552220887,0.00522328931572629,0.0971830732292917,0.031518607442977194,2.7687466986794718,4.60686674669868,0.08405522208883555,2.071313325330132,0.5821800720288116,11.327346338535415,0.1457280912364946,0.04319087635054022,0.6556956782713086,0.2541968787515006,0.3666218487394958,7.914944177671069,0.00887454981992797,0.3192166866746699,0.512515006002401,0.2848493397358944,0.11302701080432175,1.1794117647058824,0.8288565426170469,0.07796458583433373,0.043837334933973585,3.4603475390156064,0.1462154861944778,6.5201614645858355,30.7634843937575,0.18811524609843938,7.237635654261704,0.5770534213685474,0.06215126050420168,0.01762785114045618,0.01226110444177671,0.1409093637454982,0.7833865546218488,4.079734693877551,0.04218307322929172,0.11909543817527012,0.0710858343337335,0.6039873949579833,0.018618247298919567,0.6571644657863145,0.00892076830732293,0.09442496998799521,0.05909843937575031,0.0063415366146458586,0.15884033613445378,0.0020144057623049222,0.3827460984393758,0.027354741896758704,0.01841296518607443,0.10722509003601442,0.004681272509003602,0.014084633853541417,0.033609243697478995,0.04142076830732293,0.0938109243697479,0.00904561824729892,0.5057641056422569,36.04223949579832,57.11285174069628
7,51,7,Cold,Female,WT,Young,1,0.06565737833594976,0.01047291993720565,0.03642680533751962,0.5514831240188384,0.19055533751962322,0.006153061224489794,0.059032182103610664,0.3139686028257457,0.02215737833594976,0.0643899136577708,0.05668622448979591,0.997901491365777,0.006624607535321821,0.22584890109890107,0.027853610675039244,0.00619309262166405,0.09298351648351648,0.02969976452119309,2.8224383830455255,5.64793092621664,0.17186008634222918,1.8811412872841444,0.6918267268445839,11.53682083987441,0.11826216640502353,0.14417307692307693,0.8586705259026687,0.38160105965463104,0.4816919152276295,11.040697017268446,0.009751177394034537,0.8560225667189952,0.6861864207221349,0.569524332810047,0.2171991758241758,1.2369654631083202,0.6911638540031396,0.06817464678178964,0.03352923861852433,2.5212974882260597,0.09282339089481946,4.412896978021978,26.078532574568293,0.12067111459968602,5.961768838304552,0.5768736263736264,0.0656903453689168,0.023019230769230768,0.014586734693877548,0.12743229984301413,1.733733320251177,8.200845565149137,0.04636283359497645,0.18726981946624802,0.09439992150706435,0.9378914835164833,0.01592425431711146,0.6702074175824176,0.010175627943485085,0.11147684458398743,0.06951510989010988,0.004745486656200942,0.1609921507064364,0.002736263736263736,0.4127225274725274,0.04655945839874411,0.022671899529042385,0.17011577708006276,0.007182103610675039,0.013991562009419152,0.028286891679748818,0.024967229199372054,0.06558261381475666,0.00478787284144427,0.49378846153846156,42.876189560439556,53.56605435635793
