Sample,ID,BMP 16:0-16:0 Results,BMP 16:0-16:1 Results,BMP 16:0-18:0 Results,BMP 16:0-18:1 Results,BMP 16:0-18:2 Results,BMP 16:0-18:3 Results,BMP 16:0-20:4 Results,BMP 16:0-22:6 Results,BMP 16:1-16:1 Results,BMP 16:1-20:4 Results,BMP 16:1-20:5 Results,BMP 16:1-22:6 Results,BMP 18:0-18:0 Results,BMP 18:0-18:1 Results,BMP 18:0-18:2 Results,BMP 18:0-18:3 Results,BMP 18:0-20:4 Results,BMP 18:0-20:5 Results,BMP 18:1-18:1 Results,BMP 18:1-18:2 Results,BMP 18:1-18:3 Results,BMP 18:1-20:4 Results,BMP 18:1-20:5 Results,BMP 18:1-22:6 Results,BMP 18:2-18:2 Results,BMP 18:2-18:3 Results,BMP 18:2-20:4 Results,BMP 18:2-20:5 Results,BMP 18:2-22:5 Results,BMP 18:2-22:6 Results,BMP 18:3-18:3 Results,BMP 18:3-22:5 Results,BMP 18:3-22:6 Results,BMP 20:4-20:4 Results,BMP 20:4-20:5 Results,BMP 20:5-22:5 Results,BMP 20:5-22:6 Results,BMP 22:5-22:6 Results,BMP 22:6-22:6 Results,PG 16:0-16:0 Results,PG 16:0-16:1 Results,PG 16:0-18:0 Results,PG 16:0-18:1 Results,PG 16:0-18:2 Results,PG 16:0-18:3 Results,PG 16:0-20:4 Results,PG 16:0-20:5 Results,PG 16:0-22:6 Results,PG 16:1-16:1 Results,PG 16:1-20:4 Results,PG 16:1-20:5 Results,PG 16:1-22:6 Results,PG 18:0-18:0 Results,PG 18:0-18:1 Results,PG 18:0-18:2 Results,PG 18:0-18:3 Results,PG 18:0-20:4 Results,PG 18:0-20:5 Results,PG 18:1-18:1 Results,PG 18:1-18:2 Results,PG 18:1-18:3 Results,PG 18:1-20:4 Results,PG 18:1-20:5 Results,PG 18:1-22:6 Results,PG 18:2-18:2 Results,PG 18:2-18:3 Results,PG 18:2-20:4 Results,PG 18:2-20:5 Results,PG 18:2-22:5 Results,PG 18:2-22:6 Results,PG 18:3-18:3 Results,PG 18:3-22:5 Results,PG 18:3-22:6 Results,PG 20:4-20:4 Results,PG 20:4-20:5 Results,PG 20:5-20:5 Results,PG 20:5-22:5 Results,PG 20:5-22:6 Results,PG 22:5-22:5 Results,PG 22:5-22:6 Results,PG 22:6-22:6 Results
10_dMRM_neg_050623_0036.d,10,11.4885,2.1803,6.074,118.6028,35.1222,0.7675,10.5342,57.1371,3.1891,9.1009,9.7381,128.4727,1.1351,38.5958,7.7871,1.2329,14.9976,4.6351,396.2938,836.8599,26.4416,317.1123,104.1077,1721.6047,23.9984,21.4194,136.3916,61.0062,55.3377,1556.5399,,2.4703,152.2967,112.8368,111.4716,38.4277,154.2356,14.4163,10.8917,5.3746,344.2423,17.5459,697.7474,5088.4129,14.4972,905.9167,,81.7859,7.8645,4.1926,,1.7448,21.0185,281.1102,1211.7081,9.1972,32.6354,,15.267,193.048,2.3651,91.9413,0.9364,12.3764,10.3104,0.6796,13.2665,0.7123,65.67,7.3746,2.8311,,19.4731,1.425,2.1158,3.4226,,3.4411,6.7176,1.0272,66.6666
06_dMRM_neg_050623_0037.d,6,12.489,0.5035,7.7005,90.3906,17.8711,0.4104,9.9103,33.3511,0.8938,4.9868,2.7796,76.9997,0.779,30.1958,4.4068,0.8702,16.1907,5.251,461.2732,767.504,14.0036,345.0808,96.9912,1887.1359,24.2783,7.1956,109.2389,42.3492,61.0792,1318.6297,,1.4785,53.1815,85.385,47.4559,18.8303,196.49,138.0875,12.9889,7.3033,576.4939,24.3595,1086.2589,5125.1965,31.34,1205.7901,,96.1371,10.3544,2.9368,,2.0427,23.4755,130.5122,679.6838,7.0277,19.8413,,11.8429,100.6243,3.1018,109.4836,1.4862,15.7312,9.8458,1.0565,26.4628,0.3356,63.7655,4.5573,3.0676,,17.8637,0.7799,2.3465,5.5993,,6.9007,15.6289,1.507,84.2603
44_dMRM_neg_050623_0040.d,44,8.8592,1.7446,6.7203,109.1051,24.9436,0.7478,8.913,29.6148,5.0342,11.1701,6.5541,161.2479,0.0295,14.0003,2.1443,0.0853,15.5096,4.9487,477.2008,1112.1216,30.1624,328.6917,97.0782,1788.816,38.547,25.0297,197.9956,76.1042,124.2482,2004.6609,,3.6067,70.1854,95.0071,36.9428,18.8547,176.5305,89.5781,9.2467,8.3542,488.4765,10.1152,990.7556,7071.8241,22.6868,503.8819,,63.5054,19.0255,4.4478,,2.9415,17.9817,118.0273,713.2512,8.3203,18.0204,,12.0622,201.3327,2.7586,57.5883,1.0023,8.4998,12.4406,1.3857,13.1217,0.8841,107.1467,8.0715,2.6089,,30.0025,0.7019,2.3945,3.9514,,5.7361,6.715,1.8442,88.512
39_dMRM_neg_050623_0041.d,39,12.2062,2.3122,7.8962,140.9483,34.8795,0.8828,11.7834,48.0148,5.8303,12.2847,7.0548,173.9477,0,24.581,1.7762,0.0979,15.9987,6.1756,591.5573,1156.2759,34.1416,336.6344,132.0649,2055.3337,37.1262,26.3481,176.9506,79.4409,122.9355,2101.8483,,2.3641,72.002,83.7332,44.4581,22.6459,187.2255,142.2872,9.697,7.2647,405.4343,18.6802,1065.6821,6581.7078,17.0023,381.0691,,57.5343,9.1605,2.9656,,2.4341,27.1236,167.7709,793.0998,7.054,21.2024,,10.8214,153.5544,2.0896,45.8439,1.2562,7.0807,11.87,1.1433,7.6976,0.9144,119.8395,7.2824,2.4921,,17.5193,0.6133,2.1037,3.1468,,3.8142,7.525,1.7648,81.8175
36_dMRM_neg_050623_0042.d,36,14.0409,2.8285,8.6534,137.8298,31.3802,0.8586,13.5324,48.6834,9.5099,15.8904,9.4604,230.0392,0.0962,21.8349,1.9024,0.0432,17.7029,6.8611,666.7255,1178.9051,36.6824,382.7909,136.4111,2165.807,36.1104,22.9529,188.892,76.6252,118.664,1819.5682,,2.6315,71.3266,101.962,56.9143,26.2114,193.5005,134.8886,9.4607,8.952,737.5236,14.4668,1224.173,6986.267,21.8217,580.4236,,74.6575,13.0465,4.0132,,1.6086,23.1531,152.5162,744.7654,8.3215,19.7482,,12.1001,164.4967,1.6664,60.6747,0.9637,13.4978,12.3698,1.7789,12.859,0.6817,119.4461,5.3349,3.6381,,32.8839,0.4712,2.5553,3.6133,,3.832,7.0363,1.4687,113.2994
41_dMRM_neg_050623_0043.d,41,13.4872,1.9191,9.5033,175.9033,35.6652,0.4313,10.4634,42.0296,2.2739,7.8632,5.1395,115.492,0,30.6583,2.5553,0.0103,16.5373,5.5627,762.9865,1269.4553,26.6756,342.6312,118.3463,1986.1994,45.2236,18.8779,165.8542,78.9993,118.707,2105.2265,,2.1074,59.9267,67.9724,34.3995,19.212,209.0663,106.7753,11.0892,6.7174,297.7904,26.4055,1118.38,8571.7123,19.128,442.9223,,50.7782,5.9783,2.215,,1.6384,18.3081,153.9952,841.498,8.1858,21.9532,,12.9077,178.0308,1.8936,49.1693,0.9997,10.5829,12.5767,1.9253,14.5541,0.4747,102.8338,6.175,2.5731,0,17.6542,0.355,1.8077,2.543,,4.4535,7.0329,1.0257,80.6284
43_dMRM_neg_050623_0046.d,43,14.8218,2.7203,10.3038,194.253,35.7749,0.9091,17.829,37.2937,4.0159,13.4481,6.4714,135.318,0,30.1508,2.4258,0.1947,25.9181,8.0281,922.1521,1267.0016,29.171,528.194,163.2821,2060.6736,43.1371,14.9178,236.9701,86.1986,149.3412,1734.5404,,3.1078,45.9175,136.2207,60.5151,32.7006,183.4488,103.9542,12.1596,9.5302,507.8129,15.4616,1357.4417,8537.1428,21.4067,483.482,,63.8902,18.7293,3.2433,,2.7368,19.2323,122.2048,532.021,7.9476,18.4166,,15.8146,194.6504,2.4744,46.7317,1.8888,8.7026,10.7459,1.6756,12.6914,0.8831,144.1938,5.247,1.7484,,17.8811,0.6129,2.6557,4.2697,,5.2019,8.4127,1.4151,149.5542
35_dMRM_neg_050623_0047.d,35,12.9405,3.051,10.268,128.307,35.502,1.0535,11.8904,51.5387,8.2296,12.6087,18.9885,229.1709,0,20.3191,2.9501,0.1226,15.2937,6.2549,547.6006,1147.7548,39.8242,324.8713,138.1883,2179.706,53.6676,32.4657,181.1157,99.4491,121.308,2307.5258,,3.2928,167.8816,86.065,101.2746,44.3225,212.4789,52.1193,13.1385,13.5811,555.4373,15.3814,1117.5359,7457.2911,24.2166,414.9823,,79.2071,14.012,3.7413,,2.4732,19.2684,179.751,870.4662,5.3169,25.1138,,24.035,185.8769,4.3996,48.6753,0.8397,9.85,10.4292,3.4576,9.1781,0.6932,104.5213,11.066,2.404,,18.5953,0.7445,2.047,2.7402,,5.1746,6.1609,1.5217,87.9033
38_dMRM_neg_050623_0048.d,38,15.5204,3.2001,7.5945,151.7097,36.6298,0.4063,12.9947,46.508,10.8267,16.4395,8.7356,233.2099,0,22.7764,2.5399,0.0656,19.7286,6.2427,694.0174,1377.7791,42.1494,376.1475,123.4686,2158.4434,34.1435,32.1371,221.4449,83.1355,146.4785,2155.9602,,3.2041,79.4349,107.6174,46.5617,23.3404,169.5283,110.1827,10.1223,8.8383,687.4141,12.5678,954.7922,6641.2004,16.1357,580.2493,,70.8068,13.8424,4.3425,,2.9773,21.8322,149.6181,894.2524,9.2148,22.6813,,11.7427,197.8571,2.5338,77.4907,0.7813,12.6875,13.8495,1.126,11.9787,0.4722,99.7904,7.6312,4.1139,,51.8569,0.7461,1.947,2.8009,,4.2138,5.4179,1.3828,97.9527
37_dMRM_neg_050623_0049.d,37,14.107,2.4744,10.1875,163.4928,30.9358,0.8326,11.6709,48.08,5.9088,10.5351,6.4781,186.2617,0.3313,31.4707,2.5462,0.3607,14.9127,5.4733,636.6544,1110.0836,32.7702,336.9141,123.7025,2289.5824,52.5509,17.5279,149.8917,72.8465,110.6165,1940.3385,,2.4763,63.3042,72.3435,40.9644,23.5807,180.4705,142.0949,12.5982,10.2853,518.9881,23.8704,1309.8556,7311.2326,20.0401,398.0831,,72.0868,11.0852,2.9467,,2.6918,29.4961,176.0858,748.8729,8.0847,21.2049,,14.5928,184.088,2.1671,48.2408,0.7346,10.5698,8.1742,1.3861,14.1735,0.8327,119.7908,6.2452,3.1456,,30.3738,0.6729,2.1483,3.2191,,3.8063,6.3041,1.1276,101.3536
42_dMRM_neg_050623_0052.d,42,14.1657,2.811,9.5752,149.1634,31.069,0.4814,15.7967,42.6781,4.7994,13.5209,6.7658,177.2314,0.0747,24.5361,2.3629,0.1814,20.2766,7.0328,721.3018,1303.1004,34.3929,426.7443,140.4271,2274.0397,49.6276,22.3148,231.6013,90.2262,142.0727,2252.2434,,3.348,73.225,120.7179,53.3617,25.1232,235.2274,120.8214,12.3489,8.6761,510.043,14.3653,1077.7471,7929.5715,23.4942,574.9073,,70.2802,15.7835,2.8489,,3.5976,19.7561,118.498,759.4816,7.3654,19.6143,,12.4703,176.2826,2.6886,59.5788,1.0039,11.5716,10.0193,1.8108,11.037,1.0128,114.3563,8.2982,2.3057,,21.7659,0.6799,2.4719,3.341,,4.0809,7.2906,1.3281,112.1142
40_dMRM_neg_050623_0053.d,40,14.9714,1.8393,12.0872,168.403,37.1,0.6561,13.2474,48.0932,2.1006,9.0776,5.142,109.9732,0,30.5142,2.1501,0.2383,16.3375,5.8203,613.9577,1052.2467,24.2014,353.1208,120.3719,1988.9104,63.9587,16.3037,168.8665,84.29,120.9138,2131.1471,,2.2364,59.4897,80.9567,43.8901,25.7295,241.0432,138.8589,12.4279,7.8079,357.2857,25.8604,1189.3229,7508.7779,23.166,461.0653,,65.4225,6.0094,2.6075,,1.8323,14.107,162.8423,871.6312,5.4128,22.0579,,11.557,143.2404,2.1969,41.494,0.6735,11.341,8.5868,1.7975,7.3749,1.0547,88.5015,6.3161,1.6425,,10.5136,0.6621,1.7245,3.0306,,4.8818,5.92,0.8191,94.1979
