Sample,ID,BMP 16:0-16:0 Results,BMP 16:0-16:1 Results,BMP 16:0-18:0 Results,BMP 16:0-18:1 Results,BMP 16:0-18:2 Results,BMP 16:0-18:3 Results,BMP 16:0-20:4 Results,BMP 16:0-22:6 Results,BMP 16:1-16:1 Results,BMP 16:1-20:4 Results,BMP 16:1-20:5 Results,BMP 16:1-22:6 Results,BMP 18:0-18:0 Results,BMP 18:0-18:1 Results,BMP 18:0-18:2 Results,BMP 18:0-18:3 Results,BMP 18:0-20:4 Results,BMP 18:0-20:5 Results,BMP 18:1-18:1 Results,BMP 18:1-18:2 Results,BMP 18:1-18:3 Results,BMP 18:1-20:4 Results,BMP 18:1-20:5 Results,BMP 18:1-22:6 Results,BMP 18:2-18:2 Results,BMP 18:2-18:3 Results,BMP 18:2-20:4 Results,BMP 18:2-20:5 Results,BMP 18:2-22:5 Results,BMP 18:2-22:6 Results,BMP 18:3-18:3 Results,BMP 18:3-22:5 Results,BMP 18:3-22:6 Results,BMP 20:4-20:4 Results,BMP 20:4-20:5 Results,BMP 20:5-22:5 Results,BMP 20:5-22:6 Results,BMP 22:5-22:6 Results,BMP 22:6-22:6 Results,PG 16:0-16:0 Results,PG 16:0-16:1 Results,PG 16:0-18:0 Results,PG 16:0-18:1 Results,PG 16:0-18:2 Results,PG 16:0-18:3 Results,PG 16:0-20:4 Results,PG 16:0-20:5 Results,PG 16:0-22:6 Results,PG 16:1-16:1 Results,PG 16:1-20:4 Results,PG 16:1-20:5 Results,PG 16:1-22:6 Results,PG 18:0-18:0 Results,PG 18:0-18:1 Results,PG 18:0-18:2 Results,PG 18:0-18:3 Results,PG 18:0-20:4 Results,PG 18:0-20:5 Results,PG 18:1-18:1 Results,PG 18:1-18:2 Results,PG 18:1-18:3 Results,PG 18:1-20:4 Results,PG 18:1-20:5 Results,PG 18:1-22:6 Results,PG 18:2-18:2 Results,PG 18:2-18:3 Results,PG 18:2-20:4 Results,PG 18:2-20:5 Results,PG 18:2-22:5 Results,PG 18:2-22:6 Results,PG 18:3-18:3 Results,PG 18:3-22:5 Results,PG 18:3-22:6 Results,PG 20:4-20:4 Results,PG 20:4-20:5 Results,PG 20:5-20:5 Results,PG 20:5-22:5 Results,PG 20:5-22:6 Results,PG 22:5-22:5 Results,PG 22:5-22:6 Results,PG 22:6-22:6 Results
55_dMRM_neg_050823_0023.d,55,10.2393,0.8735,16.4756,131.5122,19.9816,0.2246,7.8605,34.1581,1.2617,6.7845,3.4504,106.4034,,26.3595,2.6985,,14.2334,4.2593,473.7576,780.128,14.1806,286.9445,79.7747,2085.7373,61.463,12.1526,120.3794,55.7317,52.294,2192.564,,1.1525,61.7715,84.3039,35.7995,14.2559,242.7036,164.1035,15.5216,8.886,502.8215,42.0457,2148.3433,10267.5127,32.3992,770.564,,78.2353,19.696,3.0527,,1.2627,30.1742,256.071,1458.103,11.2108,32.6623,,24.7696,196.6829,4.5856,64.6371,1.1251,17.1057,7.4881,3.2088,10.1652,0.5216,82.0893,1.8764,3.2519,,25.9658,0.613,3.1664,6.9177,,9.2635,13.2528,2.7019,72.2915
56_dMRM_neg_050823_0021.d,56,8.528,1.0649,12.8449,159.4814,29.7973,0.6674,11.4008,41.5679,2.6708,9.132,4.8303,162.9651,0,27.0749,3.6211,0,17.7511,5.1086,569.2313,962.0936,21.9366,382.3109,105.5494,2199.6983,46.0134,22.2086,166.7604,62.834,71.1261,2744.7021,,1.8675,118.7385,117.0626,54.8162,17.4139,251.9273,317.5865,15.7528,10.5856,395.5446,29.9656,1859.6696,12790.8675,36.8216,520.8896,,72.2181,22.9525,4.1306,,1.5345,22.5477,260.7661,1122.7975,6.48,23.6723,,29.0414,291.7564,5.2396,56.1126,1.4326,10.8495,11.8943,2.2907,9.5665,0.4501,173.5362,3.3685,7.2115,,38.1378,1.1312,3.7966,7.6053,,6.2436,12.7956,2.6881,116.0723
57_dMRM_neg_050823_0042.d,57,10.396,1.0568,17.0838,161.7035,25.9629,0.4712,8.2062,37.6579,2.0092,6.2436,3.8346,110.9383,,28.2047,3.8493,,15.5742,4.0131,579.3953,985.3226,21.3576,312.3816,84.7334,2174.8027,61.6392,17.1695,130.0218,62.6798,68.2869,2333.9209,,1.3862,80.8908,65.67,36.7518,15.6198,216.5876,150.4955,14.5377,8.4271,346.5804,48.3671,1972.6239,11502.2696,33.3349,650.9088,,60.2787,20.1598,3.5076,,0.9638,20.9095,242.6152,1334.2246,11.4458,30.2375,,21.4259,224.0365,4.8249,60.4629,1.3045,14.8063,11.225,2.0041,10.4129,0.6314,79.0982,3.4993,3.8949,0,28.2166,0.9439,2.545,4.2562,,6.7269,10.3046,2.0893,57.2002
58_dMRM_neg_050823_0040.d,58,9.3933,1.3921,16.1477,141.1631,26.243,0.6946,8.9858,42.2581,3.5903,8.2722,9.4825,165.2304,,23.2113,3.5069,,15.4591,6.425,600.8884,1028.1603,29.484,323.1903,126.0356,2499.3991,61.0089,23.9359,147.2219,89.06,93.4109,2663.9095,,3.0362,111.8393,83.9274,64.4207,34.734,314.0834,160.4105,16.5463,17.1008,496.3614,47.287,2259.9319,10390.3085,41.797,526.9018,,88.5409,28.4331,3.8521,,3.1331,29.7878,218.2207,920.3592,10.7119,26.3269,,27.6891,220.9073,6.5092,50.074,1.208,12.2154,9.0917,3.6812,8.0658,1.0917,113.242,4.8774,3.6731,0,21.6954,0.6413,3.2158,6.2846,,8.6252,11.0969,1.7622,93.1847
59_dMRM_neg_050823_0047.d,59,10.6426,1.3588,16.5387,199.699,30.2832,0.6156,10.0363,43.0945,3.2247,8.6494,5.1599,163.233,,28.8758,3.334,,16.3457,4.9136,631.5792,1078.9018,23.2265,332.3286,117.4154,2714.9763,57.7686,19.6465,146.7896,81.8287,91.7986,2817.8978,,2.5192,84.7061,79.6017,36.8677,18.2876,307.8137,190.35,17.5338,8.542,367.3239,47.9968,2003.2265,13030.7938,28.8229,541.429,,58.6827,14.4812,2.272,,2.2595,19.4308,214.7191,1046.7456,9.9402,29.5438,,21.4168,254.6771,4.4816,49.3818,0.5116,13.3032,9.1368,2.0179,6.9001,0.6171,91.193,1.5985,4.3461,0,25.3915,0.3174,2.8702,4.0036,,7.5031,11.5508,2.5887,76.0417
60_dMRM_neg_050823_0031.d,60,9.8086,0.8152,14.7596,145.0676,25.7207,0.2877,9.1992,39.8216,1.1761,6.7431,4.4534,89.993,,28.6205,2.3825,,18.7428,4.3494,561.9972,1109.7673,19.1243,372.47,94.6839,2220.8753,78.8454,16.3567,175.6032,76.5686,69.8453,2491.5412,,0.914,103.8742,90.2354,52.8545,18.8354,227.9753,186.788,16.7868,6.9874,253.7345,46.9475,1745.8153,10147.4566,28.9026,595.0992,,69.4803,17.6868,3.0232,,1.7179,22.1127,210.5845,1288.7207,11.8944,28.8996,,18.7087,191.3566,3.4093,53.7641,0.6858,7.9159,12.4605,2.0546,12.2584,0.5744,122.3082,4.2707,2.9766,0,20.9183,0.9692,2.6139,4.7287,,8.8929,10.5034,1.9714,67.7195
61_dMRM_neg_050823_0048.d,61,12.3845,2.4434,16.8165,180.5911,45.6,0.7689,8.5539,50.6044,6.198,10.5952,8.105,158.3838,,30.4702,4.5081,,13.2563,3.731,587.3134,1200.4298,32.3544,283.519,82.0193,2045.6353,37.8982,34.1829,154.6941,83.3598,74.5549,2578.9066,,1.715,137.7306,78.9043,53.5682,19.5444,141.9721,122.5755,11.5032,10.6686,360.6799,38.5334,1896.3799,10108.0093,20.1445,640.0557,,55.3332,12.3608,3.5604,,1.4889,20.6865,296.5754,1581.0297,14.6639,45.5712,,26.5427,276.4899,2.1203,71.9178,1.2809,11.6839,15.7598,1.5657,7.2883,0.9757,96.8343,4.1734,3.172,0,14.3663,0.5194,3.0888,3.5241,,4.7698,4.9772,1.6644,49.4652
62_dMRM_neg_050823_0029.d,62,9.4607,2.2547,12.0208,149.9588,40.4431,1.1075,8.8932,46.1206,4.7568,11.0134,10.3015,168.6548,,27.8508,4.0168,,13.9702,4.5071,504.3909,1094.1124,31.3151,293.6548,92.0791,1892.6743,59.6864,38.5269,178.1395,109.9881,80.1332,2787.8639,,1.9489,183.152,95.8498,81.9337,26.4907,177.2676,143.9456,15.8391,6.7453,303.251,38.1979,1514.7401,9867.5081,21.3775,586.3131,,55.1615,9.1024,4.0111,,2.3131,18.0217,364.0879,2036.8366,11.1882,39.3357,,21.6699,287.8805,2.9031,76.8946,1.0761,10.1554,16.4009,1.8683,6.9637,0.4195,99.0729,7.9909,2.3891,,12.341,1.3838,2.8886,2.9451,,5.4137,9.5246,2.8011,59.4677
63_dMRM_neg_050823_0046.d,63,10.4345,3.5702,11.7415,153.1636,64.1918,2.1071,9.3161,61.8536,6.6708,11.5999,14.6842,200.3123,,25.871,4.1174,,15.8758,5.4858,664.0633,1479.1639,48.49,309.4572,108.3331,2290.2786,49.9761,69.7038,202.4812,109.2283,95.9389,3280.4953,,1.3676,292.5875,90.8687,95.1738,30.5703,166.0965,146.794,13.6839,6.1938,274.5627,29.4289,1521.0137,10236.4728,20.8541,510.0814,,62.1791,12.5242,4.6069,,1.5291,19.0849,347.9699,1768.8382,8.7461,41.4689,,28.6237,321.8623,3.4392,82.0285,1.0248,12.4204,16.8714,1.1741,5.8196,1.2212,132.2343,10.5845,2.6326,0,14.1347,0.627,2.1067,4.2387,,4.3573,6.4518,1.4714,50.9628
64_dMRM_neg_050823_0049.d,64,13.1027,3.2107,14.8082,202.1704,51.9204,1.3267,11.3755,66.7297,9.4151,15.2695,11.8331,248.0925,,30.1388,3.8991,,19.3788,6.0801,731.6315,1422.4351,42.8696,369.9003,120.3291,2554.1811,52.0226,47.276,215.8449,104.2102,95.4083,3283.3037,,2.869,203.7552,108.8223,79.742,25.8611,204.7503,195.4751,16.2396,8.1199,413.4376,37.1781,1739.5449,11992.9475,26.3135,644.298,,66.5189,13.9509,4.256,,2.5868,22.9777,302.1619,1726.3683,9.0702,36.6648,,24.782,326.7904,3.102,74.7605,1.0589,11.7638,13.04,1.4687,7.1766,1.3294,136.4833,8.5628,4.4423,,20.0876,1.1501,2.9244,5.3337,,4.1721,7.552,2.4501,63.8
65_dMRM_neg_050823_0041.d,65,10.8143,2.5983,11.5205,141.8854,46.673,1.6366,8.4663,60.4975,6.1752,13.7418,14.2389,194.5597,,25.6549,3.4326,,16.9069,5.269,515.8212,1288.492,39.0774,351.4435,112.9592,2291.6246,48.668,48.7236,220.3051,102.2056,96.155,2895.0642,,1.0013,215.162,113.996,108.4284,35.3226,200.2966,161.9472,13.8682,8.3414,388.7937,24.6829,1420.1919,9785.9829,28.1935,610.3538,,86.8715,17.4346,5.7864,,2.1881,22.9253,359.4171,2101.7087,10.5111,41.4217,,22.5092,285.1499,3.4675,75.7557,1.8457,18.2864,14.8961,2.1846,7.85,2.3976,128.9456,11.3758,4.8081,0,26.4624,1.4468,2.8778,4.9058,,6.174,8.3622,1.8547,76.1877
66_dMRM_neg_050823_0043.d,66,13.4655,4.2866,11.4876,161.7951,56.4342,2.2249,9.8308,68.1374,11.3502,15.541,22.7008,241.3803,0,27.7768,4.755,0,16.7814,6.0275,596.8426,1437.2166,49.5002,362.2953,118.2082,2357.2931,48.005,56.7205,217.6344,117.4014,86.7342,2760.6768,,2.7153,299.544,99.8663,147.3485,44.5102,170.0753,132.2666,14.8469,9.4673,420.6938,25.4906,1443.783,9765.6826,23.6153,666.3023,,99.6654,18.6328,5.1354,,2.342,24.7164,334.4705,1837.3558,11.3055,43.9645,,23.8955,296.6695,4.1565,86.5252,1.7636,12.9676,19.7604,2.5527,7.4615,1.6093,114.3472,11.8127,4.3029,,22.5415,0.9426,2.8112,5.6451,,4.2781,6.896,1.8458,57.5197
