RT,mz,Theo mz,Abundance,Lipid Class,Compound Name
10.51,735.5887,NA,6855,NA,NA
5.168,556.3795,NA,6853,NA,NA
0.602,659.3434,NA,6847,NA,NA
1.223,293.0869,NA,6836,NA,NA
7.185,265.148,NA,6835,NA,NA
11.2,610.5603,NA,6826,NA,NA
10.95,1049.6373,NA,6820,NA,NA
11.293,799.6715,NA,6806,NA,NA
5.346,995.4601,NA,6804,NA,NA
13.791,1153.3692,NA,6790,NA,NA
11.304,710.6296,NA,6774,NA,NA
3.651,531.1951,NA,6762,NA,NA
3.795,826.5964,NA,6751,NA,NA
0.61,431.2288,NA,6736,NA,NA
9.957,1265.8105,NA,6735,NA,NA
6.07,905.5178,905.5186,6734,Phosphatidylinositol,PI 20:4_20:4
0.488,433.0565,NA,6723,NA,NA
1.774,528.3094,NA,6710,NA,NA
0.653,393.1914,NA,6705,NA,NA
6.706,774.2766,NA,6703,NA,NA
6.472,892.5324,NA,6703,NA,NA
7.128,766.5031,NA,6701,NA,NA
7.484,797.533,NA,6693,NA,NA
9.327,848.5414,NA,6686,NA,NA
1.423,253.1807,NA,6682,NA,NA
11.981,794.6485,NA,6648,NA,NA
10.129,774.6169,NA,6645,NA,NA
3.711,472.3641,NA,6644,NA,NA
5.957,672.4486,NA,6644,NA,NA
4.408,242.9435,NA,6636,NA,NA
9.853,864.6232,NA,6623,NA,NA
13.197,311.1687,NA,6617,NA,NA
11.484,895.7003,NA,6614,NA,NA
0.586,484.274,NA,6612,NA,NA
14.351,1493.9657,NA,6610,NA,NA
2.555,506.3248,NA,6598,NA,NA
0.467,955.972,NA,6598,NA,NA
16.027,644.96,NA,6596,NA,NA
11.335,940.671,NA,6588,NA,NA
10.374,1072.7365,NA,6586,NA,NA
14.364,325.1844,NA,6571,NA,NA
9.031,924.5953,NA,6565,NA,NA
7.026,686.4765,NA,6552,NA,NA
4.079,299.2593,NA,6552,NA,NA
1.172,518.9672,NA,6545,NA,NA
10.833,704.6195,NA,6536,NA,NA
10.516,821.6303,NA,6535,NA,NA
2.154,607.242,NA,6531,NA,NA
4.465,297.153,NA,6500,NA,NA
3.922,347.2207,NA,6494,NA,NA
9.397,1175.7324,1175.7322,6493,Hemibismonoacylglycerophosphate,HBMP 22:6_22:6_22:6
8.379,1490.0583,NA,6489,NA,NA
13.984,1439.9945,NA,6487,NA,NA
6.532,984.5188,NA,6475,NA,NA
6.056,446.3764,NA,6462,NA,NA
0.52,207.9689,NA,6458,NA,NA
7.564,802.3076,NA,6455,NA,NA
9.424,900.6333,NA,6450,NA,NA
13.23,1461.9771,NA,6438,NA,NA
8.058,529.5336,NA,6433,NA,NA
3.672,704.3362,NA,6424,NA,NA
0.475,279.0394,NA,6423,NA,NA
6.803,1151.7069,1151.7059,6420,Ganglioside GM3,GM3 d34:1
2.441,614.3313,NA,6415,NA,NA
4.111,744.4227,NA,6415,NA,NA
8.449,672.4967,NA,6414,NA,NA
2.219,552.33,NA,6413,NA,NA
10.174,1147.7834,NA,6409,NA,NA
3.093,592.3621,592.362,6405,Lysophophatidylcholine,LPC 20:2/0:0
11.427,940.6704,NA,6394,NA,NA
13.252,1419.9262,NA,6371,NA,NA
3.92,297.1532,NA,6363,NA,NA
7.21,841.5466,NA,6362,NA,NA
9.588,602.511,NA,6362,NA,NA
7.701,636.278,NA,6348,NA,NA
9.973,682.5989,NA,6343,NA,NA
0.537,308.033,NA,6341,NA,NA
3.795,439.2078,NA,6340,NA,NA
8.965,1492.0749,NA,6328,NA,NA
10.115,640.5433,NA,6321,NA,NA
2.681,528.2605,NA,6307,NA,NA
2.776,513.3689,NA,6305,NA,NA
4.287,541.3685,NA,6300,NA,NA
7.194,830.4948,NA,6298,NA,NA
7.065,898.5449,NA,6290,NA,NA
9.666,897.632,NA,6284,NA,NA
10.699,964.6321,NA,6278,NA,NA
8.474,830.3382,NA,6273,NA,NA
11.843,938.6906,NA,6266,NA,NA
8.903,767.4646,NA,6254,NA,NA
13.024,1443.9344,NA,6245,NA,NA
0.702,491.2418,NA,6244,NA,NA
5.683,801.4137,NA,6243,NA,NA
1.46,291.1999,NA,6227,NA,NA
9.943,1249.8142,NA,6218,NA,NA
1.231,408.2215,NA,6214,NA,NA
8.968,772.5945,NA,6210,NA,NA
8.742,699.4972,NA,6208,NA,NA
4.063,627.3519,627.3515,6205,Lysophosphatidylinositol,LPI 20:0
6.506,843.5018,843.5029,6204,Phosphatidylinositol,PI 15:0_20:4
11.367,766.6182,NA,6199,NA,NA
6.228,710.4265,NA,6196,NA,NA
5.687,733.4279,NA,6191,NA,NA
1.442,501.3006,NA,6188,NA,NA
3.653,457.1909,NA,6183,NA,NA
9.514,1235.7997,1235.7998,6180,Ganglioside GM3,GM3 d40:1
16.282,792.8597,NA,6180,NA,NA
2.874,485.3375,NA,6173,NA,NA
14.307,1128.8606,NA,6172,NA,NA
3.927,761.5377,NA,6171,NA,NA
3.517,601.3139,NA,6163,NA,NA
9.259,864.5365,NA,6163,NA,NA
11.041,776.6022,NA,6162,NA,NA
14.165,1375.9641,1375.9649,6160,Cardiolipin,CL 66:2
5.818,866.5541,NA,6155,NA,NA
6.68,896.4661,NA,6154,NA,NA
6.99,884.506,NA,6137,NA,NA
11.136,938.6851,NA,6129,NA,NA
3.93,412.2895,NA,6128,NA,NA
0.648,529.2844,NA,6120,NA,NA
11.589,929.6929,NA,6115,NA,NA
10.332,993.6516,NA,6111,NA,NA
5.596,716.4353,NA,6111,NA,NA
10.109,737.5935,NA,6106,NA,NA
11.3,826.6772,NA,6093,NA,NA
9.579,891.5963,891.5968,6092,Phosphatidylinositol,PI 18:0_20:1
5.898,662.4637,NA,6088,NA,NA
16.12,580.9641,NA,6086,NA,NA
10.4,990.7105,NA,6078,NA,NA
6.827,790.5025,NA,6078,NA,NA
2.703,596.3261,NA,6075,NA,NA
7.198,916.5717,NA,6072,NA,NA
2.328,480.3098,NA,6068,NA,NA
3.481,595.3188,NA,6063,NA,NA
0.65,415.2341,NA,6059,NA,NA
5.535,909.4893,NA,6059,NA,NA
14.317,994.835,NA,6056,NA,NA
8.873,864.6125,NA,6045,NA,NA
2.149,583.2939,NA,6043,NA,NA
8.399,1476.0443,NA,6025,NA,NA
6.62,836.5227,NA,6019,NA,NA
7.765,773.5807,773.5814,6007,Sphingomyelin,SM d36:2
1.82,503.3165,NA,5995,NA,NA
7.214,1476.0031,NA,5989,NA,NA
5.369,1063.448,NA,5984,NA,NA
6.016,818.5553,NA,5984,NA,NA
7.727,759.5178,NA,5973,NA,NA
3.723,621.3342,NA,5971,NA,NA
10.367,987.6334,NA,5968,NA,NA
16.286,724.8728,NA,5967,NA,NA
7.433,709.4817,709.4814,5967,Phosphatidylmethanol,PMeOH 16:0_20:4
5.684,790.5656,NA,5952,NA,NA
0.747,325.202,NA,5949,NA,NA
9.895,839.6351,NA,5947,NA,NA
13.806,1164.8611,NA,5944,NA,NA
6.066,590.2557,NA,5936,NA,NA
1.781,293.1791,NA,5917,NA,NA
0.765,593.3338,NA,5906,NA,NA
10.524,961.6197,NA,5904,NA,NA
14.502,1432.0251,NA,5891,NA,NA
3.761,410.2349,NA,5891,NA,NA
13.607,1459.96,NA,5887,NA,NA
8.057,1454.0207,NA,5878,NA,NA
10.076,667.5627,NA,5878,NA,NA
0.751,471.3112,NA,5875,NA,NA
10.714,686.5755,NA,5874,NA,NA
1.821,450.2636,450.2626,5868,Lysophosphatidylethanolamine,LPE 16:1
6.789,1167.7001,NA,5864,NA,NA
10.376,874.6652,NA,5856,NA,NA
10.486,592.5672,592.5674,5849,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_20:0
8.569,701.5131,NA,5842,NA,NA
8.709,762.545,NA,5837,NA,NA
4.478,472.1766,NA,5815,NA,NA
10.012,708.6145,NA,5811,NA,NA
13.942,992.8199,NA,5800,NA,NA
13.668,1485.9767,NA,5788,NA,NA
3.696,384.2578,NA,5770,NA,NA
5.803,841.5005,NA,5763,NA,NA
0.696,705.3483,NA,5760,NA,NA
3.955,327.2332,NA,5759,NA,NA
3.753,1227.7007,NA,5759,NA,NA
11.176,730.6464,NA,5754,NA,NA
10.909,926.6558,NA,5753,NA,NA
1.713,612.3473,NA,5751,NA,NA
10.101,663.5683,NA,5751,NA,NA
7.194,1494.0509,NA,5749,NA,NA
1.62,295.2279,NA,5749,NA,NA
5.893,746.2445,NA,5744,NA,NA
0.735,673.323,NA,5743,NA,NA
0.567,698.3089,NA,5738,NA,NA
2.052,666.0601,NA,5724,NA,NA
9.392,297.1529,NA,5718,NA,NA
10.903,785.6536,NA,5717,NA,NA
1.189,306.0766,NA,5712,NA,NA
12.113,828.6491,NA,5712,NA,NA
5.13,465.3409,NA,5709,NA,NA
7.184,339.1998,NA,5707,NA,NA
6.857,842.5168,NA,5705,NA,NA
9.325,1478.0942,NA,5696,NA,NA
8.696,727.5287,NA,5695,NA,NA
4.618,931.6161,NA,5678,NA,NA
10.852,776.6018,NA,5677,NA,NA
5.106,574.414,NA,5675,NA,NA
1.563,531.2725,531.2728,5665,Lysophosphatidylglycerol,LPG 20:4
8.714,848.5644,NA,5664,NA,NA
10.839,901.6628,NA,5654,NA,NA
10.262,836.6382,NA,5648,NA,NA
14.589,311.1687,NA,5642,NA,NA
8.599,572.4811,NA,5638,NA,NA
0.867,517.3157,NA,5637,NA,NA
11.239,1026.7518,NA,5634,NA,NA
7.787,806.5453,NA,5630,NA,NA
9.091,815.6277,NA,5627,NA,NA
11.186,654.6038,NA,5627,NA,NA
5.854,711.423,NA,5623,NA,NA
4.318,587.3734,NA,5607,NA,NA
2.948,584.3568,NA,5605,NA,NA
10.575,806.6068,806.6069,5605,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_24:4
5.329,1137.4519,NA,5599,NA,NA
8.371,687.4961,NA,5593,NA,NA
8.96,1466.8739,NA,5591,NA,NA
6.693,874.4844,NA,5584,NA,NA
10.11,1173.7987,NA,5576,NA,NA
1.214,239.1653,NA,5575,NA,NA
9.799,890.6374,NA,5574,NA,NA
16.29,316.948,NA,5561,NA,NA
9.399,796.3871,NA,5560,NA,NA
13.606,311.1688,NA,5557,NA,NA
8.975,800.5595,NA,5554,NA,NA
0.484,215.0329,NA,5553,NA,NA
3.81,488.2604,NA,5544,NA,NA
4.465,752.5149,NA,5543,NA,NA
0.952,468.97,NA,5543,NA,NA
5.263,618.4413,NA,5540,NA,NA
12.949,1198.8446,NA,5540,NA,NA
4.476,585.4861,585.4888,5538,Fatty acid ester of hydroxyl fatty acid,FAHFA 18:1_20:3
0.599,462.2864,NA,5535,NA,NA
7.539,822.5282,NA,5526,NA,NA
8.375,836.5053,NA,5523,NA,NA
1.131,485.3273,NA,5520,NA,NA
5.278,602.4454,NA,5516,NA,NA
10.148,655.5072,NA,5508,NA,NA
6.937,868.5332,NA,5501,NA,NA
8.235,864.6127,864.6124,5498,Ether-linked phosphatidylcholine,EtherPC 18:1e_22:5
13.345,711.4788,NA,5495,NA,NA
5.515,546.4196,NA,5489,NA,NA
10.632,990.6474,NA,5489,NA,NA
7.148,690.5075,NA,5484,NA,NA
3.643,513.3364,NA,5481,NA,NA
5.56,870.5279,870.5291,5481,Phosphatidylcholine,PC 18:4_22:6
6.176,938.5912,NA,5475,NA,NA
14.191,954.8484,NA,5473,NA,NA
7.614,685.482,685.4814,5473,Phosphatidylmethanol,PMeOH 16:0_18:2
4.499,1194.9255,NA,5461,NA,NA
10.407,1374.1637,NA,5459,NA,NA
2.583,670.2885,NA,5457,NA,NA
0.998,154.0623,NA,5449,NA,NA
9.804,714.5431,NA,5448,NA,NA
11.021,868.688,NA,5448,NA,NA
11.952,672.6064,NA,5446,NA,NA
10.114,755.606,NA,5445,NA,NA
9.285,866.5937,NA,5434,NA,NA
2.072,279.2331,NA,5431,NA,NA
0.687,669.3857,NA,5430,NA,NA
7.182,531.3493,NA,5429,NA,NA
14.786,530.9672,NA,5426,NA,NA
10.997,730.576,NA,5424,NA,NA
13.722,1421.9519,NA,5424,NA,NA
10.108,706.5991,706.5991,5416,Ceramide alpha-hydroxy fatty acid-sphingosine,Cer_AS d42:3
11.7,779.5372,NA,5406,NA,NA
2.234,502.2933,502.2939,5397,Lysophosphatidylethanolamine,LPE 20:3
14.299,1463.9915,NA,5394,NA,NA
4.466,437.3095,NA,5392,NA,NA
0.596,227.1402,NA,5390,NA,NA
4.216,561.3582,NA,5388,NA,NA
1.949,486.3434,NA,5388,NA,NA
14.256,928.834,NA,5386,NA,NA
8.49,827.6183,NA,5385,NA,NA
3.903,574.3128,NA,5384,NA,NA
9.879,1127.7313,1127.7322,5379,Hemibismonoacylglycerophosphate,HBMP 62:14
3.721,994.9388,NA,5379,NA,NA
3.932,547.3488,NA,5375,NA,NA
4.626,669.2673,NA,5369,NA,NA
6.146,642.4382,NA,5367,NA,NA
3.159,729.278,NA,5366,NA,NA
8.368,1464.0415,NA,5365,NA,NA
0.583,158.0824,NA,5362,NA,NA
4.481,505.3445,NA,5362,NA,NA
10.167,879.667,NA,5356,NA,NA
9.578,1360.1132,NA,5350,NA,NA
13.82,739.0056,NA,5347,NA,NA
9.567,1292.0859,NA,5339,NA,NA
8.394,792.5464,NA,5338,NA,NA
9.08,1472.8816,NA,5332,NA,NA
11.107,824.6033,NA,5330,NA,NA
7.003,1492.0355,NA,5329,NA,NA
11.431,771.6386,NA,5322,NA,NA
16.286,520.9104,NA,5320,NA,NA
1.105,633.3644,NA,5318,NA,NA
10.653,609.5576,NA,5309,NA,NA
3.645,378.3015,NA,5307,NA,NA
8.029,832.5101,NA,5307,NA,NA
1.998,243.1965,NA,5305,NA,NA
5.689,879.5028,NA,5272,NA,NA
6.9,918.5473,NA,5263,NA,NA
9.179,690.5291,NA,5255,NA,NA
0.477,541.1574,NA,5254,NA,NA
12.689,710.6662,NA,5251,NA,NA
4.124,380.317,NA,5251,NA,NA
0.575,188.0602,NA,5243,NA,NA
16.094,794.9507,NA,5242,NA,NA
3.339,851.5072,NA,5230,NA,NA
1.355,481.2574,481.2572,5228,Lysophosphatidylglycerol,LPG 16:1
10.589,638.5888,NA,5225,NA,NA
9.862,581.5261,NA,5223,NA,NA
14.76,325.1842,NA,5223,NA,NA
10.783,700.6017,NA,5222,NA,NA
7.873,803.54,NA,5218,NA,NA
10.016,979.6334,NA,5217,NA,NA
11.753,926.691,NA,5213,NA,NA
8.472,866.5912,NA,5211,NA,NA
7.011,951.5205,NA,5207,NA,NA
2.66,640.3465,NA,5206,NA,NA
10.937,820.6437,NA,5205,NA,NA
3.92,423.2934,NA,5200,NA,NA
9.158,841.6429,841.644,5195,Sphingomyelin,SM d16:2_25:1
12.22,666.6403,NA,5193,NA,NA
3.894,392.3166,NA,5190,NA,NA
2.74,275.2017,NA,5189,NA,NA
13.982,1461.9762,NA,5186,NA,NA
2.708,896.5284,NA,5185,NA,NA
4.418,158.9786,NA,5184,NA,NA
14.362,1083.9056,NA,5182,NA,NA
11.298,699.6359,NA,5174,NA,NA
8.122,1271.0637,NA,5171,NA,NA
0.642,613.263,NA,5170,NA,NA
11.412,856.7048,NA,5159,NA,NA
10.364,626.5728,NA,5150,NA,NA
13.826,1203.8818,NA,5150,NA,NA
10.121,666.5577,NA,5140,NA,NA
11.678,702.6182,NA,5131,NA,NA
3.476,511.3041,NA,5127,NA,NA
7.233,721.5701,NA,5126,NA,NA
8.165,854.516,NA,5125,NA,NA
5.744,782.4761,NA,5123,NA,NA
1.975,479.2651,NA,5116,NA,NA
12.562,680.6588,NA,5113,NA,NA
11.791,794.6225,NA,5113,NA,NA
12.97,1161.8387,NA,5112,NA,NA
1.762,429.2493,NA,5110,NA,NA
3.744,612.3514,NA,5103,NA,NA
14.502,908.8205,NA,5099,NA,NA
4.457,463.343,NA,5094,NA,NA
6.345,793.5024,NA,5086,NA,NA
0.742,473.327,NA,5085,NA,NA
15.18,580.9639,NA,5083,NA,NA
3.648,599.1822,NA,5077,NA,NA
1.546,583.2885,NA,5069,NA,NA
12.295,700.6208,NA,5067,NA,NA
3.83,1051.5958,NA,5063,NA,NA
0.695,757.4522,NA,5054,NA,NA
2.633,444.3326,NA,5052,NA,NA
3.936,829.5248,NA,5050,NA,NA
6.855,669.4507,669.4501,5049,Phosphatidic acid,PA 16:1_18:2
4.48,905.8281,NA,5048,NA,NA
6.841,756.4821,NA,5046,NA,NA
11.621,723.6254,NA,5045,NA,NA
4.214,551.3286,NA,5041,NA,NA
4.443,785.4391,785.4399,5037,Phosphatidylglycerol,PG 16:4_22:6
12.924,1421.9133,NA,5032,NA,NA
8.801,649.5134,NA,5031,NA,NA
5.718,832.5384,NA,5027,NA,NA
11.117,826.5938,NA,5024,NA,NA
0.476,323.0891,NA,5011,NA,NA
9.608,707.5579,NA,5010,NA,NA
0.72,675.3383,NA,5009,NA,NA
8.944,1434.0541,NA,5008,NA,NA
3.837,592.3373,NA,4998,NA,NA
3.821,1071.6617,NA,4996,NA,NA
1.781,1131.6624,NA,4993,NA,NA
4.459,601.4108,NA,4993,NA,NA
0.963,629.3327,NA,4991,NA,NA
14.631,960.8949,NA,4986,NA,NA
14.356,1109.9203,NA,4984,NA,NA
1.922,297.2438,NA,4979,NA,NA
11.769,724.6278,NA,4974,NA,NA
6.571,792.5818,NA,4964,NA,NA
7.553,810.5634,NA,4963,NA,NA
5.829,572.4346,NA,4962,NA,NA
6.16,758.4773,NA,4961,NA,NA
15.805,594.9633,NA,4954,NA,NA
0.522,293.0329,NA,4951,NA,NA
10.109,885.5491,NA,4949,NA,NA
6.169,890.517,NA,4944,NA,NA
5.972,880.5123,NA,4941,NA,NA
0.78,163.0337,NA,4927,NA,NA
9.194,649.5136,NA,4924,NA,NA
10.814,975.6333,NA,4920,NA,NA
2.671,927.5453,NA,4918,NA,NA
3.774,309.2802,NA,4917,NA,NA
10.265,764.6023,NA,4916,NA,NA
7.981,1438.0714,NA,4914,NA,NA
14.033,1487.9938,NA,4914,NA,NA
2.186,483.2722,483.2728,4910,Lysophosphatidylglycerol,LPG 16:0
10.839,772.607,NA,4910,NA,NA
2.643,784.9937,NA,4898,NA,NA
9.016,942.6114,NA,4891,NA,NA
8.753,827.6295,NA,4888,NA,NA
13.994,966.8042,NA,4888,NA,NA
10.117,914.5504,NA,4877,NA,NA
3.754,698.3203,NA,4877,NA,NA
8.989,954.6085,NA,4870,NA,NA
11.151,791.5366,NA,4868,NA,NA
12.921,735.478,NA,4854,NA,NA
11.384,800.618,NA,4848,NA,NA
10.745,1189.765,NA,4848,NA,NA
8.489,630.5129,NA,4843,NA,NA
5.608,828.4826,828.4821,4837,Phosphatidylserine,PS 20:4_20:5
9.237,810.6011,NA,4832,NA,NA
10.252,795.6159,NA,4828,NA,NA
5.138,718.2131,NA,4819,NA,NA
3.927,471.2549,NA,4816,NA,NA
9.808,874.5132,NA,4816,NA,NA
8.769,630.5138,NA,4813,NA,NA
4.369,567.3517,NA,4804,NA,NA
4.38,548.3184,NA,4798,NA,NA
2.386,339.2001,NA,4795,NA,NA
5.038,923.5062,NA,4788,NA,NA
8.074,862.5223,NA,4787,NA,NA
8.602,954.6088,NA,4786,NA,NA
7.196,589.4505,NA,4783,NA,NA
10.08,616.5271,NA,4773,NA,NA
1.461,317.2119,NA,4773,NA,NA
9.15,866.6284,NA,4773,NA,NA
4.534,813.5975,NA,4773,NA,NA
3.757,558.3328,NA,4759,NA,NA
6.631,746.5083,746.513,4748,Ether-linked phosphatidylethanolamine,EtherPE 22:6e_16:1
5.616,935.5038,NA,4748,NA,NA
9.361,1233.7334,NA,4745,NA,NA
9.21,746.5498,NA,4744,NA,NA
12.706,1467.9305,NA,4740,NA,NA
10.413,1348.1503,NA,4735,NA,NA
0.498,282.0846,NA,4735,NA,NA
11.297,914.6851,NA,4732,NA,NA
7.385,852.5392,NA,4721,NA,NA
4.133,605.3689,NA,4717,NA,NA
7.772,697.4809,NA,4716,NA,NA
10.163,297.1532,NA,4715,NA,NA
4.314,708.4868,NA,4714,NA,NA
11.26,989.6579,NA,4714,NA,NA
11.263,876.6805,NA,4705,NA,NA
12.114,1004.7677,NA,4704,NA,NA
14.46,257.0521,NA,4704,NA,NA
11.388,1057.6342,NA,4701,NA,NA
3.335,715.5318,NA,4699,NA,NA
5.097,522.3715,NA,4695,NA,NA
13.739,1139.8533,NA,4692,NA,NA
3.911,559.473,559.4732,4690,Fatty acid ester of hydroxyl fatty acid,FAHFA 18:2_18:1
9.521,722.5499,NA,4686,NA,NA
5.407,619.4211,NA,4682,NA,NA
14.378,946.8347,NA,4682,NA,NA
9.133,1488.1368,NA,4677,NA,NA
10.605,870.6227,NA,4676,NA,NA
2.738,489.2492,NA,4673,NA,NA
10.821,1049.641,NA,4670,NA,NA
5.417,923.4596,NA,4667,NA,NA
5.324,650.4402,650.4402,4663,Ether-linked phosphatidylcholine,EtherPC 24:1e
2.727,506.2393,NA,4661,NA,NA
10.456,1402.1932,NA,4658,NA,NA
11.091,978.6487,NA,4657,NA,NA
0.817,267.1601,NA,4656,NA,NA
1.553,595.2892,595.2889,4656,Lysophosphatidylinositol,LPI 18:2
11.907,890.6847,890.6856,4656,Phosphatidylcholine,PC 16:0_24:0
7.733,767.5302,NA,4654,NA,NA
6.684,844.4681,NA,4652,NA,NA
1.589,353.2005,NA,4651,NA,NA
3.87,610.2673,NA,4646,NA,NA
6.628,1010.5355,NA,4646,NA,NA
13.346,832.4964,NA,4640,NA,NA
10.202,638.574,638.5729,4635,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_20:0
0.613,302.1013,NA,4632,NA,NA
13.612,1412.968,NA,4625,NA,NA
14.228,902.8177,NA,4623,NA,NA
5.704,566.4428,NA,4619,NA,NA
9.408,1209.7357,NA,4617,NA,NA
8.729,796.5739,NA,4615,NA,NA
10.414,1400.1814,NA,4613,NA,NA
4.214,515.352,NA,4608,NA,NA
11.689,634.6145,634.6144,4607,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_23:0
9.074,1326.0923,NA,4606,NA,NA
4.392,533.4548,NA,4602,NA,NA
14.562,1115.922,NA,4598,NA,NA
14.468,1151.9669,NA,4598,NA,NA
9.971,894.6564,NA,4594,NA,NA
5.937,876.4803,NA,4594,NA,NA
8.752,784.5863,NA,4591,NA,NA
9.576,876.5973,NA,4590,NA,NA
10.604,808.666,NA,4587,NA,NA
8.043,1486.0243,NA,4586,NA,NA
10.079,956.6654,NA,4586,NA,NA
1.797,1107.6627,NA,4584,NA,NA
3.651,593.1657,NA,4582,NA,NA
0.637,541.2665,NA,4578,NA,NA
4.425,304.9142,NA,4574,NA,NA
12.09,783.5239,NA,4572,NA,NA
0.682,369.2286,NA,4563,NA,NA
5.981,586.4509,NA,4560,NA,NA
7.999,1464.0857,NA,4552,NA,NA
7.409,908.4878,NA,4551,NA,NA
7.203,869.5159,NA,4550,NA,NA
11.211,1000.7377,NA,4549,NA,NA
14.562,924.8363,NA,4547,NA,NA
10.087,774.5842,NA,4542,NA,NA
11.058,649.5131,NA,4540,NA,NA
10.696,690.621,NA,4537,NA,NA
5.696,538.4031,NA,4536,NA,NA
3.29,443.3017,NA,4536,NA,NA
4.67,538.4113,NA,4536,NA,NA
12.367,808.6649,NA,4523,NA,NA
8.182,937.5818,NA,4522,NA,NA
10.602,743.6068,NA,4518,NA,NA
0.645,743.3757,NA,4517,NA,NA
11.642,1028.7669,NA,4516,NA,NA
14.347,1415.9917,NA,4515,NA,NA
12.13,1030.784,NA,4508,NA,NA
3.652,412.2104,NA,4500,NA,NA
9.408,1133.7025,NA,4500,NA,NA
11.564,729.637,NA,4496,NA,NA
10.117,944.7023,NA,4496,NA,NA
9.176,687.5193,NA,4494,NA,NA
1.894,440.2441,NA,4493,NA,NA
6.772,890.4508,NA,4490,NA,NA
6.917,803.5231,NA,4486,NA,NA
6.184,990.5466,NA,4475,NA,NA
2.707,541.27,NA,4470,NA,NA
12.734,790.654,NA,4470,NA,NA
10.166,930.6503,NA,4469,NA,NA
10.95,1043.6186,NA,4468,NA,NA
2.028,499.3062,NA,4466,NA,NA
12.948,1186.846,NA,4460,NA,NA
11.999,726.6605,726.6617,4458,Ceramide alpha-hydroxy fatty acid-dihydrosphingosine,Cer_ADS d28:0_15:0
0.494,354.0476,NA,4455,NA,NA
1.297,373.1591,NA,4443,NA,NA
6.212,852.4802,NA,4441,NA,NA
1.252,334.206,NA,4439,NA,NA
14.334,942.8494,NA,4435,NA,NA
14.083,990.8493,NA,4435,NA,NA
12.53,1442.9182,NA,4431,NA,NA
3.796,418.3091,NA,4426,NA,NA
6.37,949.5055,NA,4425,NA,NA
4.621,468.3039,NA,4419,NA,NA
9.731,1456.8878,NA,4418,NA,NA
11.18,1131.7639,1131.7635,4415,Hemibismonoacylglycerophosphate,HBMP 62:12
7.691,1491.0913,NA,4415,NA,NA
0.745,635.281,NA,4414,NA,NA
6.06,776.4983,NA,4413,NA,NA
11.861,1009.749,1009.7478,4413,Hemibismonoacylglycerophosphate,HBMP 52:3
6.49,901.5437,NA,4412,NA,NA
9.659,653.5478,NA,4408,NA,NA
0.887,365.09,NA,4407,NA,NA
4.618,663.2499,NA,4401,NA,NA
5.219,562.2244,NA,4394,NA,NA
7.262,664.4764,NA,4393,NA,NA
9.247,918.6096,NA,4391,NA,NA
8.973,1460.0818,NA,4388,NA,NA
4.495,732.3675,NA,4387,NA,NA
5.465,818.5549,NA,4385,NA,NA
5.792,597.393,NA,4384,NA,NA
11.874,1028.7669,NA,4383,NA,NA
11.086,891.6894,NA,4372,NA,NA
10.694,1024.7363,NA,4368,NA,NA
2.764,345.2432,NA,4366,NA,NA
0.829,330.1743,NA,4357,NA,NA
8.207,598.505,NA,4338,NA,NA
6.379,802.4632,NA,4334,NA,NA
12.701,1032.7992,NA,4334,NA,NA
10.468,618.5828,618.5831,4320,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:2_22:0
13.191,339.2,NA,4320,NA,NA
6.967,710.476,NA,4320,NA,NA
3.138,325.2173,NA,4319,NA,NA
10.728,782.612,NA,4318,NA,NA
3.878,752.2594,NA,4318,NA,NA
9.405,889.5773,NA,4315,NA,NA
8.537,937.5804,NA,4313,NA,NA
3.833,1119.583,NA,4312,NA,NA
0.728,493.187,NA,4310,NA,NA
4.747,669.458,NA,4309,NA,NA
5.838,929.5195,NA,4306,NA,NA
7,618.2873,NA,4302,NA,NA
4.458,595.3178,NA,4301,NA,NA
16.104,630.9602,NA,4298,NA,NA
4.396,756.4739,NA,4295,NA,NA
0.821,540.2993,NA,4289,NA,NA
4.91,582.4141,NA,4288,NA,NA
7.675,748.5873,NA,4285,NA,NA
8.353,862.5219,NA,4275,NA,NA
3.564,358.2423,NA,4275,NA,NA
4.392,460.2131,NA,4274,NA,NA
6.553,562.3157,NA,4271,NA,NA
1.785,385.1244,NA,4270,NA,NA
11.473,1057.747,NA,4268,NA,NA
6.089,940.5323,NA,4267,NA,NA
0.737,693.3494,NA,4260,NA,NA
9.597,564.5355,564.5361,4258,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_18:0
10.195,776.3972,NA,4254,NA,NA
10.604,746.5707,NA,4244,NA,NA
13.798,1470.966,NA,4242,NA,NA
4.394,446.1612,NA,4242,NA,NA
5.594,648.4484,NA,4241,NA,NA
9.227,904.5302,NA,4241,NA,NA
4.457,450.3354,NA,4238,NA,NA
1.738,267.1965,NA,4236,NA,NA
0.71,489.226,NA,4229,NA,NA
4.278,299.2593,NA,4226,NA,NA
14.291,1437.9765,NA,4220,NA,NA
3.234,328.2314,NA,4218,NA,NA
6.897,675.5206,NA,4218,NA,NA
4.399,613.3892,NA,4209,NA,NA
9.969,914.6112,NA,4206,NA,NA
6.512,978.5027,NA,4204,NA,NA
