"","Lipid","sig_FDR","diffexpressed","FC","p_val","log_p","delabel","label","log_FC","q_val","my_color"
"1","6.626_773.5573",TRUE,"UP",2.213667109,1.10877e-06,5.95515853328306,NA,NA,1.14643828611956,0.000154039832142857,"red"
"2","8.674_638.4886",TRUE,"UP",1.809922736,2.31387e-06,5.63566104463605,NA,NA,0.855928111248343,0.00030003181,"red"
"3","6.264_771.5417",TRUE,"UP",2.109140428,5.88312e-06,5.23039229306992,NA,NA,1.07665515394365,0.000715166775,"red"
"4","7.131_739.5155",TRUE,"UP",1.752389844,9.45928e-06,5.02414191898162,NA,NA,0.809323758638319,0.00108225291764706,"red"
"5","7.349_775.572",TRUE,"UP",2.45793293,2.92696e-05,4.53358321261847,NA,NA,1.29744554920262,0.00314141044736842,"red"
"6","8.367_537.5122",TRUE,"UP",1.314291074,3.06873e-05,4.51304132097465,NA,NA,0.394284822473153,0.00314141044736842,"red"
"7","9.955_719.6429",TRUE,"UP",2.592554857,4.1261e-05,4.38446025069105,NA,NA,1.37437451597565,0.00401263225,"red"
"8","9.346_565.5439",TRUE,"UP",1.887689928,5.36923e-05,4.27008799190352,NA,NA,0.916621807033073,0.0048625,"red"
"9","10.982_738.5791",TRUE,"UP",2.250529344,6.28683e-05,4.20156828309822,NA,NA,1.1702643757287,0.0048625,"red"
"10","8.202_1248.9032",TRUE,"UP",2.170692504,0.000116047,3.93536608226783,NA,NA,1.11815537110544,0.00550515646341463,"red"
"11","7.85_636.473",TRUE,"UP",1.621190313,0.000159865,3.79624660799037,NA,NA,0.697053460075103,0.00724198647727273,"red"
"12","9.112_771.6142",TRUE,"UP",1.867839099,0.000161292,3.79238717285913,NA,NA,0.901370182524714,0.00724198647727273,"red"
"13","8.245_602.4323",TRUE,"UP",1.994702771,0.000163829,3.78560921963784,NA,NA,0.996173787675144,0.00724198647727273,"red"
"14","7.551_626.43",TRUE,"UP",2.253727086,0.000180894,3.7425758378395,NA,NA,1.17231282362335,0.00762745098039216,"red"
"15","6.993_632.4416",TRUE,"UP",4.042510822,0.000196211,3.70727664881444,NA,NA,2.01525163586958,0.00762745098039216,"red"
"16","8.223_581.5016",TRUE,"UP",2.077010011,0.000246252,3.60862023357985,NA,NA,1.05450816985865,0.00897692307692308,"red"
"17","6.683_729.5313",TRUE,"UP",1.747804288,0.000268903,3.57040435256964,NA,NA,0.805543646772375,0.00897692307692308,"red"
"18","7.555_610.4578",TRUE,"UP",2.561533666,0.000310825,3.50748405767871,NA,NA,1.35700785312454,0.00915991856060606,"red"
"19","7.681_783.5782",TRUE,"UP",1.333163598,0.000318112,3.49741994788262,NA,NA,0.414853830345183,0.00923474388059702,"red"
"20","7.579_605.5019",TRUE,"UP",2.078596839,0.000342503,3.46533562014896,NA,NA,1.05560996272802,0.00948780487804878,"red"
"21","6.976_708.4732",TRUE,"UP",1.520821341,0.000381846,3.41811175445781,NA,NA,0.604850681930011,0.00948780487804878,"red"
"22","7.868_652.4473",TRUE,"UP",1.823401526,0.000382003,3.41793322641204,NA,NA,0.866632288082238,0.00948780487804878,"red"
"23","7.517_584.4416",TRUE,"UP",4.783666604,0.000384616,3.4149726531002,NA,NA,2.25811684490461,0.00948780487804878,"red"
"24","8.275_612.473",TRUE,"UP",2.500876729,0.000408911,3.3883712064546,NA,NA,1.32243394722566,0.00958231198795181,"red"
"25","8.803_827.4996",TRUE,"UP",1.367142203,0.000556921,3.2542064057192,NA,NA,0.451163312360889,0.012170913988764,"red"
"26","7.68_1184.3436",TRUE,"UP",1.60876056,0.000565053,3.24791081496282,NA,NA,0.685949618413113,0.0122114231666667,"red"
"27","6.122_753.5309",TRUE,"UP",1.677294667,0.000618865,3.2084040782002,NA,NA,0.746136163723592,0.0126704465789474,"red"
"28","8.083_891.6467",TRUE,"UP",1.277460688,0.000645991,3.18977353258938,NA,NA,0.353278894998432,0.0130880468229167,"red"
"29","8.634_819.6141",TRUE,"UP",1.416152142,0.000726102,3.13900236700569,NA,NA,0.501976267340382,0.0138457685294118,"red"
"30","8.281_607.5175",TRUE,"UP",2.637725661,0.000747136,3.12660033704197,NA,NA,1.39929452361288,0.0141085390291262,"red"
"31","7.089_608.4423",TRUE,"UP",1.929053891,0.000798814,3.09755433229725,NA,NA,0.947893447789521,0.0141454545454545,"red"
"32","7.964_602.528",TRUE,"UP",1.924949869,0.000866757,3.06210264225986,NA,NA,0.944820874541647,0.0144669421487603,"red"
"33","7.815_674.4889",TRUE,"UP",4.756593153,0.000887446,3.05185806375514,NA,NA,2.24992863214276,0.0144669421487603,"red"
"34","8.273_628.447",TRUE,"UP",2.046248832,0.000892123,3.04957526385411,NA,NA,1.03298159320851,0.0144669421487603,"red"
"35","10.01_668.5355",TRUE,"UP",1.548864332,0.000937348,3.02809914292106,NA,NA,0.631210781233593,0.0149437857377049,"red"
"36","9.666_567.5611",TRUE,"UP",3.631052002,0.001098179,2.95932686537197,NA,NA,1.8603875917989,0.0169801587301587,"red"
"37","10.983_1059.8815",TRUE,"UP",1.433287591,0.001116894,2.9519880421033,NA,NA,0.519328117263002,0.0171051876377953,"red"
"38","8.577_638.5448",TRUE,"UP",1.381537119,0.001146905,2.94047255392477,NA,NA,0.466274324856022,0.0174275798828125,"red"
"39","5.791_777.5311",TRUE,"UP",1.313827956,0.001248505,2.90360971405107,NA,NA,0.393776369057432,0.0182582122180451,"red"
"40","7.196_634.4574",TRUE,"UP",2.262853811,0.001280583,2.89259226782124,NA,NA,1.17814338400478,0.0185875666791045,"red"
"41","9.87_773.632",TRUE,"UP",2.023461631,0.00132405,2.87809561435698,NA,NA,1.01682549279738,0.0187976441605839,"red"
"42","10.76_660.51",TRUE,"UP",1.521509604,0.001362732,2.86558954575398,NA,NA,0.605503440391742,0.0192066213043478,"red"
"43","9.188_618.5226",TRUE,"UP",1.708963614,0.001614411,2.79198589197496,NA,NA,0.773121680536238,0.0219582475174825,"red"
"44","7.815_602.5276",TRUE,"UP",1.753382494,0.001670172,2.77723880142464,NA,NA,0.810140749094366,0.0224931972789116,"red"
"45","7.193_832.4484",TRUE,"DOWN",4.10438e-07,0.001714483,2.76586681678572,NA,NA,-21.2163323565764,0.0225315502364865,"blue"
"46","9.193_656.4783",TRUE,"UP",1.357640471,0.001793858,2.7462119382469,NA,NA,0.441101477094521,0.0232802516339869,"red"
"47","9.389_640.5036",TRUE,"DOWN",1.29642e-07,0.001814037,2.74135385909954,NA,NA,-22.8789634816719,0.0232802516339869,"blue"
"48","7.699_821.5333",TRUE,"UP",1.295665018,0.0018259,2.73852301137863,NA,NA,0.373692771202362,0.0232802516339869,"red"
"49","6.913_871.5318",TRUE,"UP",1.220056958,0.0018313,2.73724050459388,NA,NA,0.286948501153733,0.0232802516339869,"red"
"50","7.258_574.4003",TRUE,"UP",1.932562894,0.002129976,2.67162529004778,NA,NA,0.950515366484094,0.0263872822929936,"red"
"51","7.5_757.5627",TRUE,"UP",1.866856233,0.002223752,2.6529136483117,NA,NA,0.900610829586527,0.02719547625,"red"
"52","8.275_310.2505",TRUE,"UP",1.78455672,0.00223716,2.65030295437802,NA,NA,0.835565756451254,0.02719547625,"red"
"53","7.75_652.4471",TRUE,"UP",1.727570479,0.002255937,2.64667303276245,NA,NA,0.788744568865149,0.0272534004037267,"red"
"54","6.753_755.5472",TRUE,"UP",1.847946995,0.002294847,2.63924626405732,NA,NA,0.885923376262989,0.0274447852760736,"red"
"55","7.852_631.5178",TRUE,"UP",1.982660238,0.00253748,2.59559737210292,NA,NA,0.987437468817517,0.0290632183908046,"red"
"56","8.171_678.4627",TRUE,"UP",1.6625259,0.002634801,2.5792521804004,NA,NA,0.733376816108866,0.0292839311142857,"red"
"57","8.621_743.5468",TRUE,"UP",1.907864764,0.002808494,2.55152649960328,NA,NA,0.93195891179352,0.0302416014640884,"red"
"58","9.534_745.5624",TRUE,"UP",1.84248328,0.002814257,2.55063624500171,NA,NA,0.881651527341765,0.0302416014640884,"red"
"59","8.429_1398.0652",TRUE,"UP",1.234790036,0.003092141,2.50974071070269,NA,NA,0.304265746446477,0.0319021164021164,"red"
"60","7.408_579.4868",TRUE,"UP",4.20582304,0.003147272,2.50206572197576,NA,NA,2.07238814995433,0.0322181265263158,"red"
"61","6.957_653.5017",TRUE,"UP",1.978354841,0.003179378,2.49765783523245,NA,NA,0.984301213477302,0.0323763885340314,"red"
"62","6.749_964.4663",TRUE,"UP",1.502957506,0.003357625,2.47396781014109,NA,NA,0.587804219666967,0.0338372053108808,"red"
"63","8.242_586.4578",TRUE,"UP",2.134405712,0.00337659,2.4715216700568,NA,NA,1.0938344325155,0.0338529255154639,"red"
"64","6.912_819.5185",TRUE,"UP",1.172926503,0.003416873,2.4663711629701,NA,NA,0.230112615174219,0.0340811178717949,"red"
"65","8.714_539.5281",TRUE,"UP",1.357405151,0.003479823,2.45844284573108,NA,NA,0.440851392900634,0.0345240264467005,"red"
"66","7.261_429.3734",TRUE,"UP",1.248033891,0.003496778,2.45633193887618,NA,NA,0.319657111855409,0.0345240264467005,"red"
"67","6.994_674.4325",TRUE,"UP",3.182388794,0.003640526,2.43883586294607,NA,NA,1.67011010119722,0.0352279754726368,"red"
"68","8.432_785.594",TRUE,"UP",1.363857197,0.00401266,2.39656763727075,NA,NA,0.447692594534155,0.0377034961352657,"red"
"69","8.031_787.5363",TRUE,"UP",1.602748342,0.004254369,2.37116484454287,NA,NA,0.680547916290482,0.0394035605,"red"
"70","7.992_636.4729",TRUE,"UP",2.990781888,0.0043194,2.36457657605232,NA,NA,1.58052270130495,0.0396284575471698,"red"
"71","8.084_1306.3672",TRUE,"UP",2.25801702,0.004746211,2.3236529584704,NA,NA,1.17505636059145,0.0425409234792627,"red"
"72","7.909_790.5643",TRUE,"UP",4.202587999,0.004935095,2.30670448279603,NA,NA,2.07127802871587,0.0434333021493213,"red"
"73","6.916_781.5628",TRUE,"UP",1.228067448,0.005056286,2.2961683689209,NA,NA,0.296389798674641,0.0436982378854626,"red"
"74","9.018_588.4733",TRUE,"UP",1.819370778,0.005068238,2.29514299922274,NA,NA,0.863439586459052,0.0436982378854626,"red"
"75","10.062_637.5646",TRUE,"UP",1.366445739,0.00523402,2.28116462218658,NA,NA,0.450428172170035,0.0444548860262009,"red"
"76","9.183_640.5046",TRUE,"UP",1.444932975,0.005353671,2.2713483210973,NA,NA,0.531002573087354,0.0448846153846154,"red"
"77","5.596_821.5574",TRUE,"UP",1.586486293,0.005370938,2.26994986092059,NA,NA,0.66583505664392,0.0448846153846154,"red"
"78","10.882_562.4154",TRUE,"DOWN",0.867270825,0.005386958,2.26865641046469,NA,NA,-0.205445516811839,0.0448846153846154,"blue"
"79","8.883_777.5686",TRUE,"UP",1.533078564,0.005517989,2.25821916961328,NA,NA,0.616431631105586,0.0452847620464135,"red"
"80","8.271_667.6127",TRUE,"UP",1.799673853,0.005681175,2.24556183273229,NA,NA,0.847735476947711,0.0460411890625,"red"
"81","6.75_778.0311",TRUE,"UP",5.532632976,0.005733275,2.24159722652845,NA,NA,2.46796622140094,0.0462637938163265,"red"
"82","6.916_781.6241",TRUE,"UP",1.311432701,0.00576683,2.2390628509387,NA,NA,0.391143774492142,0.0462637938163265,"red"
"83","9.339_1249.9689",TRUE,"UP",2.623492506,0.005818557,2.23518470686902,NA,NA,1.39148866893171,0.0462637938163265,"red"
"84","8.16_1324.9334",TRUE,"UP",1.403216692,0.005826485,2.2345933672784,NA,NA,0.488737814613065,0.0462637938163265,"red"
"85","9.183_635.5491",TRUE,"UP",1.584840254,0.005827573,2.2345122775159,NA,NA,0.664337429401524,0.0462637938163265,"red"
"86","10.75_644.5355",TRUE,"UP",1.406952009,0.005929111,2.22701041907041,NA,NA,0.492573119222266,0.0468785402235772,"red"
"87","10.668_775.6452",TRUE,"UP",1.823103938,0.006061954,2.21738736351804,NA,NA,0.866396814016989,0.0475423408467742,"red"
"88","9.932_642.52",TRUE,"UP",1.663996966,0.00626162,2.20331329202263,NA,NA,0.734652802985769,0.0484328063241107,"red"
"89","9.179_649.5656",TRUE,"UP",1.641096993,0.006295701,2.20095590598787,NA,NA,0.714660508312242,0.0484328063241107,"red"
"90","8.154_662.4469",TRUE,"UP",1.049702301,0.006378773,2.19526285271731,NA,NA,0.0699802328747844,0.0488453286811024,"red"
"91","6.955_755.5469",TRUE,"UP",1.944966612,0.006456263,2.19001878666233,NA,NA,0.959745389599404,0.0490770270817121,"red"
"92","9.31_788.6751",TRUE,"UP",1.546234172,0.006471612,2.18898752837202,NA,NA,0.628758827153799,0.0490770270817121,"red"
"93","8.336_729.5315",TRUE,"UP",1.307993214,0.006484728,2.1881082355516,NA,NA,0.387355056008821,0.0490770270817121,"red"
"94","7.789_521.5903",TRUE,"UP",1.204428807,0.006629372,2.17852761033616,NA,NA,0.268349119335171,0.0499772424031008,"red"
"95","7.465_1237.3011",FALSE,"NO",4.24996e-07,0.00684554,2.16459228751974,NA,NA,-21.1660474013314,0.0506257615969582,"no"
"96","8.936_795.6142",FALSE,"NO",1.27871529,0.007007411,2.15444240943701,NA,NA,0.354695079364931,0.0514317524339623,"no"
"97","8.163_657.5331",FALSE,"NO",1.521623442,0.007141693,2.14619882276149,NA,NA,0.605611377518157,0.0522202740037594,"no"
"98","7.717_655.5179",FALSE,"NO",1.65513858,0.007177699,2.14401475795318,NA,NA,0.726952014802164,0.0522537313432836,"no"
"99","8.085_834.3127",FALSE,"NO",2.179459113,0.007396051,2.1310001027938,NA,NA,1.12397013875709,0.0534770230297398,"no"
"100","8.303_1022.4461",FALSE,"NO",1.154702629,0.00775884,2.11020320390374,NA,NA,0.207521361680688,0.0556861394833948,"no"
"101","8.414_336.2666",FALSE,"NO",1.392618692,0.008136175,2.08957971879758,NA,NA,0.477800292780677,0.057336450634058,"no"
"102","8.664_861.6246",FALSE,"NO",1.486252184,0.008174234,2.08755293410006,NA,NA,0.571678929966661,0.0573966972202166,"no"
"103","9.926_338.2821",FALSE,"NO",1.592446244,0.008357397,2.07792896712633,NA,NA,0.671244672435368,0.0584717164208633,"no"
"104","7.598_1226.8153",FALSE,"NO",0.071759606,0.008406392,2.07539036219312,NA,NA,-3.800684220691,0.0584921372775801,"no"
"105","10.977_685.5775",FALSE,"NO",1.302597871,0.008445653,2.07336676606539,NA,NA,0.381391773810303,0.0584921372775801,"no"
"106","7.684_1184.8422",FALSE,"NO",1.554968372,0.008450535,2.07311579516951,NA,NA,0.636885236289767,0.0584921372775801,"no"
"107","10.051_658.4941",FALSE,"NO",1.369141825,0.008560582,2.06749670836067,NA,NA,0.453271898477734,0.0590437304609929,"no"
"108","6.804_780.0853",FALSE,"NO",0.347786645,0.008616492,2.06466951087249,NA,NA,-1.52372556063906,0.0591660839160839,"no"
"109","6.916_888.5217",FALSE,"NO",1.170984038,0.008684662,2.06124707927691,NA,NA,0.227721410207024,0.0591660839160839,"no"
"110","10.982_858.5586",FALSE,"NO",0.884370309,0.008688827,2.06103884976679,NA,NA,-0.177277504578884,0.0591660839160839,"no"
"111","6.239_777.591",FALSE,"NO",1.559761079,0.008789605,2.05603064144214,NA,NA,0.641325056946511,0.0594305555555556,"no"
"112","7.258_559.429",FALSE,"NO",2.319973246,0.008989808,2.0462495836206,NA,NA,1.21410816824695,0.0599486301369863,"no"
"113","6.75_845.5164",FALSE,"NO",1.657583234,0.009064837,2.04264000079484,NA,NA,0.729081315746067,0.0599983050847458,"no"
"114","7.711_873.5471",FALSE,"NO",1.299504072,0.009169109,2.03767286445908,NA,NA,0.377961154506537,0.0601924828355705,"no"
"115","9.933_1263.0575",FALSE,"NO",2.280712577,0.009222293,2.0351610839967,NA,NA,1.18948464486825,0.0601924828355705,"no"
"116","7.817_602.5815",FALSE,"NO",2.84655265,0.009353758,2.02901387032918,NA,NA,1.50921578414551,0.0608463522073579,"no"
"117","8.449_715.6123",FALSE,"NO",1.23713324,0.009465842,2.02384074887508,NA,NA,0.307000887812681,0.0609818481848185,"no"
"118","9.181_662.5599",FALSE,"NO",1.458563892,0.009485806,2.02292576161447,NA,NA,0.544548584489526,0.0609818481848185,"no"
"119","8.082_1306.8684",FALSE,"NO",1.616284222,0.009609056,2.01731927561224,NA,NA,0.692680916910706,0.0612774226885246,"no"
"120","6.507_738.5038",FALSE,"NO",2.52803e-07,0.009706032,2.0129582811847,NA,NA,-21.9154830802082,0.0614926131596091,"no"
"121","7.505_728.5833",FALSE,"NO",1.164818592,0.009815906,2.0080696091927,NA,NA,0.220105288097854,0.0615424806089744,"no"
"122","9.181_338.2823",FALSE,"NO",1.612790779,0.009837749,2.00710426221027,NA,NA,0.689559295482584,0.0615424806089744,"no"
"123","9.181_717.6271",FALSE,"NO",1.528079064,0.009857113,2.00625026475069,NA,NA,0.611719191469048,0.0615424806089744,"no"
"124","6.573_729.531",FALSE,"NO",2.420469547,0.009857987,2.00621175889706,NA,NA,1.27528694312731,0.0615424806089744,"no"
"125","8.114_837.5502",FALSE,"NO",1.554046873,0.00987211,2.00559001415698,NA,NA,0.636030018819507,0.0615424806089744,"no"
"126","9.309_787.6099",FALSE,"NO",1.546513901,0.009926713,2.00319453421176,NA,NA,0.629019801298907,0.0616851654472843,"no"
"127","9.992_799.6466",FALSE,"NO",1.415320553,0.009970906,2.00126537800491,NA,NA,0.501128843056212,0.0617460317460318,"no"
"128","10.974_647.6219",FALSE,"NO",1.251130455,0.010169981,1.9926798584443,NA,NA,0.323232226729221,0.0623994102365931,"no"
"129","8.378_813.8935",FALSE,"NO",6.35574e-07,0.010314282,1.98656099883878,NA,NA,-20.5854365559478,0.0628880203448276,"no"
"130","8.715_594.4051",FALSE,"NO",0.554327932,0.010428726,1.98176874286439,NA,NA,-0.851188389548973,0.06338710021875,"no"
"131","8.323_853.6198",FALSE,"NO",1.653187798,0.010480787,1.97960610505034,NA,NA,0.725250620488619,0.0635050801090343,"no"
"132","9.178_1233.0125",FALSE,"NO",1.467087628,0.010547529,1.97684927186951,NA,NA,0.552955044634663,0.0635509000769231,"no"
"133","8.279_612.5262",FALSE,"NO",1.426721169,0.01057558,1.97569580514516,NA,NA,0.512703409510955,0.0635509000769231,"no"
"134","8.316_1274.922",FALSE,"NO",4.007702921,0.010619045,1.97391453879876,NA,NA,2.00277556983929,0.0635509000769231,"no"
"135","8.083_940.5524",FALSE,"NO",1.153033975,0.010762003,1.96810689122622,NA,NA,0.205435023693819,0.0642088829294478,"no"
"136","7.107_756.2462",FALSE,"NO",8.65992e-07,0.010884996,1.96317172621666,NA,NA,-20.139142966758,0.0644392097264438,"no"
"137","8.56_1189.3728",FALSE,"NO",2.36438e-07,0.010976696,1.95952836342885,NA,NA,-22.0120347420386,0.0646374622356495,"no"
"138","6.913_821.5333",FALSE,"NO",3.94904e-07,0.011206174,1.95054263845839,NA,NA,-21.2719946832177,0.0653179770149254,"no"
"139","8.083_1272.3738",FALSE,"NO",1.985154756,0.011231515,1.9495616585415,NA,NA,0.989251479414076,0.0653179770149254,"no"
"140","8.487_813.917",FALSE,"NO",9.59714e-07,0.01125014,1.94884207303269,NA,NA,-19.9908921253108,0.0653179770149254,"no"
"141","6.756_913.5041",FALSE,"NO",1.924818683,0.011329074,1.94580558644069,NA,NA,0.944722551024713,0.0653859018694362,"no"
"142","7.864_1181.8643",FALSE,"NO",7.50933e-07,0.011433861,1.94180709175266,NA,NA,-20.3448124713585,0.0654063579300292,"no"
"143","8.103_797.5936",FALSE,"NO",7.1389e-08,0.011479111,1.94009174458128,NA,NA,-23.7397229659093,0.0654063579300292,"no"
"144","8.307_793.2937",FALSE,"NO",9.24679e-07,0.011492171,1.93959792046256,NA,NA,-20.0445440396439,0.0654063579300292,"no"
"145","8.278_657.5336",FALSE,"NO",1.503728798,0.011526549,1.93830069917489,NA,NA,0.588544396097348,0.0654063579300292,"no"
"146","6.938_603.4866",FALSE,"NO",2.07436827,0.011534386,1.93800551895035,NA,NA,1.0526720436873,0.0654063579300292,"no"
"147","6.693_819.5006",FALSE,"NO",1.866691712,0.011714775,1.93126604827033,NA,NA,0.900483683164693,0.0660441663043478,"no"
"148","8.567_786.4784",FALSE,"NO",3.83705e-08,0.011962833,1.92216595993196,NA,NA,-24.6354271945017,0.0672477172976879,"no"
"149","8.109_1186.7975",FALSE,"NO",1.484515568,0.012025239,1.91990628332422,NA,NA,0.569992222835265,0.0674037171613833,"no"
"150","9.2_855.6353",FALSE,"NO",1.750453157,0.012065371,1.91845931936021,NA,NA,0.807728455043748,0.067434329295977,"no"
"151","7.498_764.4776",FALSE,"NO",1.36113e-07,0.012138191,1.91584603296901,NA,NA,-22.8086918006035,0.0676469383810888,"no"
"152","7.455_789.0126",FALSE,"NO",5.42524e-07,0.012368792,1.90767271373808,NA,NA,-20.8138097037694,0.0687122507122507,"no"
"153","10.062_642.5199",FALSE,"NO",1.258530368,0.012560396,1.90099666809056,NA,NA,0.331740028763028,0.0691029733613445,"no"
"154","6.703_799.5795",FALSE,"NO",9.62643e-07,0.012639984,1.89825347579383,NA,NA,-19.9864957961745,0.0691029733613445,"no"
"155","8.557_865.5341",FALSE,"NO",1.063439645,0.012676315,1.89700697734999,NA,NA,0.0887381561664148,0.0691029733613445,"no"
"156","7.835_708.545",FALSE,"NO",1.466582273,0.012683682,1.89675465495908,NA,NA,0.552458006328239,0.0691029733613445,"no"
"157","10.803_628.5416",FALSE,"NO",5.400586285,0.012783094,1.89336401750004,NA,NA,2.43311603404442,0.0694500498044693,"no"
"158","8.363_835.6092",FALSE,"NO",1.246472679,0.012962412,1.88731417895732,NA,NA,0.317851261246437,0.0702281095821727,"no"
"159","7.859_895.4571",FALSE,"NO",2.77655e-07,0.013247053,1.87788072611887,NA,NA,-21.7802032880541,0.0710310677961433,"no"
"160","7.741_636.473",FALSE,"NO",1.825440903,0.013256698,1.87756463724052,NA,NA,0.868244963580298,0.0710310677961433,"no"
"161","8.537_847.6091",FALSE,"NO",1.368901408,0.013308247,1.87587914725756,NA,NA,0.453018543519451,0.0711113747664835,"no"
"162","7.469_779.039",FALSE,"NO",1.507909057,0.013424747,1.87209389017509,NA,NA,0.59254942133105,0.0714591724590164,"no"
"163","6.265_869.5156",FALSE,"NO",1.591201126,0.013446816,1.87138053776787,NA,NA,0.670116202195582,0.0714591724590164,"no"
"164","9.192_1302.9509",FALSE,"NO",1.204545599,0.013690515,1.86358021457957,NA,NA,0.268489008940414,0.0725559991144414,"no"
"165","8.281_855.5755",FALSE,"NO",4.090343573,0.013844275,1.85872978255067,NA,NA,2.03222202904611,0.0726449834718499,"no"
"166","7.782_743.5519",FALSE,"NO",1.73642e-07,0.01387099,1.8578925413641,NA,NA,-22.457380719522,0.0726449834718499,"no"
"167","7.154_806.362",FALSE,"NO",3.88036e-08,0.013888975,1.85732980381383,NA,NA,-24.6192342545933,0.0726449834718499,"no"
"168","8.085_835.6646",FALSE,"NO",1.451536147,0.013931403,1.85600514456127,NA,NA,0.537580499245535,0.0726449834718499,"no"
"169","8.085_833.5938",FALSE,"NO",1.360526347,0.014026942,1.85303699877072,NA,NA,0.444164895079466,0.0729475994385027,"no"
"170","9.31_1013.5508",FALSE,"NO",4.94862e-07,0.014256099,1.84599929738377,NA,NA,-20.946470400985,0.0739279550398936,"no"
"171","8.74_626.4892",FALSE,"NO",1.565682676,0.014291471,1.84492306761883,NA,NA,0.646791844716821,0.0739279550398936,"no"
"172","6.24_777.5307",FALSE,"NO",1.475676976,0.01437876,1.8422785651616,NA,NA,0.561376951665687,0.0741821968169761,"no"
"173","8.245_572.4815",FALSE,"NO",1.479691194,0.014518483,1.83807875961026,NA,NA,0.565296122225849,0.0745077821503958,"no"
"174","7.169_806.2483",FALSE,"NO",4.62884e-08,0.014621715,1.83500168542504,NA,NA,-24.3647740636534,0.0746937022703412,"no"
"175","8.313_590.4923",FALSE,"NO",1.985466634,0.014631517,1.83471064376025,NA,NA,0.989478116406473,0.0746937022703412,"no"
"176","9.931_637.5647",FALSE,"NO",1.591231629,0.014734142,1.83167514895655,NA,NA,0.670143858099239,0.0750206968324607,"no"
"177","7.933_704.5824",FALSE,"NO",8.42178e-07,0.014927635,1.82600899253004,NA,NA,-20.179371475365,0.0753875968992248,"no"
"178","7.239_629.5026",FALSE,"NO",1.8118386,0.015107135,1.82081788984143,NA,NA,0.857454444705028,0.0757303545747423,"no"
"179","8.484_628.4469",FALSE,"NO",1.678398573,0.015352291,1.81382680621836,NA,NA,0.747085356427068,0.076761455,"no"
"180","9.447_604.5783",FALSE,"NO",0.842800482,0.015517166,1.80918759383482,NA,NA,-0.246736955650498,0.0773381545268542,"no"
"181","7.638_803.4862",FALSE,"NO",3.81914e-07,0.015547156,1.80834904370914,NA,NA,-21.3202488577353,0.0773381545268542,"no"
"182","8.081_845.0868",FALSE,"NO",1.411558878,0.015697322,1.80417443292998,NA,NA,0.497289306773472,0.077503807106599,"no"
"183","10.247_593.5749",FALSE,"NO",1.229519501,0.015950402,1.79722836689008,NA,NA,0.298094617221819,0.0785405870632911,"no"
"184","9.31_877.5786",FALSE,"NO",1.675799041,0.016135508,1.79221735699551,NA,NA,0.744849153848995,0.078809406375,"no"
"185","9.879_576.5127",FALSE,"NO",1.519849471,0.01616487,1.79142778369144,NA,NA,0.603928443276881,0.078809406375,"no"
"186","8.692_600.4743",FALSE,"NO",1.470820701,0.01620759,1.79028155810113,NA,NA,0.556621386943398,0.078809406375,"no"
"187","8.08_991.5503",FALSE,"NO",1.111118067,0.016252971,1.78906723954862,NA,NA,0.152012125120544,0.0788329890149626,"no"
"188","9.74_801.625",FALSE,"NO",1.521084975,0.016327891,1.78706990749927,NA,NA,0.605100751081294,0.0789993731218906,"no"
"189","7.851_753.0154",FALSE,"NO",7.10114e-07,0.016523337,1.78190223944092,NA,NA,-20.4254460141965,0.0797466264640199,"no"
"190","6.367_753.5904",FALSE,"NO",1.350102795,0.016602649,1.77982261350819,NA,NA,0.433069256306354,0.0799310700618812,"no"
"191","8.56_1189.8857",FALSE,"NO",2.011441912,0.017192468,1.7646617753289,NA,NA,1.00823007528415,0.0825662969382716,"no"
"192","7.526_676.4481",FALSE,"NO",1.454351031,0.017238254,1.76350672439099,NA,NA,0.54037552892765,0.0825822759359606,"no"
"193","6.265_937.5029",FALSE,"NO",1.465053391,0.0173658,1.7603052050061,NA,NA,0.550953241799307,0.0829888968058968,"no"
"194","6.254_753.5308",FALSE,"NO",1.650631559,0.017523508,1.75637894882214,NA,NA,0.723018129140856,0.0832925522262774,"no"
"195","6.042_727.5153",FALSE,"NO",1.601772802,0.017590022,1.75473361736615,NA,NA,0.679669528100533,0.0832925522262774,"no"
"196","7.198_679.5171",FALSE,"NO",1.516572744,0.017600637,1.75447161397115,NA,NA,0.600814700000368,0.0832925522262774,"no"
"197","9.176_336.2665",FALSE,"NO",1.38095247,0.017701165,1.75199814965958,NA,NA,0.465663665377765,0.0835649658373786,"no"
"198","8.8_602.5275",FALSE,"NO",1.389274433,0.018076699,1.74288087347198,NA,NA,0.474331613013231,0.0851311853631961,"no"
"199","9.915_635.4824",FALSE,"NO",1.521100486,0.018508858,1.73262037647122,NA,NA,0.605115462638539,0.0865378096394231,"no"
"200","8.407_764.8784",FALSE,"NO",8.17278e-07,0.018661468,1.72905419557223,NA,NA,-20.2226697645418,0.0870420989448441,"no"
"201","5.156_825.5907",FALSE,"NO",0.511213501,0.01874645,1.72708096214325,NA,NA,-0.968002156942551,0.0872292948564593,"no"
"202","8.583_1199.8337",FALSE,"NO",1.677433159,0.018993736,1.72138960268786,NA,NA,0.746255280225484,0.0881690131742243,"no"
"203","8.162_1340.9462",FALSE,"NO",5.53397e-07,0.019088092,1.71923748047402,NA,NA,-20.7851818411832,0.0882410926365796,"no"
